ToxPi Score,FIPS,Name,Source,Temperature-related deaths!1!0x88cceeff,Disaster-related deaths!1!0x44aa99ff,Air pollution-related illnesses!1!0x117733ff,Air pollution-related deaths!1!0x332288ff
0.406057046416143,17197880105,"IL, Will, 17197880105","+41.6978187,-088.1089208",0.357215252287295,0.795270260936831,0.0544732622712791,0.417269410169168
0.408319310813779,17197880106,"IL, Will, 17197880106","+41.6999714,-088.0926211",0.357215252287295,0.795270260936831,0.0635223198618212,0.417269410169168
0.392990551992748,17197880107,"IL, Will, 17197880107","+41.7065111,-088.0736419",0.357215252287295,0.795270260936831,0.00737687432476139,0.412099820422106
0.394210282379002,17197880109,"IL, Will, 17197880109","+41.7223980,-088.0527029",0.357215252287295,0.795270260936831,0.0122557958697761,0.412099820422106
0.407857149618895,17197880111,"IL, Will, 17197880111","+41.7007490,-088.0568454",0.357215252287295,0.795270260936831,0.0649467722734123,0.41399631297804
0.409114559357439,17197880112,"IL, Will, 17197880112","+41.7028033,-088.0409939",0.357215252287295,0.795270260936831,0.0753583495619981,0.408614374643634
0.398450327570715,17197880113,"IL, Will, 17197880113","+41.6940179,-088.0600423",0.357215252287295,0.795270260936831,0.0317714820498352,0.409544315008898
0.406421349066772,17197880114,"IL, Will, 17197880114","+41.6852009,-088.0789597",0.357215252287295,0.795270260936831,0.0611000626208548,0.412099820422106
0.401109310744965,17197880115,"IL, Will, 17197880115","+41.6946384,-088.0778222",0.357215252287295,0.795270260936831,0.0346823195865647,0.417269410169168
0.396810844495851,17197880116,"IL, Will, 17197880116","+41.7100616,-088.0582750",0.357215252287295,0.795270260936831,0.0118429111127932,0.422914953646484
0.396038405929662,17197880117,"IL, Will, 17197880117","+41.7149491,-088.0410810",0.357215252287295,0.795270260936831,0.00875315684803777,0.422914953646484
0.414567763573986,17197880118,"IL, Will, 17197880118","+41.7224528,-088.0957961",0.357215252287295,0.795270260936831,0.0762804588525933,0.429505082219226
0.408231217256995,17197880119,"IL, Will, 17197880119","+41.7196473,-088.1355233",0.357215252287295,0.795270260936831,0.0429675403766885,0.437471815427164
0.406955070762581,17197880120,"IL, Will, 17197880120","+41.6963282,-088.1254195",0.357215252287295,0.795270260936831,0.0580653596570304,0.417269410169168
0.401265450663948,17197880121,"IL, Will, 17197880121","+41.6727954,-088.1197366",0.357215252287295,0.795270260936831,0.0404764690095583,0.412099820422106
0.407202931721304,17197880202,"IL, Will, 17197880202","+41.6686851,-088.0496258",0.357215252287295,0.795270260936831,0.0468211314418624,0.429505082219226
0.408127996067749,17197880203,"IL, Will, 17197880203","+41.6473647,-088.0887238",0.357215252287295,0.795270260936831,0.0425546556197056,0.437471815427164
0.41570319665569,17197880204,"IL, Will, 17197880204","+41.6451150,-088.1150335",0.357215252287295,0.795270260936831,0.0808221911794053,0.429505082219226
0.404372465132358,17197880303,"IL, Will, 17197880303","+41.7179438,-088.1770495",0.357215252287295,0.795270260936831,0.0275325318781439,0.437471815427164
0.415975012454037,17197880304,"IL, Will, 17197880304","+41.7183114,-088.1575735",0.357215252287295,0.795270260936831,0.0819094543727937,0.429505082219226
