row#,Name,FIPS,Source,ToxPi Score,Temperature-related deaths,Disaster-related deaths,Air pollution-related illnesses,Air pollution-related deaths
23830,"IL, Will, 17197880105",17197880105,"+41.6978187,-088.1089208",0.406057046416143,0.357215252287295,0.795270260936831,0.0544732622712791,0.417269410169168
23831,"IL, Will, 17197880106",17197880106,"+41.6999714,-088.0926211",0.408319310813779,0.357215252287295,0.795270260936831,0.0635223198618212,0.417269410169168
23832,"IL, Will, 17197880107",17197880107,"+41.7065111,-088.0736419",0.392990551992748,0.357215252287295,0.795270260936831,0.00737687432476139,0.412099820422106
23833,"IL, Will, 17197880109",17197880109,"+41.7223980,-088.0527029",0.394210282379002,0.357215252287295,0.795270260936831,0.0122557958697761,0.412099820422106
23834,"IL, Will, 17197880111",17197880111,"+41.7007490,-088.0568454",0.407857149618895,0.357215252287295,0.795270260936831,0.0649467722734123,0.41399631297804
23835,"IL, Will, 17197880112",17197880112,"+41.7028033,-088.0409939",0.409114559357439,0.357215252287295,0.795270260936831,0.0753583495619981,0.408614374643634
23836,"IL, Will, 17197880113",17197880113,"+41.6940179,-088.0600423",0.398450327570715,0.357215252287295,0.795270260936831,0.0317714820498352,0.409544315008898
23837,"IL, Will, 17197880114",17197880114,"+41.6852009,-088.0789597",0.406421349066772,0.357215252287295,0.795270260936831,0.0611000626208548,0.412099820422106
23838,"IL, Will, 17197880115",17197880115,"+41.6946384,-088.0778222",0.401109310744965,0.357215252287295,0.795270260936831,0.0346823195865647,0.417269410169168
23839,"IL, Will, 17197880116",17197880116,"+41.7100616,-088.0582750",0.396810844495851,0.357215252287295,0.795270260936831,0.0118429111127932,0.422914953646484
23840,"IL, Will, 17197880117",17197880117,"+41.7149491,-088.0410810",0.396038405929662,0.357215252287295,0.795270260936831,0.00875315684803777,0.422914953646484
23841,"IL, Will, 17197880118",17197880118,"+41.7224528,-088.0957961",0.414567763573986,0.357215252287295,0.795270260936831,0.0762804588525933,0.429505082219226
23842,"IL, Will, 17197880119",17197880119,"+41.7196473,-088.1355233",0.408231217256995,0.357215252287295,0.795270260936831,0.0429675403766885,0.437471815427164
23843,"IL, Will, 17197880120",17197880120,"+41.6963282,-088.1254195",0.406955070762581,0.357215252287295,0.795270260936831,0.0580653596570304,0.417269410169168
23844,"IL, Will, 17197880121",17197880121,"+41.6727954,-088.1197366",0.401265450663948,0.357215252287295,0.795270260936831,0.0404764690095583,0.412099820422106
23845,"IL, Will, 17197880202",17197880202,"+41.6686851,-088.0496258",0.407202931721304,0.357215252287295,0.795270260936831,0.0468211314418624,0.429505082219226
23846,"IL, Will, 17197880203",17197880203,"+41.6473647,-088.0887238",0.408127996067749,0.357215252287295,0.795270260936831,0.0425546556197056,0.437471815427164
23847,"IL, Will, 17197880204",17197880204,"+41.6451150,-088.1150335",0.41570319665569,0.357215252287295,0.795270260936831,0.0808221911794053,0.429505082219226
23848,"IL, Will, 17197880303",17197880303,"+41.7179438,-088.1770495",0.404372465132358,0.357215252287295,0.795270260936831,0.0275325318781439,0.437471815427164
23849,"IL, Will, 17197880304",17197880304,"+41.7183114,-088.1575735",0.415975012454037,0.357215252287295,0.795270260936831,0.0819094543727937,0.429505082219226
23850,"IL, Will, 17197880305",17197880305,"+41.7020901,-088.1765105",0.41316519010294,0.357215252287295,0.795270260936831,0.0627034317604718,0.437471815427164
23851,"IL, Will, 17197880306",17197880306,"+41.6963631,-088.1571949",0.417015340461806,0.357215252287295,0.795270260936831,0.0781040331959345,0.437471815427164
23852,"IL, Will, 17197880307",17197880307,"+41.7171871,-088.1987800",0.414098107162918,0.357215252287295,0.795270260936831,0.074401833208321,0.429505082219226
23853,"IL, Will, 17197880308",17197880308,"+41.6615464,-088.1708955",0.407894028038792,0.357215252287295,0.795270260936831,0.0416187835038777,0.437471815427164
23854,"IL, Will, 17197880309",17197880309,"+41.6953526,-088.1955544",0.417761305206426,0.357215252287295,0.795270260936831,0.0956447539550919,0.422914953646484
23855,"IL, Will, 17197880310",17197880310,"+41.6602944,-088.2175072",0.411503814606542,0.357215252287295,0.795270260936831,0.0640246629828171,0.429505082219226
23856,"IL, Will, 17197880312",17197880312,"+41.7030483,-088.2201997",0.406159912059464,0.357215252287295,0.795270260936831,0.0346823195865647,0.437471815427164
23857,"IL, Will, 17197880313",17197880313,"+41.7124607,-088.2487620",0.398129659082071,0.357215252287295,0.795270260936831,0.0227637129349913,0.417269410169168
23858,"IL, Will, 17197880314",17197880314,"+41.6658634,-088.2453564",0.406261768441481,0.357215252287295,0.795270260936831,0.0552921503726285,0.417269410169168
23859,"IL, Will, 17197880404",17197880404,"+41.6141399,-088.2295848",0.405559994459143,0.357215252287295,0.795270260936831,0.0402493823932177,0.429505082219226
23860,"IL, Will, 17197880408",17197880408,"+41.6304377,-088.1534271",0.402662377425073,0.357215252287295,0.795270260936831,0.0460641760540604,0.412099820422106
23861,"IL, Will, 17197880410",17197880410,"+41.6080420,-088.1549341",0.395863541760088,0.357215252287295,0.795270260936831,0.0188688333941191,0.412099820422106
23862,"IL, Will, 17197880411",17197880411,"+41.6148680,-088.1831793",0.404168228757479,0.357215252287295,0.795270260936831,0.0346823195865647,0.429505082219226
23863,"IL, Will, 17197880412",17197880412,"+41.5614523,-088.1525068",0.41479299973264,0.357215252287295,0.795270260936831,0.0894170755372663,0.417269410169168
23864,"IL, Will, 17197880414",17197880414,"+41.5608413,-088.1716202",0.414052892330454,0.357215252287295,0.795270260936831,0.0662542406705248,0.437471815427164
23865,"IL, Will, 17197880415",17197880415,"+41.5810959,-088.1572202",0.407399618159309,0.357215252287295,0.795270260936831,0.0541980057666238,0.422914953646484
23866,"IL, Will, 17197880416",17197880416,"+41.5582054,-088.1871785",0.412822839825275,0.357215252287295,0.795270260936831,0.0613340306498118,0.437471815427164
23867,"IL, Will, 17197880417",17197880417,"+41.5830333,-088.1794643",0.399902987638018,0.357215252287295,0.795270260936831,0.00965462190078379,0.437471815427164
23868,"IL, Will, 17197880418",17197880418,"+41.5570863,-088.2085971",0.407496626460196,0.357215252287295,0.795270260936831,0.0400291771894935,0.437471815427164
23869,"IL, Will, 17197880419",17197880419,"+41.5610120,-088.2242575",0.402570020677325,0.357215252287295,0.795270260936831,0.028289487265946,0.429505082219226
23870,"IL, Will, 17197880420",17197880420,"+41.5644244,-088.2474181",0.405594401522225,0.357215252287295,0.795270260936831,0.0403870106455453,0.429505082219226
23871,"IL, Will, 17197880421",17197880421,"+41.5836690,-088.2187763",0.410934377712537,0.357215252287295,0.795270260936831,0.0617469154067947,0.429505082219226
23872,"IL, Will, 17197880502",17197880502,"+41.6185452,-088.0399304",0.403683089168024,0.357215252287295,0.795270260936831,0.032741761228745,0.429505082219226
23873,"IL, Will, 17197880503",17197880503,"+41.6313265,-088.1344649",0.409588575895576,0.357215252287295,0.795270260936831,0.0483969749310138,0.437471815427164
23874,"IL, Will, 17197880505",17197880505,"+41.6321314,-088.1022483",0.3995410449514,0.357215252287295,0.795270260936831,0.0227637129349913,0.422914953646484
23875,"IL, Will, 17197880507",17197880507,"+41.6167534,-088.1339326",0.392686673841894,0.357215252287295,0.795270260936831,0.00737687432476139,0.410884307818689
23876,"IL, Will, 17197880601",17197880601,"+41.5890251,-088.0357609",0.400991971184561,0.357215252287295,0.795270260936831,0.0140105560869535,0.437471815427164
23877,"IL, Will, 17197880602",17197880602,"+41.5905329,-088.0546026",0.40374281587796,0.357215252287295,0.795270260936831,0.0250139348605482,0.437471815427164
23878,"IL, Will, 17197880701",17197880701,"+41.5769955,-088.0446930",0.399536552416196,0.357215252287295,0.795270260936831,0.00818888101349445,0.437471815427164
23879,"IL, Will, 17197880702",17197880702,"+41.5641840,-088.0549645",0.395614743644589,0.357215252287295,0.795270260936831,0.0242294538222806,0.40574400753195
23880,"IL, Will, 17197880901",17197880901,"+41.5768926,-088.1350159",0.403364338184058,0.357215252287295,0.795270260936831,0.0235000240849442,0.437471815427164
23881,"IL, Will, 17197880903",17197880903,"+41.5578770,-088.1128638",0.398458376639036,0.357215252287295,0.795270260936831,0.0118429111127932,0.429505082219226
23882,"IL, Will, 17197880905",17197880905,"+41.5565837,-088.0960283",0.413609041216697,0.357215252287295,0.795270260936831,0.0644788362154983,0.437471815427164
23883,"IL, Will, 17197881001",17197881001,"+41.6201664,-088.0022639",0.400862944698004,0.357215252287295,0.795270260936831,0.0134944501407249,0.437471815427164
23884,"IL, Will, 17197881002",17197881002,"+41.6169916,-087.9662412",0.408360243743552,0.357215252287295,0.795270260936831,0.0434836463229172,0.437471815427164
23885,"IL, Will, 17197881005",17197881005,"+41.6288671,-087.9407185",0.40165946820835,0.357215252287295,0.795270260936831,0.0166805441821097,0.437471815427164
23886,"IL, Will, 17197881006",17197881006,"+41.6364949,-087.9214915",0.406399041147883,0.357215252287295,0.795270260936831,0.0356388359402418,0.437471815427164
23887,"IL, Will, 17197881007",17197881007,"+41.5769661,-087.9417934",0.399000287882577,0.357215252287295,0.795270260936831,0.0140105560869535,0.429505082219226
23888,"IL, Will, 17197881009",17197881009,"+41.5762033,-088.0160778",0.418721930790669,0.357215252287295,0.795270260936831,0.0849303945113853,0.437471815427164
23889,"IL, Will, 17197881010",17197881010,"+41.5728670,-087.9831252",0.406159912059464,0.357215252287295,0.795270260936831,0.0346823195865647,0.437471815427164
23890,"IL, Will, 17197881011",17197881011,"+41.6220049,-087.9210399",0.412154108098791,0.357215252287295,0.795270260936831,0.0666258369518095,0.429505082219226
23891,"IL, Will, 17197881012",17197881012,"+41.6072708,-087.9301628",0.411379463528989,0.357215252287295,0.795270260936831,0.0555605254646674,0.437471815427164
23892,"IL, Will, 17197881105",17197881105,"+41.5366205,-087.9389322",0.399483221468419,0.357215252287295,0.795270260936831,0.00797555722238661,0.437471815427164
23893,"IL, Will, 17197881107",17197881107,"+41.5261192,-087.9726226",0.41589539055849,0.357215252287295,0.795270260936831,0.0736242335826699,0.437471815427164
23894,"IL, Will, 17197881108",17197881108,"+41.5375183,-088.0001330",0.411298606930747,0.357215252287295,0.795270260936831,0.0552370990716974,0.437471815427164
23895,"IL, Will, 17197881109",17197881109,"+41.4798500,-088.0031899",0.399820410686622,0.357215252287295,0.795270260936831,0.00932431409519746,0.437471815427164
23896,"IL, Will, 17197881111",17197881111,"+41.5118479,-087.9797839",0.400253939681454,0.357215252287295,0.795270260936831,0.0110584300745257,0.437471815427164
23897,"IL, Will, 17197881112",17197881112,"+41.4943672,-087.9880978",0.407372761033101,0.357215252287295,0.795270260936831,0.039533715481114,0.437471815427164
23898,"IL, Will, 17197881113",17197881113,"+41.4834796,-087.9365589",0.402383736886224,0.357215252287295,0.795270260936831,0.0195776188936065,0.437471815427164
23899,"IL, Will, 17197881115",17197881115,"+41.5077809,-087.9455578",0.412497693079151,0.357215252287295,0.795270260936831,0.0600334436653156,0.437471815427164
23900,"IL, Will, 17197881116",17197881116,"+41.5072469,-087.9204655",0.41523698095093,0.357215252287295,0.795270260936831,0.0789573283603658,0.429505082219226
23901,"IL, Will, 17197881200",17197881200,"+41.5480283,-088.0362643",0.403645422142033,0.357215252287295,0.795270260936831,0.0570331477645731,0.405063027579434
23902,"IL, Will, 17197881301",17197881301,"+41.5412829,-088.0656969",0.395795585238432,0.357215252287295,0.795270260936831,0.0220824530859695,0.408614374643634
23903,"IL, Will, 17197881302",17197881302,"+41.5387338,-088.0767344",0.404848946283929,0.357215252287295,0.795270260936831,0.0548104514894818,0.412099820422106
23904,"IL, Will, 17197881401",17197881401,"+41.5470050,-088.0913313",0.402383736886224,0.357215252287295,0.795270260936831,0.0195776188936065,0.437471815427164
23905,"IL, Will, 17197881402",17197881402,"+41.5472759,-088.1080388",0.398055814000978,0.357215252287295,0.795270260936831,0.0102326605605599,0.429505082219226
23906,"IL, Will, 17197881500",17197881500,"+41.5433216,-088.1181961",0.411378228826293,0.357215252287295,0.795270260936831,0.0635223198618212,0.429505082219226
