ToxPi Score,FIPS,Name,Source,Socioeconomic Stressors!1!0x88cceeff,Housing Composition & Disability!1!0x44aa99ff,Minority Status & Language!1!0x117733ff,Housing Type & Transportation!1!0x332288ff
0.452794803028068,17197880105,"IL, Will, 17197880105","+41.6978187,-088.1089208",0.455409489044601,0.470551818211838,0.505782142462384,0.379435762393448
0.437099594608134,17197880106,"IL, Will, 17197880106","+41.6999714,-088.0926211",0.495888595255106,0.367441681243173,0.509500580319342,0.375567521614917
0.481514207640671,17197880107,"IL, Will, 17197880107","+41.7065111,-088.0736419",0.596493689758136,0.549659910007486,0.51113823277991,0.268764998017151
0.365478258994176,17197880109,"IL, Will, 17197880109","+41.7223980,-088.0527029",0.387387898103611,0.408494632800208,0.455181770357586,0.210848734715297
0.473128780019816,17197880111,"IL, Will, 17197880111","+41.7007490,-088.0568454",0.480523745579128,0.476794000209953,0.527683172007803,0.40751420228238
0.483176525587724,17197880112,"IL, Will, 17197880112","+41.7028033,-088.0409939",0.409169994603523,0.451105157799127,0.508189453550737,0.564241496397507
0.555722764785013,17197880113,"IL, Will, 17197880113","+41.6940179,-088.0600423",0.744928106238588,0.431697648102875,0.551376611607969,0.49488869319062
0.572968436791257,17197880114,"IL, Will, 17197880114","+41.6852009,-088.0789597",0.645443986065371,0.499252772964947,0.564086166459784,0.583090821674927
0.480926416063271,17197880115,"IL, Will, 17197880115","+41.6946384,-088.0778222",0.682063927348852,0.432946460057351,0.544058518177119,0.264636758669763
0.378253649618409,17197880116,"IL, Will, 17197880116","+41.7100616,-088.0582750",0.49492549603441,0.361114291497824,0.531430131210392,0.125544679731008
0.554054493889107,17197880117,"IL, Will, 17197880117","+41.7149491,-088.0410810",0.635699620813146,0.490564968990016,0.534757654959836,0.555195730793428
0.192253660819062,17197880118,"IL, Will, 17197880118","+41.7224528,-088.0957961",0.0605555752249062,0.307218034733944,0.39513576381707,0.00610526950032943
0.259117201041191,17197880119,"IL, Will, 17197880119","+41.7196473,-088.1355233",0.201714979284498,0.316079951877456,0.416421610634933,0.102252262367878
0.297153889377393,17197880120,"IL, Will, 17197880120","+41.6963282,-088.1254195",0.160769576206307,0.437722899395093,0.46944225537727,0.120680826530901
0.277815842004301,17197880121,"IL, Will, 17197880121","+41.6727954,-088.1197366",0.2842373919218,0.327360668023393,0.483317094541696,0.0163482135303155
0.472394913357404,17197880202,"IL, Will, 17197880202","+41.6686851,-088.0496258",0.389864944503196,0.425327272797709,0.479969866558978,0.594417569569731
0.433844357918021,17197880203,"IL, Will, 17197880203","+41.6473647,-088.0887238",0.533766302727719,0.33168314004287,0.508825223744684,0.361102765156813
0.334005148437155,17197880204,"IL, Will, 17197880204","+41.6451150,-088.1150335",0.210222302374669,0.484708993881804,0.438076411607278,0.203012885884868
0.215365354438105,17197880303,"IL, Will, 17197880303","+41.7179438,-088.1770495",0.146217232692496,0.348375351059721,0.328355886757045,0.0385129472431564
0.221540239261118,17197880304,"IL, Will, 17197880304","+41.7183114,-088.1575735",0.145647236248377,0.286119831643052,0.385046105462947,0.0693477836900947
0.178151080833171,17197880305,"IL, Will, 17197880305","+41.7020901,-088.1765105",0.0536636673701873,0.270234304068831,0.335145828340506,0.0535605235531598
0.289582995384113,17197880306,"IL, Will, 17197880306","+41.6963631,-088.1571949",0.176073841451527,0.33938879192683,0.468992044651637,0.173877303506459
0.348228799508251,17197880307,"IL, Will, 17197880307","+41.7171871,-088.1987800",0.189599936557001,0.418217610576913,0.464846319185227,0.320251331713862
0.315111168185003,17197880308,"IL, Will, 17197880308","+41.6615464,-088.1708955",0.255041386780995,0.306726697197301,0.472471250085789,0.226205338675926
0.222738724302699,17197880309,"IL, Will, 17197880309","+41.6953526,-088.1955544",0.0874456288766929,0.293984681013984,0.373422455186481,0.13610213213364
0.281604041591819,17197880310,"IL, Will, 17197880310","+41.6602944,-088.2175072",0.178957435585832,0.412127428414194,0.431379082747153,0.103952219620096
0.242335190255971,17197880312,"IL, Will, 17197880312","+41.7030483,-088.2201997",0.0868408262955607,0.355839018314326,0.405210606678877,0.121450309735122
0.326701423219397,17197880313,"IL, Will, 17197880313","+41.7124607,-088.2487620",0.252652805806982,0.396002683619806,0.460499430465439,0.197650772985361
0.200631116561076,17197880314,"IL, Will, 17197880314","+41.6658634,-088.2453564",0.0761668762784033,0.29504950091206,0.326473668034592,0.104834421019249
0.374826645704938,17197880404,"IL, Will, 17197880404","+41.6141399,-088.2295848",0.247179973087739,0.482105211244579,0.427919775554851,0.342101622932584
0.38894750373969,17197880408,"IL, Will, 17197880408","+41.6304377,-088.1534271",0.408043684849406,0.557283622820525,0.4867115215632,0.103751185725629
0.353828329098242,17197880410,"IL, Will, 17197880410","+41.6080420,-088.1549341",0.370786057932735,0.391326979813928,0.484010093096408,0.169190185549896
0.305574779544516,17197880411,"IL, Will, 17197880411","+41.6148680,-088.1831793",0.218698527246636,0.370922355131756,0.402066141425797,0.230612094373873
0.373292911649728,17197880412,"IL, Will, 17197880412","+41.5614523,-088.1525068",0.441851789887984,0.48293150988937,0.40184731792979,0.166541028891765
0.332863153765015,17197880414,"IL, Will, 17197880414","+41.5608413,-088.1716202",0.348217564892703,0.409677287025154,0.373859266686582,0.199698496455623
0.462919361786702,17197880415,"IL, Will, 17197880415","+41.5810959,-088.1572202",0.56860462144877,0.57265399733908,0.465278624457735,0.245140203901222
0.354052924962228,17197880416,"IL, Will, 17197880416","+41.5582054,-088.1871785",0.394076947921386,0.472216759996609,0.414076054732454,0.135841937198463
0.297090649363646,17197880417,"IL, Will, 17197880417","+41.5830333,-088.1794643",0.253665698426218,0.413786008041729,0.391308624284336,0.129602266702301
0.298284164435227,17197880418,"IL, Will, 17197880418","+41.5570863,-088.2085971",0.227296529909307,0.397267270037558,0.420033472529694,0.148539385264348
0.293572191154473,17197880419,"IL, Will, 17197880419","+41.5610120,-088.2242575",0.213235821455663,0.464069472565063,0.442972970114823,0.0540105004823432
0.355628600558937,17197880420,"IL, Will, 17197880420","+41.5644244,-088.2474181",0.329832998841487,0.435772778523,0.460385712544249,0.196522912327014
0.287202967252971,17197880421,"IL, Will, 17197880421","+41.5836690,-088.2187763",0.246949230628448,0.375111337057682,0.410101902563041,0.116649398762713
0.339021310810466,17197880502,"IL, Will, 17197880502","+41.6185452,-088.0399304",0.348131239040299,0.380427720777978,0.283220670854646,0.34430561256894
0.383673639422575,17197880503,"IL, Will, 17197880503","+41.6313265,-088.1344649",0.317514200589805,0.654125431967013,0.436419474744161,0.12663545038932
0.45124636303783,17197880505,"IL, Will, 17197880505","+41.6321314,-088.1022483",0.648139879213617,0.363502189590298,0.49784574974152,0.295497633605885
0.409753163630216,17197880507,"IL, Will, 17197880507","+41.6167534,-088.1339326",0.438749845215438,0.434602864088283,0.537868920062536,0.227791025154608
