row#,Name,FIPS,Source,ToxPi Score,Overall Physical Health,Mental Health & Deaths of Despair,Chronic Disease,Chronic Disease Prevention,Infectious Diseases,Child & Maternal Health,Access to Care
23938,"IL, Will, 17197883303",17197883303,"+41.4459944,-088.2366574",0.30506879851161,0.179836156756645,0.493193011723666,0.234652467664048,0.29843752675305,0.294501596592506,0.347852808500451,0.287008021590902
23939,"IL, Will, 17197883304",17197883304,"+41.3303598,-088.0034936",0.444251835433682,0.452004092647655,0.521314779705081,0.579338028401676,0.585169345618017,0.294501596592506,0.325026611952992,0.352408393117849
23940,"IL, Will, 17197883305",17197883305,"+41.4468170,-088.2111341",0.409679782113796,0.37304895383411,0.546347524467812,0.332197192870397,0.429237825816479,0.294501596592506,0.347852808500451,0.544572572714814
23941,"IL, Will, 17197883306",17197883306,"+41.4134298,-088.1839371",0.325684928724801,0.122470421007093,0.542947656145361,0.214642446134277,0.416090069077564,0.294501596592506,0.347852808500451,0.341289503616356
23942,"IL, Will, 17197883307",17197883307,"+41.4280782,-088.0835269",0.437158256962036,0.426603583126755,0.521143167304043,0.420785864136689,0.487159487178512,0.294501596592506,0.338442481386129,0.571471619009619
23943,"IL, Will, 17197883401",17197883401,"+41.3013428,-088.1491908",0.512133518799693,0.7641302780391,0.562381951070457,0.641950564124025,0.652443397680166,0.294501596592506,0.287884310451247,0.381642533640353
23944,"IL, Will, 17197883402",17197883402,"+41.3369539,-088.2019890",0.495318543180586,0.731787374593997,0.532087505332504,0.582369265840349,0.651651983007414,0.294501596592506,0.322423683779485,0.352408393117849
23945,"IL, Will, 17197883504",17197883504,"+41.4925064,-087.8466566",0.370189613643043,0.233995069595611,0.355329970233198,0.550994168791194,0.383265384549531,0.294501596592506,0.256335607187647,0.516905498551613
23946,"IL, Will, 17197883505",17197883505,"+41.4928052,-087.8092767",0.316335342167128,0.226647531021033,0.488222728033226,0.176899272613141,0.261699524960952,0.294501596592506,0.251766996209537,0.514609745739501
23947,"IL, Will, 17197883507",17197883507,"+41.4262842,-087.8452939",0.341514630944156,0.155644214328387,0.500786050977139,0.355678958641918,0.435011728537157,0.294501596592506,0.324281473188296,0.324698394343691
23948,"IL, Will, 17197883509",17197883509,"+41.4043262,-087.9613435",0.331552640981923,0.127263488226771,0.554620537385776,0.25078878249426,0.401610604956615,0.294501596592506,0.347852808500451,0.344230668717081
23949,"IL, Will, 17197883510",17197883510,"+41.4474142,-087.9607744",0.337844974498387,0.22640032411572,0.544404742569269,0.151151649973294,0.321082259564988,0.294501596592506,0.281592776809068,0.545781471863863
23950,"IL, Will, 17197883511",17197883511,"+41.5253067,-087.7996653",0.365615623606601,0.46572407589252,0.533706490247957,0.153822222466948,0.310498990756048,0.294501596592506,0.276349832107251,0.52470615718298
23951,"IL, Will, 17197883513",17197883513,"+41.5305854,-087.8345456",0.360416951828914,0.323326031573815,0.524572177354972,0.203899586474239,0.365504212951425,0.294501596592506,0.256568252322326,0.554546805533119
23952,"IL, Will, 17197883514",17197883514,"+41.5460589,-087.8184935",0.319896531375375,0.330096754035996,0.47440307279492,0.147564272695736,0.233923913849947,0.294501596592506,0.252589683352459,0.50619642630606
