ToxPi Score,FIPS,Name,Source,Financial Services!1!0x88cceeff,"Food, Water, and Waste Management!1!0x44aa99ff",Energy!1!0x117733ff,Transportation!1!0x332288ff,Communications!1!0xddcc77ff,Governance!1!0x999933ff
0.462454165873314,17197880105,"IL, Will, 17197880105","+41.6978187,-088.1089208",0.393579036029712,0.856080471686908,0.330762980306995,0.597610403374864,0.212530968845343,0.384161134996062
0.506432843998655,17197880106,"IL, Will, 17197880106","+41.6999714,-088.0926211",0.327525050378206,0.975656921178674,0.332186629569126,0.574775017988402,0.471448530372212,0.35700491450531
0.510083830936525,17197880107,"IL, Will, 17197880107","+41.7065111,-088.0736419",0.542727558122194,0.873884784275933,0.319084607453579,0.501159869496527,0.448943537879557,0.374702628391358
0.505788792138981,17197880109,"IL, Will, 17197880109","+41.7223980,-088.0527029",0.528798638478115,0.95249753971616,0.308974473240479,0.4758839172186,0.403348673034689,0.365229511145845
0.490953767881347,17197880111,"IL, Will, 17197880111","+41.7007490,-088.0568454",0.35380609680505,0.835934392645167,0.314124079555842,0.599363655828337,0.447071375103967,0.395423007349721
0.513784698497154,17197880112,"IL, Will, 17197880112","+41.7028033,-088.0409939",0.23294894463222,0.975656921178674,0.311682743516485,0.569969255731758,0.56640822563618,0.426042100287607
0.540076663272503,17197880113,"IL, Will, 17197880113","+41.6940179,-088.0600423",0.485375651033468,0.814341928441455,0.42076098820134,0.535028379015662,0.590923708893515,0.394029324049577
0.56961836876725,17197880114,"IL, Will, 17197880114","+41.6852009,-088.0789597",0.462031425013508,0.975656921178674,0.342230030223064,0.488390149079607,0.829407805580538,0.319993881528107
0.519798711114098,17197880115,"IL, Will, 17197880115","+41.6946384,-088.0778222",0.384576282996704,0.975656921178674,0.329873199518163,0.397588766543084,0.638589084336382,0.392508012111582
0.500179929459103,17197880116,"IL, Will, 17197880116","+41.7100616,-088.0582750",0.376597920891335,0.975656921178674,0.310854135156886,0.557941124714701,0.393365575052535,0.386663899760491
0.59609788084266,17197880117,"IL, Will, 17197880117","+41.7149491,-088.0410810",0.565299120677962,0.975656921178674,0.399067020343636,0.341826164255712,0.862294966922693,0.432443091677283
0.436054153231793,17197880118,"IL, Will, 17197880118","+41.7224528,-088.0957961",0.263110789453876,0.975656921178674,0.308440674646687,0.561955367976624,0.121666844507448,0.385494321627446
0.50246003671015,17197880119,"IL, Will, 17197880119","+41.7196473,-088.1355233",0.301457273052337,0.975656921178674,0.341390369483111,0.711107241101166,0.153456352915543,0.531692062530069
0.497561991178906,17197880120,"IL, Will, 17197880120","+41.6963282,-088.1254195",0.209373968437433,0.975656921178674,0.312600399834475,0.833529408619226,0.188897927792091,0.465313321211538
0.558477065845436,17197880121,"IL, Will, 17197880121","+41.6727954,-088.1197366",0.460846208206444,0.975656921178674,0.351044421162428,0.833529408619226,0.35045036216821,0.379335073737634
0.437832410014292,17197880202,"IL, Will, 17197880202","+41.6686851,-088.0496258",0.457066800039965,0.595051963758486,0.374428972518912,0.409047069953409,0.429332544087296,0.362067109727684
0.537203670133432,17197880203,"IL, Will, 17197880203","+41.6473647,-088.0887238",0.340810666504587,0.975656921178674,0.372243448456344,0.544736214291113,0.590706956168136,0.399067814201737
0.542696346794461,17197880204,"IL, Will, 17197880204","+41.6451150,-088.1150335",0.526672939897893,0.975656921178674,0.394793830323297,0.464702589122212,0.446092977192452,0.448258823052236
0.527953186402832,17197880303,"IL, Will, 17197880303","+41.7179438,-088.1770495",0.515257798673516,0.975656921178674,0.312077653621036,0.786584047302091,0.0223767595510136,0.555765938090662
0.49810694857797,17197880304,"IL, Will, 17197880304","+41.7183114,-088.1575735",0.369678911861306,0.975656921178674,0.335084048142266,0.752613758030637,0.0165530468693353,0.539055005385604
0.514485766760999,17197880305,"IL, Will, 17197880305","+41.7020901,-088.1765105",0.369678911861306,0.975656921178674,0.309564022892587,0.758048583309227,0.134911155938597,0.539055005385604
0.454577271983438,17197880306,"IL, Will, 17197880306","+41.6963631,-088.1571949",0.311634754248099,0.669007394709764,0.328844460360584,0.867466431780378,0.0114555854161956,0.539055005385604
0.494644413699478,17197880307,"IL, Will, 17197880307","+41.7171871,-088.1987800",0.366735099024881,0.975656921178674,0.297196069927826,0.6370128820137,0.15221050466618,0.539055005385604
0.519508557210734,17197880308,"IL, Will, 17197880308","+41.6615464,-088.1708955",0.384411960902509,0.975656921178674,0.424006515726136,0.830465981986907,0.0146209445443549,0.487889018925822
0.430541667934459,17197880309,"IL, Will, 17197880309","+41.6953526,-088.1955544",0.282105724299832,0.975656921178674,0.309308210915798,0.464716212101527,0.0124079337253171,0.539055005385604
0.578782292184445,17197880310,"IL, Will, 17197880310","+41.6602944,-088.2175072",0.455129897057329,0.975656921178674,0.428321952551969,0.874621364363198,0.250864296066719,0.488099321888782
0.506809536780954,17197880312,"IL, Will, 17197880312","+41.7030483,-088.2201997",0.359760150558531,0.975656921178674,0.311404756899482,0.830465981986907,0.0245144046765238,0.539055005385604
0.567935145902971,17197880313,"IL, Will, 17197880313","+41.7124607,-088.2487620",0.434166593295807,0.975656921178674,0.35736193464264,0.830465981986907,0.256611077705848,0.55334836660795
0.480188618837335,17197880314,"IL, Will, 17197880314","+41.6658634,-088.2453564",0.282105724299832,0.975656921178674,0.439694463259225,0.524056735189567,0.153615047136467,0.506002821960246
0.528163521167642,17197880404,"IL, Will, 17197880404","+41.6141399,-088.2295848",0.600201832727874,0.518341893561089,0.525808490348837,0.879730543970767,0.250235566269792,0.394662800127492
0.528006421895235,17197880408,"IL, Will, 17197880408","+41.6304377,-088.1534271",0.474575843608628,0.975656921178674,0.447641248049971,0.533420659825661,0.188897927792091,0.547845930916385
0.559759881906095,17197880410,"IL, Will, 17197880410","+41.6080420,-088.1549341",0.412395663922392,0.975656921178674,0.438554361744027,0.830465981986907,0.185410164727521,0.516076197877051
