row#,Name,FIPS,Source,ToxPi Score,Temperature-related deaths,Disaster-related deaths,Air pollution-related illnesses,Air pollution-related deaths
61631,"TX, Anderson, 48001950100",48001950100,"+31.9714680,-095.5524440",0.306960050954335,0.935133950583466,0,0.154694155616265,0.138012097617608
61632,"TX, Anderson, 48001950401",48001950401,"+31.7346372,-095.8157096",0.307040907552577,0.935133950583466,0,0.155017582009235,0.138012097617608
61633,"TX, Anderson, 48001950402",48001950402,"+31.7999975,-095.9123872",0.306861990824551,0.935133950583466,0,0.154301915097131,0.138012097617608
61634,"TX, Anderson, 48001950500",48001950500,"+31.7878081,-095.6419012",0.307071873909351,0.935133950583466,0,0.15514144743633,0.138012097617608
61635,"TX, Anderson, 48001950600",48001950600,"+31.7502049,-095.6692087",0.307137247329207,0.935133950583466,0,0.155402941115752,0.138012097617608
61636,"TX, Anderson, 48001950700",48001950700,"+31.7516003,-095.6340970",0.306808659876774,0.935133950583466,0,0.154088591306023,0.138012097617608
61637,"TX, Anderson, 48001950800",48001950800,"+31.7394653,-095.6143534",0.306748447516381,0.935133950583466,0,0.15384774186445,0.138012097617608
61638,"TX, Anderson, 48001950901",48001950901,"+31.7062457,-095.7358730",0.307035746493115,0.935133950583466,0,0.154996937771386,0.138012097617608
61639,"TX, Anderson, 48001950902",48001950902,"+31.7878409,-095.5053418",0.306861990824551,0.935133950583466,0,0.154301915097131,0.138012097617608
61640,"TX, Anderson, 48001951000",48001951000,"+31.6232277,-095.5131055",0.307082196028276,0.935133950583466,0,0.155182735912028,0.138012097617608
61641,"TX, Anderson, 48001951100",48001951100,"+31.9219100,-095.8429741",0.306901558947096,0.935133950583466,0,0.154460187587308,0.138012097617608
61642,"TX, Andrews, 48003950100",48003950100,"+32.3588247,-102.7169259",0.317568093258994,0.729551306634526,0,0.232928935651911,0.30779213074954
61643,"TX, Andrews, 48003950200",48003950200,"+32.3283796,-102.5538031",0.322889145564611,0.729551306634526,0,0.25421314487438,0.30779213074954
61644,"TX, Andrews, 48003950300",48003950300,"+32.3148521,-102.5485167",0.322130309212251,0.729551306634526,0,0.226391593666348,0.332578336548131
61645,"TX, Andrews, 48003950400",48003950400,"+32.1765480,-102.4688186",0.313611281004575,0.729551306634526,0,0.217101686634232,0.30779213074954
61646,"TX, Angelina, 48005000101",48005000101,"+31.4337680,-094.8475538",0.362324588686055,0.933928669259848,0,0.252306993579642,0.26306269190473
61647,"TX, Angelina, 48005000102",48005000102,"+31.3158203,-094.8802824",0.352247447410928,0.933928669259848,0,0.240292047151439,0.234769073232423
61648,"TX, Angelina, 48005000200",48005000200,"+31.3705581,-094.6762150",0.35350846627288,0.933928669259848,0,0.245336122599247,0.234769073232423
61649,"TX, Angelina, 48005000301",48005000301,"+31.3711414,-094.7745767",0.356279955204127,0.933928669259848,0,0.256422078324238,0.234769073232423
61650,"TX, Angelina, 48005000302",48005000302,"+31.2784248,-094.7824619",0.355063665524182,0.933928669259848,0,0.251556919604456,0.234769073232423
61651,"TX, Angelina, 48005000400",48005000400,"+31.3411933,-094.7538471",0.3501985068044,0.933928669259848,0,0.232096284725328,0.234769073232423
61652,"TX, Angelina, 48005000500",48005000500,"+31.3708474,-094.7362500",0.399526699555719,0.933928669259848,0,0.291221381925282,0.372956747037746
61653,"TX, Angelina, 48005000600",48005000600,"+31.3505991,-094.6970483",0.366605385354008,0.933928669259848,0,0.242996442309677,0.289496429846507
61654,"TX, Angelina, 48005000700",48005000700,"+31.3365433,-094.7258312",0.381567296735176,0.933928669259848,0,0.302844087834351,0.289496429846507
61655,"TX, Angelina, 48005000800",48005000800,"+31.3110999,-094.7054197",0.360716194353404,0.933928669259848,0,0.30174306181573,0.207193046338037
61656,"TX, Angelina, 48005000901",48005000901,"+31.3124968,-094.7523980",0.362256462061455,0.933928669259848,0,0.280328105753549,0.234769073232423
61657,"TX, Angelina, 48005000902",48005000902,"+31.2823915,-094.7246988",0.361867662248629,0.933928669259848,0,0.278772906502247,0.234769073232423
61658,"TX, Angelina, 48005001001",48005001001,"+31.2065934,-094.8086815",0.369125702724758,0.933928669259848,0,0.253077711792677,0.289496429846507
61659,"TX, Angelina, 48005001002",48005001002,"+31.1574825,-094.7131134",0.360365242309968,0.933928669259848,0,0.300339253641988,0.207193046338037
61660,"TX, Angelina, 48005001100",48005001100,"+31.3337808,-094.5852421",0.350847079943494,0.933928669259848,0,0.234690577281704,0.234769073232423
61661,"TX, Angelina, 48005001200",48005001200,"+31.1390364,-094.3552215",0.366256283144727,0.933928669259848,0,0.296327390086637,0.234769073232423
