ToxPi Score,FIPS,Name,Source,Overall Physical Health!1!0x88cceeff,Mental Health & Deaths of Despair!1!0x44aa99ff,Chronic Disease!1!0x117733ff,Chronic Disease Prevention!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,Child & Maternal Health!1!0x999933ff,Access to Care!1!0xcc6677ff
0.516319095996992,48001950100,"TX, Anderson, 48001950100","+31.9714680,-095.5524440",0.369835264065043,0.352530747136811,0.679426680395795,0.741098962980437,0.501533283205865,0.658110859171678,0.311697875023317
0.477688093854815,48001950401,"TX, Anderson, 48001950401","+31.7346372,-095.8157096",0.506197339779025,0.49787026096684,0.0701589678925604,0.744407304605234,0.501533283205865,0.658110859171678,0.365538641362502
0.524817307737498,48001950402,"TX, Anderson, 48001950402","+31.7999975,-095.9123872",0.634367253325276,0.478594626563459,0.202255945465258,0.832604382078262,0.501533283205865,0.658110859171678,0.366254804352689
0.621180818159728,48001950500,"TX, Anderson, 48001950500","+31.7878081,-095.6419012",0.74932533115425,0.382666532353049,0.73077876096449,0.872561310856649,0.501533283205865,0.568606544024137,0.542793964559658
0.656952838183499,48001950600,"TX, Anderson, 48001950600","+31.7502049,-095.6692087",0.949075377505545,0.405138042979534,0.805070233303416,0.881013847854334,0.501533283205865,0.537920987926881,0.518918094508917
0.615474569074018,48001950700,"TX, Anderson, 48001950700","+31.7516003,-095.6340970",0.886387826433285,0.401229813393631,0.693445809403719,0.848662870666482,0.501533283205865,0.511028559025473,0.466033821389671
0.55865921880709,48001950800,"TX, Anderson, 48001950800","+31.7394653,-095.6143534",0.682531398710404,0.408881136104061,0.60796271109912,0.74701174375667,0.501533283205865,0.536548718799138,0.426145539974372
0.629378226321249,48001950901,"TX, Anderson, 48001950901","+31.7062457,-095.7358730",0.791288703331113,0.436267884933861,0.664540303619314,0.863937554338417,0.501533283205865,0.588054328615828,0.560025526204344
0.579743831757703,48001950902,"TX, Anderson, 48001950902","+31.7878409,-095.5053418",0.404533499969099,0.354897703083203,0.778623306113684,0.846984919365118,0.501533283205865,0.619033219882896,0.552600890684055
0.532712559436191,48001951000,"TX, Anderson, 48001951000","+31.6232277,-095.5131055",0.393800600163431,0.411264281899607,0.669864929601507,0.801790575697101,0.501533283205865,0.630901493420127,0.319832752065697
0.558057114406149,48001951100,"TX, Anderson, 48001951100","+31.9219100,-095.8429741",0.697027336963613,0.367477215876271,0.641380658447544,0.72917257215476,0.501533283205865,0.658110859171678,0.311697875023317
