row#,Name,FIPS,Source,ToxPi Score,Socioeconomic Stressors,Housing Composition & Disability,Minority Status & Language,Housing Type & Transportation
61694,"TX, Bastrop, 48021950200",48021950200,"+30.3542454,-097.3737427",0.698566868033383,0.784242549614971,0.602728934520851,0.629021180172562,0.778274807825148
61695,"TX, Bastrop, 48021950300",48021950300,"+30.0824826,-097.4146099",0.542690702849906,0.453668763841644,0.62303639989743,0.553697905169431,0.54035974249112
61696,"TX, Bastrop, 48021950400",48021950400,"+30.1078302,-097.3091595",0.503051250614872,0.373045597622778,0.544136608199301,0.419378931984366,0.675643864653043
61697,"TX, Bastrop, 48021950501",48021950501,"+30.2176551,-097.2874520",0.554954310168597,0.682380434218288,0.419835250441395,0.589775051979628,0.527826504035077
61698,"TX, Bastrop, 48021950502",48021950502,"+30.1495553,-097.1883893",0.425291107760539,0.367769633911255,0.522386804714057,0.47950955486761,0.331498437549235
61699,"TX, Bastrop, 48021950600",48021950600,"+29.9734654,-097.2290739",0.498866970743261,0.503093664216479,0.588902144293662,0.462243933190969,0.441228141271934
61700,"TX, Bastrop, 48021950700",48021950700,"+30.0253706,-097.1844320",0.574511932535019,0.483827152496489,0.685553216066432,0.456094983521675,0.672572378055479
61701,"TX, Bastrop, 48021950801",48021950801,"+30.0544514,-097.5124428",0.559919356835418,0.694510952349612,0.505511774015345,0.633064066291147,0.406590634685568
61702,"TX, Bastrop, 48021950802",48021950802,"+29.9863967,-097.5023064",0.551279769538761,0.740783248091889,0.533868299936318,0.631455308308115,0.29901222181872
61703,"TX, Baylor, 48023950300",48023950300,"+33.6181716,-099.1972280",0.467453897487051,0.439795849106135,0.653958731833237,0.325852389265407,0.450208619743425
61704,"TX, Bee, 48025950100",48025950100,"+28.6034525,-097.9002065",0.557752935980877,0.445859050587916,0.656557691733409,0.503921118905301,0.624673882696882
61705,"TX, Bee, 48025950201",48025950201,"+28.3280766,-097.5615243",0.505963634806753,0.733299716081518,0.156816023600988,0.584510231419121,0.549228568125384
61706,"TX, Bee, 48025950202",48025950202,"+28.4270428,-097.6847383",0.607044534380317,0.692176345489848,0.630548420883349,0.532746005486619,0.572707365661451
61707,"TX, Bee, 48025950300",48025950300,"+28.4206925,-097.7544627",0.716269873914956,0.769691683998683,0.767109624192687,0.578534033983536,0.749744153484917
61708,"TX, Bee, 48025950400",48025950400,"+28.4029499,-097.7596601",0.720863604449934,0.869942040472763,0.697390801422776,0.573599635797906,0.742521940106289
61709,"TX, Bee, 48025950500",48025950500,"+28.3915547,-097.7416652",0.72562994729442,0.876732913772811,0.692812082071006,0.58498169598662,0.747993097347243
61710,"TX, Bee, 48025950600",48025950600,"+28.2168515,-097.6797756",0.641925188689323,0.834997701794542,0.589956022242262,0.60523792585886,0.537509104861628
61711,"TX, Bell, 48027020100",48027020100,"+31.1339479,-097.2309224",0.515581080319399,0.423032739208171,0.738121524046838,0.459440273753561,0.441729784269027
61712,"TX, Bell, 48027020201",48027020201,"+31.1257399,-097.4705813",0.339200298623273,0.133374505369116,0.573062067002298,0.420590662108823,0.229773960012854
61713,"TX, Bell, 48027020202",48027020202,"+31.2238119,-097.4635468",0.447860231413683,0.502846404913508,0.533461350226585,0.434229275212029,0.32090389530261
61714,"TX, Bell, 48027020300",48027020300,"+31.1446935,-097.4050097",0.420892132408678,0.305936831945574,0.54460309884372,0.504863176064932,0.328165422780487
61715,"TX, Bell, 48027020401",48027020401,"+31.1468099,-097.3473883",0.690414213427094,0.760677959583688,0.821325151710946,0.562800926503473,0.61685281591027
61716,"TX, Bell, 48027020402",48027020402,"+31.1257959,-097.2993477",0.662192744037467,0.734409005643957,0.882751911788393,0.567895509811867,0.46371454890565
61717,"TX, Bell, 48027020500",48027020500,"+31.1211444,-097.3304656",0.603614140628264,0.65400456424086,0.788491565749912,0.619969466873068,0.351990965649213
61718,"TX, Bell, 48027020600",48027020600,"+31.1154154,-097.3428233",0.56874172735471,0.669952536931903,0.698961305031259,0.395733083234421,0.510319984221256
61719,"TX, Bell, 48027020701",48027020701,"+31.0981813,-097.3411310",0.669230673329945,0.86553485258459,0.497406850558624,0.545437484851573,0.768543505324991
61720,"TX, Bell, 48027020702",48027020702,"+31.1006991,-097.3522181",0.765554500619173,0.908325286298931,0.718533100053704,0.614392256770178,0.820967359353877
61721,"TX, Bell, 48027020800",48027020800,"+31.0543550,-097.3031304",0.783707759935999,0.933589154673913,0.821960599149231,0.632213336594933,0.74706794932592
61722,"TX, Bell, 48027020900",48027020900,"+31.0546474,-097.3328749",0.836804983704182,0.930711160427325,0.931087823137868,0.607189346519368,0.878231604732167
61723,"TX, Bell, 48027021000",48027021000,"+31.0807808,-097.3560713",0.722691471098617,0.821248341630233,0.689617686687146,0.615553069212184,0.764346786864906
61724,"TX, Bell, 48027021100",48027021100,"+31.0854017,-097.3734199",0.605488100797791,0.538088394141994,0.653558682542294,0.487916254984245,0.742389071522631
61725,"TX, Bell, 48027021201",48027021201,"+31.1159206,-097.3896796",0.46859298193499,0.261587720388122,0.637779008406341,0.535641638290491,0.439363560655005
61726,"TX, Bell, 48027021202",48027021202,"+31.1023172,-097.3778181",0.614550952148745,0.519425222313138,0.739725936266287,0.548851405503015,0.650201244512541
61727,"TX, Bell, 48027021203",48027021203,"+31.0790633,-097.4082876",0.536420537736247,0.50142193636045,0.643371037165299,0.432567709078268,0.568321468340972
61728,"TX, Bell, 48027021301",48027021301,"+31.0583577,-097.3828939",0.46201278589964,0.227021856390411,0.665783705774437,0.399668479303115,0.555577102130599
61729,"TX, Bell, 48027021302",48027021302,"+31.0695850,-097.3904435",0.446224032958995,0.27706390982499,0.622126353925535,0.398120531980639,0.487585336104815
61730,"TX, Bell, 48027021303",48027021303,"+31.0508219,-097.3732114",0.478363699048169,0.290470140572019,0.630828893228098,0.498383541464987,0.493772220927571
61731,"TX, Bell, 48027021400",48027021400,"+31.0068132,-097.3393089",0.528110069469369,0.499765164849902,0.637942536304788,0.454026571853083,0.520706004869704
61732,"TX, Bell, 48027021500",48027021500,"+31.0147032,-097.4507682",0.665234040299904,0.764378206410252,0.556544462314805,0.615424277829396,0.724589214645161
61733,"TX, Bell, 48027021601",48027021601,"+31.0620719,-097.4887008",0.702532720567065,0.722187665792187,0.702248797703073,0.603494847019264,0.782199571753735
61734,"TX, Bell, 48027021602",48027021602,"+31.0742663,-097.4979392",0.579974484978301,0.809260800650302,0.258803819544212,0.534765162284292,0.717068157434399
61735,"TX, Bell, 48027021700",48027021700,"+31.0970998,-097.4916389",0.509919542037902,0.413973482574076,0.646671830881448,0.427523764385185,0.551509090310899
61736,"TX, Bell, 48027021800",48027021800,"+31.0573025,-097.5782512",0.528396664297467,0.546981627179499,0.603802629347742,0.511398815308097,0.451403585354532
61737,"TX, Bell, 48027021901",48027021901,"+31.0768369,-097.6650689",0.651462201704302,0.702899058615742,0.707735558007363,0.565293921294444,0.629920268899657
61738,"TX, Bell, 48027021903",48027021903,"+31.0580126,-097.6644104",0.396187905725133,0.291161986192562,0.569697377866589,0.469460806722337,0.254431452119046
61739,"TX, Bell, 48027021904",48027021904,"+31.0394549,-097.6463283",0.443149182692611,0.500568388981059,0.464466276024857,0.513771279695733,0.293790786068793
61740,"TX, Bell, 48027022000",48027022000,"+31.1099592,-097.6367188",0.62962320974681,0.729444098427001,0.610804675859192,0.575382657847228,0.602861406853818
61741,"TX, Bell, 48027022101",48027022101,"+31.1251128,-097.6995328",0.610168371022953,0.691614087565996,0.635190459858275,0.487194174322811,0.626674762344728
61742,"TX, Bell, 48027022103",48027022103,"+31.1337539,-097.6901458",0.545896946602777,0.761029670013917,0.6242917998078,0.598276385294053,0.199989931295335
61743,"TX, Bell, 48027022104",48027022104,"+31.1194296,-097.6776398",0.561328055944905,0.716457071681582,0.565008913832657,0.588682708846252,0.375163529419128
61744,"TX, Bell, 48027022105",48027022105,"+31.1262829,-097.6734461",0.517205704236658,0.69016804079219,0.651432282534378,0.535919056754856,0.19130343686521
61745,"TX, Bell, 48027022200",48027022200,"+31.1114462,-097.6874668",0.62485218491189,0.665207003273351,0.56434372832786,0.563524008771192,0.706333999275159
61746,"TX, Bell, 48027022300",48027022300,"+31.0956998,-097.6910884",0.691852791240925,0.805043554195676,0.730930260716167,0.566874052442546,0.664563297609312
61747,"TX, Bell, 48027022401",48027022401,"+31.0926953,-097.7079017",0.635424140553855,0.720597574569856,0.653793267057873,0.6046490752613,0.562656645326392
61748,"TX, Bell, 48027022402",48027022402,"+31.0383185,-097.6837036",0.422171065555353,0.31377539775107,0.576689272232574,0.559929942253768,0.238289649983999
61749,"TX, Bell, 48027022403",48027022403,"+31.0668229,-097.7063014",0.470883768606698,0.465549643051478,0.67808193115313,0.597810002683878,0.142093497538305
61750,"TX, Bell, 48027022404",48027022404,"+31.0641414,-097.6906892",0.503342912964076,0.405962434264336,0.587087717459379,0.599317430649944,0.421004069482645
61751,"TX, Bell, 48027022405",48027022405,"+31.0833402,-097.7135584",0.458979141455466,0.553268750332157,0.314027744071478,0.577718418630647,0.390901652787584
61752,"TX, Bell, 48027022501",48027022501,"+31.1026877,-097.7240921",0.533367144494538,0.555920976276809,0.656532239960183,0.408118006156486,0.512897355584674
61753,"TX, Bell, 48027022502",48027022502,"+31.0555417,-097.7219662",0.505390402954248,0.459841988663476,0.586605387893929,0.560718668384763,0.414395566874826
61754,"TX, Bell, 48027022600",48027022600,"+31.1252976,-097.7211449",0.715179461732552,0.914518298700725,0.606015158033234,0.606901324504327,0.733283065691921
61755,"TX, Bell, 48027022801",48027022801,"+31.1304709,-097.7295046",0.670567029583993,0.861715632565129,0.553759034237176,0.614988367282946,0.65180508425072
61756,"TX, Bell, 48027022900",48027022900,"+31.1127503,-097.7380873",0.676713322959311,0.852439521167564,0.516973844952239,0.619379327221312,0.718060598496127
61757,"TX, Bell, 48027023000",48027023000,"+31.0793723,-097.7430914",0.562971169147221,0.562083633712553,0.661963436943142,0.576329955198129,0.45150765073506
61758,"TX, Bell, 48027023103",48027023103,"+31.0979996,-097.7527409",0.597392558186716,0.721257902595095,0.720497237736158,0.53410213473999,0.413712957675621
61759,"TX, Bell, 48027023104",48027023104,"+31.1071639,-097.7555167",0.583307364755956,0.668056529531541,0.648021025127502,0.554088115542415,0.463063788822365
61760,"TX, Bell, 48027023105",48027023105,"+31.0757952,-097.7938819",0.451022930767608,0.505466732771833,0.566470692488516,0.519439021172256,0.212715276637827
61761,"TX, Bell, 48027023106",48027023106,"+31.1035909,-097.8010808",0.443371346381555,0.437173562197341,0.597295556880962,0.501680725825388,0.23733554062253
61762,"TX, Bell, 48027023107",48027023107,"+31.0852887,-097.7577193",0.553027615745745,0.67639368373555,0.587622209266151,0.562258430029631,0.385836139951647
61763,"TX, Bell, 48027023108",48027023108,"+31.1002619,-097.7768922",0.486437724443005,0.601150826854195,0.613745907811452,0.576789376140109,0.154064786966265
61764,"TX, Bell, 48027023201",48027023201,"+31.1273291,-097.7554634",0.386508638847962,0.49290853664014,0.28726112968427,0.531059067717509,0.23480582134993
61765,"TX, Bell, 48027023202",48027023202,"+31.1272653,-097.7767477",0.458734806480144,0.658133836844915,0.334372327387038,0.50848246265502,0.333950599033603
61766,"TX, Bell, 48027023203",48027023203,"+31.1178379,-097.7559762",0.447958673036196,0.552790408360621,0.410605509985563,0.51698460665261,0.31145416714599
61767,"TX, Bell, 48027023204",48027023204,"+31.1376073,-097.6690472",0.365488875983257,0.500794291802411,0.103467830538521,0.482604079485947,0.375089302106151
61768,"TX, Bell, 48027023300",48027023300,"+31.0002918,-097.7953968",0.427034238270607,0.448081052278828,0.457864513249781,0.446484478403794,0.355706909150026
61769,"TX, Bell, 48027023402",48027023402,"+30.9044780,-097.2971357",0.528692474276804,0.466486803287828,0.682992978670991,0.482988504083687,0.482301611064709
61770,"TX, Bell, 48027023403",48027023403,"+30.9580001,-097.4871911",0.400051155702339,0.122897950299042,0.682839069127228,0.454158836252085,0.340308767130999
61771,"TX, Bell, 48027023404",48027023404,"+30.8956117,-097.5574792",0.445515998851448,0.363303600044303,0.485969827600532,0.473284565302244,0.459506002458712
61772,"TX, Bell, 48027023500",48027023500,"+31.1231022,-097.7334103",0.748400422757628,0.957861596162766,0.661886533388646,0.603809881716202,0.770043679762899
61773,"TX, Bell, 48027980001",48027980001,"+31.0343851,-097.7885558",0.292275200531911,0.231862808154061,0.16150720679905,0.446043405886597,0.329687381287937
61774,"TX, Bell, 48027980002",48027980002,"+31.0687797,-097.8290998",0.5344430392637,0.625323216280747,0.61539040307572,0.542759616356112,0.354298921342223
61775,"TX, Bell, 48027980003",48027980003,"+31.1615556,-097.5991695",0.5344430392637,0.625323216280747,0.61539040307572,0.542759616356112,0.354298921342223
61776,"TX, Bexar, 48029110100",48029110100,"+29.4270068,-098.4905375",0.613299955629985,0.53573101706023,0.404054692811692,0.830939521305246,0.682474591342771
61777,"TX, Bexar, 48029110300",48029110300,"+29.4143332,-098.4808558",0.69176564664051,0.805120087742626,0.699981267638167,0.815747533967679,0.446213697213569
61778,"TX, Bexar, 48029110500",48029110500,"+29.4175526,-098.5091092",0.835178153291493,0.999285019718777,0.824329269080847,0.901965223426799,0.615133100939549
61779,"TX, Bexar, 48029110600",48029110600,"+29.4292110,-098.5078374",0.820505932649485,0.963339205297279,0.608557539549829,0.858710443260597,0.851416542490234
61780,"TX, Bexar, 48029110700",48029110700,"+29.4393877,-098.5040418",0.821973677395478,0.895898862848363,0.827343709419089,0.87672166791908,0.687930469395383
61781,"TX, Bexar, 48029110800",48029110800,"+29.4423625,-098.4929856",0.758246072158912,0.836523617134187,0.579198713969696,0.78897202932775,0.828289928204015
61782,"TX, Bexar, 48029110900",48029110900,"+29.4389349,-098.4828415",0.442956208178749,0.236167243731368,0.107082365742296,0.778530846653134,0.6500443765882
61783,"TX, Bexar, 48029111000",48029111000,"+29.4403238,-098.4708577",0.680329107774926,0.653060698542922,0.50304782181546,0.840857721983646,0.724350188757676
61784,"TX, Bexar, 48029120100",48029120100,"+29.4602104,-098.4358282",0.494203913436113,0.376256916194978,0.46219788427965,0.708275912940835,0.430084940328988
61785,"TX, Bexar, 48029120300",48029120300,"+29.4829859,-098.4674048",0.469169943501845,0.143410285593407,0.57154990797882,0.616471440629851,0.545248139805304
61786,"TX, Bexar, 48029120400",48029120400,"+29.4761145,-098.4467416",0.416273183747636,0.0335621901068852,0.559535641362628,0.593581334342905,0.478413569178127
61787,"TX, Bexar, 48029120501",48029120501,"+29.4834470,-098.4137358",0.696081312929976,0.692573355156847,0.736937364497502,0.637660521632296,0.717154010433257
61788,"TX, Bexar, 48029120502",48029120502,"+29.5045517,-098.4076093",0.769271452289315,0.903078226933764,0.771610759449705,0.662914548466004,0.739482274307786
61789,"TX, Bexar, 48029120600",48029120600,"+29.4891093,-098.4466034",0.548463231534278,0.477085410510532,0.417359193792501,0.721976115982414,0.577432205851665
61790,"TX, Bexar, 48029120701",48029120701,"+29.5128590,-098.4694917",0.690320857810219,0.644697694453789,0.636503145910158,0.619203002736397,0.860879588140534
61791,"TX, Bexar, 48029120702",48029120702,"+29.5041471,-098.4725673",0.49174349277113,0.232037729414085,0.498718158236451,0.737192460164578,0.499025623269407
61792,"TX, Bexar, 48029120800",48029120800,"+29.5051548,-098.4462682",0.379608522204954,0.0941933558872818,0.545085252525967,0.390423360258048,0.488732120148521
61793,"TX, Bexar, 48029120901",48029120901,"+29.5220154,-098.4373700",0.583997483819745,0.488932942067859,0.529187487116454,0.620085675509146,0.697783830585521
61794,"TX, Bexar, 48029120902",48029120902,"+29.5023763,-098.4230208",0.547514802248443,0.444516267601489,0.519056855212879,0.604571782127358,0.621914304052044
61795,"TX, Bexar, 48029121000",48029121000,"+29.5322204,-098.4454653",0.618697660392774,0.595380460708777,0.696529502168155,0.58960685071265,0.593273827981513
61796,"TX, Bexar, 48029121108",48029121108,"+29.5677653,-098.4725428",0.401291983087209,0.264481838891412,0.467764040324803,0.503732268629558,0.369189784503061
61797,"TX, Bexar, 48029121110",48029121110,"+29.5839096,-098.4146871",0.373476668998869,0.350091986712199,0.348502330281384,0.529835556356525,0.265476802645368
61798,"TX, Bexar, 48029121111",48029121111,"+29.5676254,-098.3987467",0.608029445559334,0.570328077187951,0.656151655044186,0.613130963979547,0.592507086025651
61799,"TX, Bexar, 48029121112",48029121112,"+29.5506479,-098.4207674",0.492414337611323,0.473639385588358,0.475452295050994,0.488208668314427,0.532357001491514
61800,"TX, Bexar, 48029121115",48029121115,"+29.5755848,-098.4529264",0.400451785356663,0.213479760379346,0.453833442898276,0.500652696014193,0.433841242134839
61801,"TX, Bexar, 48029121116",48029121116,"+29.5837274,-098.4651711",0.502456241467357,0.333705798625433,0.6412344184416,0.544248647780932,0.490636101021464
61802,"TX, Bexar, 48029121117",48029121117,"+29.5929858,-098.4611683",0.455341922623837,0.306502199416412,0.532888528508007,0.517772006203572,0.464204956367357
61803,"TX, Bexar, 48029121118",48029121118,"+29.5964191,-098.4439245",0.363973491568518,0.215222092787107,0.306332562544017,0.51037638572773,0.423962925215217
61804,"TX, Bexar, 48029121119",48029121119,"+29.5603056,-098.4519095",0.436948127475226,0.353814579408521,0.475315740069823,0.495133103414998,0.423529087007562
61805,"TX, Bexar, 48029121120",48029121120,"+29.5572307,-098.4370189",0.345947863842685,0.258860680859143,0.429550911231245,0.605541501416039,0.0898383618643141
61806,"TX, Bexar, 48029121121",48029121121,"+29.5889924,-098.4322372",0.294068671822694,0.188095971243707,0.356458112987331,0.457931427269161,0.173789175790579
61807,"TX, Bexar, 48029121122",48029121122,"+29.5751076,-098.4263308",0.392743811862978,0.289829682929205,0.544166516793913,0.526854008524097,0.210125039204697
61808,"TX, Bexar, 48029121203",48029121203,"+29.5259958,-098.4004284",0.558839451254469,0.545734055779142,0.418063038130344,0.633606739636766,0.637953971471624
