"row#","Name","FIPS","Source","Life Expectancy","Self-Reported Physical Health","Self-Reported Mental Health","Drug Overdose Deaths per 100,000 People","Alcohol Abuse","Suicide Rates","Current Diabetes","Current Adult Asthma","Stroke","COPD","CHD","Cancer","High Blood Pressure","Cholesterol Screening","Routine Doctor Visit","Colonoscopy","Mammogram","Older Men Preventive Screening","Older Women Preventive Screening","Dental Exams","COVID-19 Deaths","Hepatitis A","Hepatitis B","HIV","Chlamydia","Gonorrhea","Syphilis","Infant Mortality","Low birthweight","Pre-term birth","Childhood Asthma","Teen births","ADHD Prevalence","ADHD Treatment","Child Mortality","Free or Reduced Price School Lunch","Proximity to Nursing Homes","Number of Hospital Beds per 10,000 people","Covid-19 Vaccination Rates","Medically Underserved Areas","Current Lack of Health Insurance","Proximity to hospitals","Below Poverty","Unemployed","Low Income","No High School Diploma","Homicide Rate","Gun Violence","Religious Organizations","Civic and Social Organizations","Aged 65 or Older","Aged 17 or Younger","Civilian with a Disability","Single-Parent Households","Foster Children","Minority","Speaks English Less than Well","Undocumented Population","Hate Crimes","Prison Population","Redlining","Homeless Population","Veterans Population","Multi-Unit Structures","Mobile Homes","Crowding","No Vehicle","Group Quarters","Housing Foreclosure Risk","Percent of Housing Units Built Between 1940-1969 as of 2015-2019","Delay (congestion) per capita/census tract","Flooding risk to roads","Lane miles per capita","Road Quality and Maintenance","Public Transit Performance","Bridge Quality and Maintenance","Walkability","Bikability","Residential Energy Cost Burden","Share of energy from fossil fuels","EV Charging Stations","Modified Retail Food Environment Index","Food Insecurity","Access to Healthy Foods","Indoor Plumbing","Percent of Household with no internet access","Percent of household with smartphone but no other device.","Percent of Unbanked Households","Payday lending rank","Housing Affordability (renters)","Housing Affordability (owners)","Tax Base: Median Real Estate Taxes Paid","Voter Turnout 2020","Public Library Locations","HUD Public Housing","Aggregate funding amount for HUD grants","Total vehicle miles traveled per capita","Passenger vehicle miles traveled per capita","Truck vehicle miles traveled per capita","Heavy Duty Vehicle vehicle miles traveled per capita","Proximity to Ports","Rail Crossings","Traffic Proximity and Volume","National Transportation Noise Map","Risk-Screening Environmental Indicators (RSEI)","Air Tox Respiratory","Air Tox Neurological","Air Tox Liver","Air Tox Developmental","Air Tox Reproductive","Air Tox Kidney","Air Tox Immunological","Air Tox Thyroid","Air Tox Total Cancer Risk","Black Carbon","Agricultural pesticides","Lead Paint: % housing units built before 1960","Lead in drinking water violations","Superfund Sites","Brownfields","Stream Toxicity Risk-Screening Environmental Indicators (RSEI)","Proximity to facilities participating in air markets","NPL sites","Hazardous Waste Management Facilities (TSDFs)","Hazardous Waste Generator/Incinerators","Facilities with Enforcement or Violation","Landfills","TSCA Facilities","Risk Management Plan Facilities","Chemical Manufacturers","Metal Recyclers","Active Oil and Gas Wells","Annual average PM2.5 concentrations","NO2 concentration","Ozone concentration","Parks and Greenspace","Impermeable Surfaces","Forest Land Cover","Native American Lands","Temperature-related mortality","Deaths from climate disasters","Increased PM2.5 mortality - CVD (ages 65+)","Increased Ozone mortality (all ages)","Increase in childhood asthma incidence","Aedes albopictus dengue transmission increase","Aedes aegypti dengue transmission increase","Aedes aegypti zika transmission increase","FEMA Hazard Mitigation Grants","Flooding risk to properties","Wildfire risk to properties","Property taxes expected to be lost by 2045 due to chronic inundation","Cost of climate disasters","High-Risk Jobs Productivity (% Change)","Yields (% change)","Outdoor workers - work days at risk per year","Expected Annual Loss - Agriculture Value","Expected Annual Loss - Building Value","Expected Annual Loss - Population Equivalence","Residential Energy Expenditures (% change)","Share of Jobs in Agriculture","State energy-related carbon dioxide emissions by year","Methane Emissions","Property Crimes (% change)","Violent Crimes (% change)","Cold Wave - Annualized Frequency","Days with maximum temperature above 35C","Days with maximum temperature above 40C","Frost Days","Maximum of maximum temperatures","Mean temperature","Urban Heat Island Extreme Heat Days","Drought - Annualized Frequency","Consecutive Dry Days","Wildfire - Annualized Frequency","Surface PM2.5","Snowfall","Standardized Precip Index","Total Precipitation","Coastal Flooding - Annualized Frequency","Riverine Flooding - Annualized Frequency","Sea Level Rise","Hurricane - Annualized Frequency","Tornado - Annualized Frequency","Winter Weather - Annualized Frequency"
2538,"TX, Bexar","48029","+29.4486708,-098.5201465",0.12568306010929,0.0109289617486339,0.0109289617486339,0,0.0109289617486339,0,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0109289617486339,0.0163934426229508,0.0136612021857924,0.0109289617486339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191256830601093,0,0,0,0.0109289617486339,0.040983606557377,0.00819672131147541,0.00819672131147541,0.0109289617486339,0.00819672131147541,0,0,0,0.00546448087431694,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0,0.00819672131147541,0.00819672131147541,0,0,0,0,0,0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0,0.0109289617486339,0.0163934426229508,0,0.00819672131147541,0.114754098360656,0.00273224043715847,0.986338797814208,0.0874316939890711,0.0109289617486339,0.00819672131147541,0,0.0683060109289618,0.475409836065574,0,0,0.289617486338798,0,0.00546448087431694,0,0,0,0,0.0245901639344262,0,0.562841530054645,0.898907103825137,0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,1,0,0.00546448087431694,0.040983606557377,0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0,0,0,0,0.677595628415301,0.442622950819672,0.469945355191257,0.918032786885246,0,0,1,0.0109289617486339,0.909836065573771,0.860655737704918,0,0.193989071038251,0.336065573770492,0.939890710382514,0,0,0,0,0,0,1,0,0,0.0163934426229508,0.00819672131147541,0.0109289617486339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2539,"TX, Blanco","48031","+30.2656051,-098.3999768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,1,0.5,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2540,"TX, Borden","48033","+32.7440621,-101.4330328",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2541,"TX, Bosque","48035","+31.9007636,-097.6376322",0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.142857142857143,0.285714285714286,0.857142857142857,0.714285714285714,0.285714285714286,0,0,0.857142857142857,0.285714285714286,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0.142857142857143,0.714285714285714,0,0,0,0,0,1,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.714285714285714,0,0,1,0,1,1,0,0.428571428571429,0.857142857142857,0.857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2542,"TX, Bowie","48037","+33.4460512,-094.4223747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.0555555555555556,0.833333333333333,0.444444444444444,0,0,1,0.388888888888889,0.111111111111111,0,0,0.0555555555555556,0,0,0,0,0,0,0.111111111111111,0,0.222222222222222,0.777777777777778,0,0,0,0,0,1,0,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277777777777778,0.333333333333333,0,1,0,0,0.944444444444444,0.0555555555555556,0.833333333333333,0.888888888888889,0,0.277777777777778,0.333333333333333,0.722222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2543,"TX, Brazoria","48039","+29.1678175,-095.4346470",0.0392156862745098,0.0196078431372549,0.0196078431372549,0,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0.0196078431372549,0.215686274509804,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0,0,0,0,0,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0.0196078431372549,0.196078431372549,0,0.0392156862745098,0.117647058823529,0.0980392156862745,0.764705882352941,0.450980392156863,0,0.0196078431372549,0,0.196078431372549,0.235294117647059,0,0,0.156862745098039,0,0.0196078431372549,0,0,0,0,0.0196078431372549,0,0.803921568627451,1,0,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.92156862745098,0.0196078431372549,0.0784313725490196,0.235294117647059,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0,0,0.843137254901961,0.705882352941177,0.0196078431372549,0.96078431372549,0,0,0.764705882352941,0,0.843137254901961,0.254901960784314,0,0.0392156862745098,0.235294117647059,0.352941176470588,0,0,0,0,0,0,1,0,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0.0196078431372549,0,0.0196078431372549,0,0,0,0,0.0196078431372549,0.0196078431372549,0.686274509803922,0.0196078431372549,0.0196078431372549,0.0196078431372549
2544,"TX, Brazos","48041","+30.6567254,-096.3023887",0.285714285714286,0.0238095238095238,0.0238095238095238,0,0.0238095238095238,0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0476190476190476,0.0476190476190476,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0.0238095238095238,0.476190476190476,0.0476190476190476,0.0238095238095238,0.0238095238095238,0.0238095238095238,0,0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0,0.0238095238095238,0.0238095238095238,0,0,0,0,0,0,0.0238095238095238,0.0476190476190476,0.0238095238095238,0.0476190476190476,0.0238095238095238,0,0.0476190476190476,0.0238095238095238,0,0.0238095238095238,0,0,1,0.19047619047619,0,0.0476190476190476,0,0.0238095238095238,0.476190476190476,0,0,0.0238095238095238,0,0.0476190476190476,0,0,0,0,0.119047619047619,0,0.595238095238095,0.976190476190476,0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,1,0,0.0238095238095238,0.476190476190476,0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0,0,0,0,1,0.5,0.0476190476190476,0.928571428571429,0,0,1,0.0238095238095238,0.690476190476191,1,0,0.476190476190476,0.30952380952381,0.0238095238095238,0,0,0,0,0,0,1,0,0,0.0476190476190476,0.0238095238095238,0.0238095238095238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2545,"TX, Brewster","48043","+29.8089965,-103.2524579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2546,"TX, Briscoe","48045","+34.5251725,-101.2058930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2547,"TX, Brooks","48047","+27.0349936,-098.2152756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2548,"TX, Brown","48049","+31.7641026,-098.9984697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0833333333333333,0.166666666666667,0.916666666666667,0.333333333333333,0,0,1,1,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0.833333333333333,0,0,0,0,0,1,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,1,0,0,1,0,0.833333333333333,0.416666666666667,0,0.5,0.25,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2549,"TX, Burleson","48051","+30.4934867,-096.6220912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,0.4,0.6,0.2,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0,0,0,1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2550,"TX, Burnet","48053","+30.7896156,-098.2011948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.125,0.25,1,0.375,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.875,0,0.125,0.125,0.125,0.125,1,0,0.125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0.125,0.625,0,0,1,0.25,1,0.625,0,0.5,0.375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2551,"TX, Caldwell","48055","+29.8404216,-097.6310970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.75,0.75,0,0,1,0.875,0.375,0,0,0.625,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.875,0,1,0,0,1,0,0.5,1,0,1,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2552,"TX, Calhoun","48057","+28.4453662,-096.5833004",0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,1,0,0.166666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0,0.333333333333333,1,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0.333333333333333,0.833333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0.333333333333333,0.5,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0.333333333333333,1,0.166666666666667,0.666666666666667,0,0,1,0.166666666666667,1,0.5,0,0.166666666666667,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667
2553,"TX, Callahan","48059","+32.2931499,-099.3722490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.333333333333333,0,0,1,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2554,"TX, Cameron","48061","+26.1029227,-097.4789584",0.0459770114942529,0.0344827586206897,0.0344827586206897,0,0.0344827586206897,0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229885057471264,0,0,0,0.0344827586206897,0.298850574712644,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0.0344827586206897,0.0344827586206897,0,0,0,0,0,0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0.0344827586206897,0.0689655172413793,0.0114942528735632,0.0229885057471264,0.0919540229885057,0.0459770114942529,0.96551724137931,0.183908045977012,0,0.0344827586206897,0,0.275862068965517,0.172413793103448,0,0,0.0114942528735632,0,0.0344827586206897,0,0,0,0,0.0344827586206897,0,0.218390804597701,0.873563218390805,0,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.873563218390805,0,0.0229885057471264,0.310344827586207,0,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0.0229885057471264,0,0,0,0,1,0.333333333333333,0.0689655172413793,0.735632183908046,0,0,1,0.0689655172413793,0.885057471264368,1,0,0.172413793103448,0.103448275862069,0.919540229885057,0,0,0,0,0.0114942528735632,0.0114942528735632,1,0,0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0.0114942528735632,0.0114942528735632,0.0114942528735632,0,0,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0.0114942528735632,0,0.0114942528735632,0,0,0,0,0.0114942528735632,0.0114942528735632,0.862068965517241,0.0114942528735632,0.0114942528735632,0.0114942528735632
2555,"TX, Camp","48063","+32.9745813,-094.9790850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.666666666666667,0,0,1,1,0.666666666666667,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.666666666666667,0,0,1,0,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2556,"TX, Carson","48065","+35.4054961,-101.3553558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0,0,1,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2557,"TX, Cass","48067","+33.0836979,-094.3575786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.285714285714286,0.142857142857143,1,0.714285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0,0,0,1,0,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.857142857142857,0,0,0.857142857142857,0,1,0.857142857142857,0,1,0.857142857142857,0.285714285714286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2558,"TX, Castro","48069","+34.5336207,-102.2587856",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,1,1,0,0,0,1,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
