ToxPi Score,FIPS,Name,Source,Baseline.Health!1!0x88cceeff,Baseline.SocialEconomic!1!0x44aa99ff,Baseline.Infrastructure!1!0x117733ff,Baseline.Environment!1!0x332288ff
0.570317347924292,26,MI,"+44.8410835,-085.6593197",0.595558308253913,0.538982865973761,0.268532389719155,0.878195827750341
0.250017528678786,27,MN,"+46.3161343,-094.1994801",0,0.297522571766949,0.0941135910120628,0.608433951936131
0.82164441772378,28,MS,"+32.6864655,-089.6561493",0.954069616445059,0.784483067439315,1,0.548024987010745
0.610519975015975,29,MO,"+38.3507500,-092.4567826",0.680441016633797,0.506629668939003,0.632471767290141,0.622537447200958
0.31058951023727,30,MT,"+47.0511771,-109.6348174",0.325683071655819,0.277087960366139,0.293538322379307,0.346048686547815
0.31583327686548,31,NE,"+41.5438105,-099.8123253",0.223832594235614,0.256397542756363,0.261295585498122,0.521807384971819
0.596576024325933,32,NV,"+39.3310928,-116.6151469",0.597722230038479,0.971360608576888,0.1585396811942,0.658681577494164
0.172530465180459,33,NH,"+43.6708595,-071.5811278",0.204714842961298,0.09992387863786,0.12903538309414,0.25644775602854
0.375319467246851,34,NJ,"+40.1072744,-074.6652012",0.225897861826566,0.435196833751756,0,0.840183173409081
0.631274576521967,35,NM,"+34.4391265,-106.1261511",0.566396523406542,1,0.558033348046258,0.400668434635067
0.466530734769316,36,NY,"+42.9133974,-075.5962723",0.214060975343021,0.674965248356467,0.139537666600307,0.837559048777471
0.550265688224919,37,NC,"+35.5397100,-079.1308636",0.663396740163558,0.498117799201642,0.459958721066541,0.579589492467934
0.201812031786917,38,ND,"+47.4569538,-100.4619304",0.190744419695363,0,0.231531228410539,0.384972479041767
0.582478678030921,39,OH,"+40.4149297,-082.7119975",0.738483636558158,0.558691017629565,0.38397632243247,0.64876373550349
0.667165850058894,40,OK,"+35.5894185,-097.4868683",0.758038262244201,0.771959856065815,0.590256461944482,0.548408819981077
0.420749897092328,41,OR,"+43.9715225,-120.6226269",0.398479745376333,0.660594374227304,0.0155965388696296,0.608328929896045
0.466850858088642,42,PA,"+40.9042486,-077.8280624",0.431059003062513,0.343260237928909,0.176798417346274,0.91628577401687
0.437714439827842,44,RI,"+41.5978358,-071.5252895",0.4340379577684,0.491392906191781,0.149646456159604,0.675780439191581
0.705605053393936,45,SC,"+33.8741769,-080.8542699",0.829811409226352,0.677960998895185,0.746339191124843,0.568308614329364
0.283751700369182,46,SD,"+44.4467957,-100.2381762",0.178526713108783,0.175571983129336,0.4048327415325,0.37607536370611
0.68856075171325,47,TN,"+35.8585639,-086.3493573",0.884747856125006,0.582647398645058,0.837659412990603,0.449188339092331
0.677785634119842,48,TX,"+31.4347032,-099.2818238",0.601059275467641,0.679924765529196,0.633592405956208,0.796566089526322
0.285109579512075,49,UT,"+39.3349735,-111.6563633",0.0919447843789267,0.18247194328841,0.0682649043511077,0.797756686029856
0.136518775354228,50,VT,"+44.0605475,-072.6733540",0.18975461358162,0.191685844955481,0.164634642879811,0
0.25239005170607,51,VA,"+37.5222512,-078.6681938",0.277155748043842,0.125000717930826,0.159789413371652,0.447614327477961
0.364718294735138,53,WA,"+47.4162296,-120.5996231",0.230463350439966,0.511810302699391,0.0801409434158392,0.636458582385358
0.599157221954255,54,WV,"+38.6472854,-080.6183274",0.712196844939308,0.671665855014222,0.481843555763847,0.530922632099641
0.37462187145057,55,WI,"+44.6284840,-089.7119299",0.289791250255502,0.336426937076688,0.184313834522195,0.687955463947897
0.366859828714117,56,WY,"+42.9918024,-107.5419255",0.312970185822336,0.287032643783896,0.341217576398704,0.526218908851531
