ToxPi Score,FIPS,Name,Source,ClimateChange.Health!1!0x88cceeff,ClimateChange.SocialEconomic!1!0x44aa99ff,ClimateChange.ExtremeEvents!1!0x117733ff
0.792146724041056,01,AL,"+32.7396323,-086.8434593",1,0.83487230882379,0.541567863299379
0.205601200099191,02,AK,"+63.3461910,-152.8370679",0.045691891399446,0.303813091512928,0.2672986173852
0.391987046878592,04,AZ,"+34.2099643,-111.6024010",0.580819890389327,0.209333606196987,0.385807644049461
0.655718710753819,05,AR,"+34.8955256,-092.4446262",0.728151786327915,0.758598460100868,0.480405885832675
0.432535936384471,06,CA,"+37.1485730,-119.5406515",0.454844334624218,0.467956937842172,0.374806536687023
0.431480593165463,08,CO,"+38.9935752,-105.5077737",0.349104718309522,0.434801333114775,0.510535728072091
0.54061866100749,09,CT,"+41.5797842,-072.7466666",0.336318404779524,0.558332451422869,0.727205126820078
0.611486572184157,10,DE,"+38.9935501,-075.4473739",0.608590165087291,0.48105806554136,0.74481148592382
0.311715710416368,11,DC,"+38.9041485,-077.0170942",0.587344106868009,0.121004903867308,0.226798120513788
0.593371131695012,12,FL,"+28.4574302,-082.4091478",0.637929959771061,0.722208219227473,0.419975216086503
0.68929655538859,13,GA,"+32.6293840,-083.4232125",0.928924079665126,0.625197177931028,0.513768408569615
0.105422089528702,15,HI,"+19.8097670,-155.5061027",0.316266268586105,0,0
0.433540098370717,16,ID,"+44.3020948,-114.5956254",0.22280630812778,0.468476068733598,0.609337918250774
0.492594402517237,17,IL,"+40.1028754,-089.1526108",0.459861364395551,0.661501954168922,0.35641988898724
0.478389395217655,18,IN,"+39.9030256,-086.2839503",0.429158229031645,0.609293411110603,0.396716545510716
0.627833164420453,19,IA,"+42.0700243,-093.4933473",0.342077040735597,0.988588134236899,0.552834318288863
0.536907851690521,20,KS,"+38.4985464,-098.3834298",0.492985907884201,0.718543922980339,0.399193724207023
0.628172220230882,21,KY,"+37.5336807,-085.2929841",0.806658153112908,0.699407523091309,0.378450984488429
0.755641792048598,22,LA,"+30.8577705,-091.8032730",0.773618318951394,1,0.493307057194401
0.533452976740755,23,ME,"+45.3906022,-068.6574869",0.0171432498653441,0.583215680356922,1
0.595850224562975,24,MD,"+38.9466584,-076.6744939",0.685897814978847,0.47262544355645,0.629027415153629
0.638610262695273,25,MA,"+42.1565196,-071.4895915",0.365109986270696,0.620640510704613,0.930080291110511
0.317305908585685,26,MI,"+44.8410835,-085.6593197",0.198969423129482,0.344182111784405,0.408766190843167
0.428041332852813,27,MN,"+46.3161343,-094.1994801",0.289538078440837,0.552112562266495,0.442473357851106
0.77929000964788,28,MS,"+32.6864655,-089.6561493",0.942538306996191,0.888166519829965,0.507165202117484
0.515864224538056,29,MO,"+38.3507500,-092.4567826",0.534253734802268,0.65501298494921,0.358325953862691
0.452938369068407,30,MT,"+47.0511771,-109.6348174",0.206295980782171,0.395467570010059,0.757051556412993
0.536699020935706,31,NE,"+41.5438105,-099.8123253",0.360778622562409,0.896007900137244,0.353310540107464
0.207132130175958,32,NV,"+39.3310928,-116.6151469",0.482029635478184,0.0294903069415645,0.109876448108125
0.487129809247081,33,NH,"+43.6708595,-071.5811278",0.125878060124443,0.443827867547175,0.891683500069625
0.658189418370491,34,NJ,"+40.1072744,-074.6652012",0.556063989106061,0.668986452853734,0.749517813151679
0.518857129753381,35,NM,"+34.4391265,-106.1261511",0.440135279197147,0.452581315761448,0.663854794301547
0.445636271472117,36,NY,"+42.9133974,-075.5962723",0.452964746535309,0.528516644404687,0.355427423476356
0.676096241147371,37,NC,"+35.5397100,-079.1308636",0.771676397584026,0.675039085047662,0.581573240810426
0.459643428666778,38,ND,"+47.4569538,-100.4619304",0.176555015511397,0.665569202818597,0.53680606767034
0.492092103282468,39,OH,"+40.4149297,-082.7119975",0.513549496618819,0.594040644443413,0.368686168785171
0.485688214136678,40,OK,"+35.5894185,-097.4868683",0.590388847777339,0.442615338030995,0.424060456601699
0.291451712839828,41,OR,"+43.9715225,-120.6226269",0.212642787160623,0.44908561186169,0.212626739497172
0.626504156729865,42,PA,"+40.9042486,-077.8280624",0.607768644442988,0.775901710327633,0.495842115418974
0.389438212282577,44,RI,"+41.5978358,-071.5252895",0.234825442845978,0.388684148413346,0.544805045588407
0.682411190508423,45,SC,"+33.8741769,-080.8542699",0.786799409911631,0.701522438973743,0.558911722639894
0.548338421406667,46,SD,"+44.4467957,-100.2381762",0.254283015460251,0.779546309647054,0.611185939112697
0.584512356623329,47,TN,"+35.8585639,-086.3493573",0.809311313170382,0.580553590499537,0.363672166200067
0.636852534372852,48,TX,"+31.4347032,-099.2818238",0.552845034674884,0.766037221851838,0.591675346591833
0.469189177053828,49,UT,"+39.3349735,-111.6563633",0.231393915952365,0.570947499007642,0.605226116201479
0.342623196233866,50,VT,"+44.0605475,-072.6733540",0,0.330133862323817,0.69773572637778
0.586241979393375,51,VA,"+37.5222512,-078.6681938",0.768262451871517,0.471662297175895,0.518801189132713
0.318156337454106,53,WA,"+47.4162296,-120.5996231",0.31399509964534,0.365370330617939,0.275103582099038
0.594120006888902,54,WV,"+38.6472854,-080.6183274",0.686487583690418,0.629506131252982,0.466366305723305
0.358018936878268,55,WI,"+44.6284840,-089.7119299",0.198366868104381,0.510754689454565,0.364935253075858
0.502082780357605,56,WY,"+42.9918024,-107.5419255",0.224644340697717,0.547454739631654,0.734149260743444
