ToxPi Score,FIPS,Name,Source,Transportation Sources!1!0x88cceeff,Exposures & Risks!1!0x44aa99ff,Pollution Sources!1!0x117733ff,Criteria Air Pollutants!1!0x332288ff,Land Use!1!0xddcc77ff
0.385906860453775,48001950100,"TX, Anderson, 48001950100","+31.9714680,-095.5524440",0.614544196671678,0.217845061459673,0.418687992695053,0.353046896117244,0.325410155325225
0.279336901396007,48001950401,"TX, Anderson, 48001950401","+31.7346372,-095.8157096",0,0.206878347544459,0.334309700848214,0.329285020894198,0.526211437693163
0.279520716312053,48001950402,"TX, Anderson, 48001950402","+31.7999975,-095.9123872",0,0.209012415552241,0.301798432221637,0.370715686738113,0.516077047048273
0.321156801575162,48001950500,"TX, Anderson, 48001950500","+31.7878081,-095.6419012",0.499316731682758,0.261615761366084,0.243954193295426,0.390317535475115,0.210579786056426
0.361226206282567,48001950600,"TX, Anderson, 48001950600","+31.7502049,-095.6692087",0.532185533891136,0.301300135541854,0.293824985655276,0.385272567908137,0.293547808416433
0.363690640147128,48001950700,"TX, Anderson, 48001950700","+31.7516003,-095.6340970",0.470074902647108,0.308026917380262,0.254571814966322,0.407916402061188,0.377863163680759
0.376011561041634,48001950800,"TX, Anderson, 48001950800","+31.7394653,-095.6143534",0.514896619277414,0.277998030307891,0.222893417516826,0.38772281280514,0.476546925300901
0.369913380696824,48001950901,"TX, Anderson, 48001950901","+31.7062457,-095.7358730",0.562989119080482,0.238935643736239,0.301985590680099,0.359810552703455,0.385845997283843
0.314869190090077,48001950902,"TX, Anderson, 48001950902","+31.7878409,-095.5053418",0.605382578884098,0.232863256461039,0.257387308518982,0.319288230620169,0.159424575966095
0.220731590273998,48001951000,"TX, Anderson, 48001951000","+31.6232277,-095.5131055",0,0.208879781487133,0.257915447714922,0.325208802388219,0.311653919779718
0.328867212913258,48001951100,"TX, Anderson, 48001951100","+31.9219100,-095.8429741",0.389017703327979,0.203503099609486,0.305999704460804,0.379142470036714,0.366673087131308
0.438400163882522,48003950100,"TX, Andrews, 48003950100","+32.3588247,-102.7169259",0.73380619839098,0.172859566404511,0.365850640050158,0.402129383529622,0.517355031037338
0.299261935992435,48003950200,"TX, Andrews, 48003950200","+32.3283796,-102.5538031",0.289531096414468,0.157865533066905,0.114950960950054,0.40605621916309,0.527905870367657
0.326096241033129,48003950300,"TX, Andrews, 48003950300","+32.3148521,-102.5485167",0.413954428229427,0.164251277283195,0.216294319023877,0.406000318588912,0.429980862040233
0.406882065770733,48003950400,"TX, Andrews, 48003950400","+32.1765480,-102.4688186",0.738902455313567,0.13748824399164,0.325952009810157,0.404272132387444,0.42779548735086
0.234955320365615,48005000101,"TX, Angelina, 48005000101","+31.4337680,-094.8475538",0,0.222983779018058,0.349913517275329,0.277274806227368,0.32460449930732
0.308424123890127,48005000102,"TX, Angelina, 48005000102","+31.3158203,-094.8802824",0.379599217751962,0.235781813636074,0.304396585527106,0.294691992201236,0.327651010334256
0.26469160344559,48005000200,"TX, Angelina, 48005000200","+31.3705581,-094.6762150",0,0.273217444077313,0.490552752411013,0.303342419434357,0.256345401305267
