ToxPi Score,FIPS,Name,Source,Temperature-related mortality!1!0x88cceeff,Air pollution-related mortality!1!0x44aa99ff,Air pollution-related illnesses!1!0x117733ff
0.409280067939113,48001950100,"TX, Anderson, 48001950100","+31.9714680,-095.5524440",0.935133950583466,0.138012097617608,0.154694155616265
0.40938787673677,48001950401,"TX, Anderson, 48001950401","+31.7346372,-095.8157096",0.935133950583466,0.138012097617608,0.155017582009235
0.409149321099402,48001950402,"TX, Anderson, 48001950402","+31.7999975,-095.9123872",0.935133950583466,0.138012097617608,0.154301915097131
0.409429165212468,48001950500,"TX, Anderson, 48001950500","+31.7878081,-095.6419012",0.935133950583466,0.138012097617608,0.15514144743633
0.409516329772275,48001950600,"TX, Anderson, 48001950600","+31.7502049,-095.6692087",0.935133950583466,0.138012097617608,0.155402941115752
0.409078213169032,48001950700,"TX, Anderson, 48001950700","+31.7516003,-095.6340970",0.935133950583466,0.138012097617608,0.154088591306023
0.408997930021841,48001950800,"TX, Anderson, 48001950800","+31.7394653,-095.6143534",0.935133950583466,0.138012097617608,0.15384774186445
0.409380995324153,48001950901,"TX, Anderson, 48001950901","+31.7062457,-095.7358730",0.935133950583466,0.138012097617608,0.154996937771386
0.409149321099402,48001950902,"TX, Anderson, 48001950902","+31.7878409,-095.5053418",0.935133950583466,0.138012097617608,0.154301915097131
0.409442928037701,48001951000,"TX, Anderson, 48001951000","+31.6232277,-095.5131055",0.935133950583466,0.138012097617608,0.155182735912028
0.409202078596127,48001951100,"TX, Anderson, 48001951100","+31.9219100,-095.8429741",0.935133950583466,0.138012097617608,0.154460187587308
0.423424124345325,48003950100,"TX, Andrews, 48003950100","+32.3588247,-102.7169259",0.729551306634526,0.30779213074954,0.232928935651911
0.430518860752815,48003950200,"TX, Andrews, 48003950200","+32.3283796,-102.5538031",0.729551306634526,0.30779213074954,0.25421314487438
0.429507078949668,48003950300,"TX, Andrews, 48003950300","+32.3148521,-102.5485167",0.729551306634526,0.332578336548131,0.226391593666348
0.418148374672766,48003950400,"TX, Andrews, 48003950400","+32.1765480,-102.4688186",0.729551306634526,0.30779213074954,0.217101686634232
0.483099451581406,48005000101,"TX, Angelina, 48005000101","+31.4337680,-094.8475538",0.933928669259848,0.26306269190473,0.252306993579642
0.46966326321457,48005000102,"TX, Angelina, 48005000102","+31.3158203,-094.8802824",0.933928669259848,0.234769073232423,0.240292047151439
0.471344621697173,48005000200,"TX, Angelina, 48005000200","+31.3705581,-094.6762150",0.933928669259848,0.234769073232423,0.245336122599247
0.47503994027217,48005000301,"TX, Angelina, 48005000301","+31.3711414,-094.7745767",0.933928669259848,0.234769073232423,0.256422078324238
0.473418220698909,48005000302,"TX, Angelina, 48005000302","+31.2784248,-094.7824619",0.933928669259848,0.234769073232423,0.251556919604456
0.466931342405866,48005000400,"TX, Angelina, 48005000400","+31.3411933,-094.7538471",0.933928669259848,0.234769073232423,0.232096284725328
0.532702266074292,48005000500,"TX, Angelina, 48005000500","+31.3708474,-094.7362500",0.933928669259848,0.372956747037746,0.291221381925282
0.488807180472011,48005000600,"TX, Angelina, 48005000600","+31.3505991,-094.6970483",0.933928669259848,0.289496429846507,0.242996442309677
0.508756395646902,48005000700,"TX, Angelina, 48005000700","+31.3365433,-094.7258312",0.933928669259848,0.289496429846507,0.302844087834351
0.480954925804538,48005000800,"TX, Angelina, 48005000800","+31.3110999,-094.7054197",0.933928669259848,0.207193046338037,0.30174306181573
0.48300861608194,48005000901,"TX, Angelina, 48005000901","+31.3124968,-094.7523980",0.933928669259848,0.234769073232423,0.280328105753549
0.482490216331506,48005000902,"TX, Angelina, 48005000902","+31.2823915,-094.7246988",0.933928669259848,0.234769073232423,0.278772906502247
0.49216760363301,48005001001,"TX, Angelina, 48005001001","+31.2065934,-094.8086815",0.933928669259848,0.289496429846507,0.253077711792677
0.480486989746624,48005001002,"TX, Angelina, 48005001002","+31.1574825,-094.7131134",0.933928669259848,0.207193046338037,0.300339253641988
0.467796106591325,48005001100,"TX, Angelina, 48005001100","+31.3337808,-094.5852421",0.933928669259848,0.234769073232423,0.234690577281704
0.488341710859636,48005001200,"TX, Angelina, 48005001200","+31.1390364,-094.3552215",0.933928669259848,0.234769073232423,0.296327390086637
0.486161861350934,48005001300,"TX, Angelina, 48005001300","+31.1891367,-094.5136193",0.933928669259848,0.207193046338037,0.317363868454916
0.466164736312293,48007950100,"TX, Aransas, 48007950100","+28.1951717,-096.9358509",0.994000986139265,0.14017128278977,0.264321940007845
0.430342396035614,48007950200,"TX, Aransas, 48007950200","+28.0335099,-097.0258751",0.994000986139265,0.14017128278977,0.156854919177809
0.463531449084424,48007950300,"TX, Aransas, 48007950300","+28.0420659,-097.0703842",0.994000986139265,0.14017128278977,0.256422078324238
0.444717666991236,48007950400,"TX, Aransas, 48007950400","+28.0171641,-097.0709140",0.994000986139265,0.14017128278977,0.199980732044674
0.446495365250468,48007950500,"TX, Aransas, 48007950500","+27.9898056,-097.1250460",0.994000986139265,0.14017128278977,0.20531382682237
0.446495365250468,48007990000,"TX, Aransas, 48007990000","+27.9305294,-096.9381146",0.994000986139265,0.14017128278977,0.20531382682237
0.410743907423069,48009020100,"TX, Archer, 48009020100","+33.7905536,-098.5260054",0.805826439489399,0.273823720836771,0.152581561943036
0.41127377619453,48009020200,"TX, Archer, 48009020200","+33.6476029,-098.7808839",0.805826439489399,0.273823720836771,0.15417116825742
0.410893004696424,48009020300,"TX, Archer, 48009020300","+33.5246510,-098.5853305",0.805826439489399,0.273823720836771,0.153028853763101
