ToxPi Score,FIPS,Name,Source,Socioeconomic Status!1!0x88cceeff,Housing Composition & Disability!1!0x44aa99ff,Minority Status & Language!1!0x117733ff,Housing & Transportation!1!0x332288ff,HUD Foreclosure!1!0xddcc77ff
0.318976351900767,48009020100,"TX, Archer, 48009020100","33.7834399,-98.52597",0.142591940666359,0.414747873184443,0.169691179043699,0.449062439846304,0.418788326763031
0.426789915516583,48009020200,"TX, Archer, 48009020200","33.6468145,-98.7818486",0.502383832239287,0.618552737506565,0.0744743672494061,0.364390042252135,0.574148598335524
0.575303106750128,48009020300,"TX, Archer, 48009020300","33.5235591,-98.5875742",0.477463650128782,0.697259337818141,0.470928606495063,0.545704609479483,0.685159329829172
0.335965503477033,48023950300,"TX, Baylor, 48023950300","33.6188024,-99.2081888",0.439795849106135,0.653958731833237,0.147870689536784,0.438202246909006,0
0.485179229523992,48049950100,"TX, Brown, 48049950100","31.9722689,-98.9991512",0.391952882267865,0.558776000093223,0.358913558974907,0.411944683068895,0.704309023215068
0.484189728324408,48049950200,"TX, Brown, 48049950200","31.8423476,-99.1047331",0.361156647948711,0.683335881298749,0.369047699016194,0.472380489573892,0.535027923784494
0.523963404195111,48049950300,"TX, Brown, 48049950300","31.7413525,-98.8472639",0.531241661743096,0.438622057508966,0.388413192891743,0.612188926177349,0.649351182654402
0.508605121580429,48049950500,"TX, Brown, 48049950500","31.6819285,-99.1410522",0.415102182037346,0.578578736785529,0.401415898519375,0.51910980238644,0.628818988173456
0.647039383730099,48049950600,"TX, Brown, 48049950600","31.7302058,-98.9950847",0.82656863963085,0.686394904884442,0.595322278091549,0.525126163936778,0.601784932106877
0.654394370127636,48049950700,"TX, Brown, 48049950700","31.7180699,-98.971418",0.858330875193185,0.438896013331948,0.622487299112947,0.723438674826642,0.628818988173456
0.619405879611032,48049950800,"TX, Brown, 48049950800","31.7059809,-98.9891955",0.694050428077713,0.530695602840589,0.718872134433591,0.478613817022146,0.674797415681121
0.559802593292927,48049950900,"TX, Brown, 48049950900","31.6927723,-98.9828173",0.612588482782775,0.464890127225983,0.573841454793443,0.534697391368962,0.612995510293474
0.599257532292615,48049951000,"TX, Brown, 48049951000","31.7013575,-98.9628283",0.721974970924381,0.540236412636739,0.685678923133874,0.403700136196028,0.644697218572054
0.552943894778509,48049951100,"TX, Brown, 48049951100","31.6712645,-98.9757531",0.449267601694306,0.664593753821356,0.461426538229272,0.576436069854136,0.612995510293474
0.561065179480427,48049951200,"TX, Brown, 48049951200","31.7561274,-98.9423586",0.400085184000414,0.666305843702308,0.430292149728746,0.623483390141497,0.685159329829172
0.496418521064434,48049951300,"TX, Brown, 48049951300","31.5779312,-99.0358128",0.432159223130447,0.598846077848606,0.419489659880367,0.560986058829809,0.470611585632939
0.422325495013421,48059030101,"TX, Callahan, 48059030101","32.4026008,-99.4865465",0.556226222951202,0.701682987337438,0.344153099334508,0.509565165443956,0
0.288893176043571,48059030102,"TX, Callahan, 48059030102","32.3011068,-99.5224739",0.399020346555482,0.54143495186608,0.12554760564154,0.378462976154755,0
0.55540398051064,48059030200,"TX, Callahan, 48059030200","32.3136928,-99.2834471",0.565195336316774,0.609448332992691,0.338800025852278,0.593378003274067,0.670198204117389
0.545181945369906,48077030200,"TX, Clay, 48077030200","33.8275374,-98.1839936",0.677015502885529,0.729115171372113,0.23554117146388,0.461058402371983,0.623179478756023
0.501742779275295,48077030301,"TX, Clay, 48077030301","33.9618271,-98.2192715",0.480877738477717,0.584090839304515,0.410227125861761,0.404699204559026,0.628818988173456
0.486109271076417,48077030302,"TX, Clay, 48077030302","33.6448014,-98.1916271",0.420249125485247,0.551292164292181,0.385537136376224,0.318882405794353,0.754585523434078
0.621734999519097,48083950300,"TX, Coleman, 48083950300","31.8284934,-99.393105",0.611027037024623,0.669961323139909,0.495291883714098,0.610701805841253,0.721692947875602
0.497492349409523,48083950600,"TX, Coleman, 48083950600","31.9558857,-99.4506778",0.473854631961807,0.445882264107097,0.572006537705805,0.405048142445047,0.590670170827858
0.503884561371129,48083950700,"TX, Coleman, 48083950700","31.6497778,-99.4663176",0.502798128193877,0.627430213877513,0.335903409416876,0.485000976523753,0.568290078843627
0.551334572734585,48093950100,"TX, Comanche, 48093950100","32.110318,-98.5976725",0.475877024305312,0.653293805387692,0.532621965068294,0.586708255508209,0.508171813403417
0.431647880472174,48093950200,"TX, Comanche, 48093950200","31.9169411,-98.6637063",0.301398159945977,0.637564757757582,0.402208032791688,0.356271255194577,0.460797196671047
0.730231055466855,48093950300,"TX, Comanche, 48093950300","31.9056761,-98.5847547",0.687332688166511,0.771797352464933,0.755234321303594,0.81842965828141,0.618361257117828
0.605288331470166,48093950400,"TX, Comanche, 48093950400","31.8550383,-98.3741211",0.680590054163622,0.586421375104928,0.653662230707335,0.509321435833113,0.596446561541831
0.674867551588366,48101950100,"TX, Cottle, 48101950100","34.0919063,-100.2764416",0.829556117946604,0.89255432456034,0.564292451855996,0.448630768090495,0.639304095488393
0.645172149292186,48133950100,"TX, Eastland, 48133950100","32.4328061,-98.5750045",0.701829453709424,0.585444959066297,0.361469614474602,0.75912777921937,0.81798893999124
0.653480021765766,48133950200,"TX, Eastland, 48133950200","32.417369,-98.8061548",0.654286477980292,0.616734663797954,0.63644063284733,0.763491772661422,0.596446561541831
0.540738252331371,48133950300,"TX, Eastland, 48133950300","32.3922949,-99.014021",0.516669761949302,0.566504800908695,0.434289645225833,0.506378718049591,0.679848335523434
