row#,Name,FIPS,Source,ToxPi Score,Toxic Releases,Pesticide use,Criteria Air Pollutants,Air pollutant,Pollutant Sources,Transportation,Land Use
23830,"IL, Will, 17197880105",17197880105,"+41.6978187,-088.1089208",0.528579059628561,0.808466678212259,0.803851327239287,0.655926409302918,0.697574463425318,0,0.19263165103061,0.541602888189538
23831,"IL, Will, 17197880106",17197880106,"+41.6999714,-088.0926211",0.506589279318008,0.746654127616386,0.803851327239287,0.662231474770272,0.687116732369689,0,0.0994932548106554,0.546778038419764
23832,"IL, Will, 17197880107",17197880107,"+41.7065111,-088.0736419",0.517707063914167,0.785167404376317,0.803851327239287,0.644197222920068,0.687979084537889,0,0.307519002944601,0.395235405381006
23833,"IL, Will, 17197880109",17197880109,"+41.7223980,-088.0527029",0.471513794136699,0.652862971271613,0.803851327239287,0.645148010046602,0.569330376697328,0,0.205711155242074,0.423692718459987
23834,"IL, Will, 17197880111",17197880111,"+41.7007490,-088.0568454",0.500826979809883,0.669148297763511,0.803851327239287,0.648860946990866,0.685227770477442,0,0.145730329384373,0.552970186813701
23835,"IL, Will, 17197880112",17197880112,"+41.7028033,-088.0409939",0.537190402458245,0.668276337040006,0.803851327239287,0.670207678858667,0.561747152869032,0,0.453502704923646,0.602747616277076
23836,"IL, Will, 17197880113",17197880113,"+41.6940179,-088.0600423",0.568733088689678,0.791329528657905,0.803851327239287,0.668105989844419,0.735490582566798,0,0.422351571594878,0.560002620924461
23837,"IL, Will, 17197880114",17197880114,"+41.6852009,-088.0789597",0.563005174749261,0.807995456943667,0.803851327239287,0.666019327391582,0.734860928602716,0,0.277881257275902,0.65042792579167
23838,"IL, Will, 17197880115",17197880115,"+41.6946384,-088.0778222",0.518653433459362,0.779625520055097,0.803851327239287,0.659514236686368,0.666543473499781,0,0.211381223036362,0.509658253698635
23839,"IL, Will, 17197880116",17197880116,"+41.7100616,-088.0582750",0.519513927977473,0.661427518516579,0.803851327239287,0.659724522242092,0.662067455102935,0,0.251099089228241,0.59842758351318
23840,"IL, Will, 17197880117",17197880117,"+41.7149491,-088.0410810",0.51616150682542,0.654743828813771,0.803851327239287,0.666594861111977,0.66854194042926,0,0.235800862836404,0.583597727347244
23841,"IL, Will, 17197880118",17197880118,"+41.7224528,-088.0957961",0.435268377686898,0.611308907692989,0.803851327239287,0.644762613997477,0.569330376697328,0,0.16793124700404,0.249694171177164
23842,"IL, Will, 17197880119",17197880119,"+41.7196473,-088.1355233",0.437988975352905,0.714778223938846,0.803851327239287,0.640679304688699,0.477264016644766,0,0.2037595014723,0.225590453486437
23843,"IL, Will, 17197880120",17197880120,"+41.6963282,-088.1254195",0.470636752798799,0.820658018212501,0.803851327239287,0.647719916915829,0.500999233464739,0,0.176497979867151,0.344730793892083
23844,"IL, Will, 17197880121",17197880121,"+41.6727954,-088.1197366",0.499538547607269,0.779883282116549,0.803851327239287,0.667755751185837,0.552877244853263,0,0.273943710196535,0.41845851765941
23845,"IL, Will, 17197880202",17197880202,"+41.6686851,-088.0496258",0.502010131556137,0.895823851851255,0.803851327239287,0.693426052819362,0.440511388523872,0,0.316674655892625,0.363783644566559
23846,"IL, Will, 17197880203",17197880203,"+41.6473647,-088.0887238",0.548592475768823,0.869934874804161,0.803851327239287,0.668736586024068,0.761402212001752,0,0.248763952612477,0.487458377700016
23847,"IL, Will, 17197880204",17197880204,"+41.6451150,-088.1150335",0.487295732631255,0.829723993217636,0.803851327239287,0.666619914490868,0.569330376697328,0,0.224303225364651,0.317241291409016
23848,"IL, Will, 17197880303",17197880303,"+41.7179438,-088.1770495",0.446370943854928,0.489780137016646,0.803851327239287,0.616610369720165,0.569330376697328,0,0.130884064918168,0.514140331392901
23849,"IL, Will, 17197880304",17197880304,"+41.7183114,-088.1575735",0.430303352741964,0.495646237680786,0.803851327239287,0.611786581238531,0.530264454664915,0,0.103622543313018,0.46695232505721
23850,"IL, Will, 17197880305",17197880305,"+41.7020901,-088.1765105",0.455027351163233,0.64362381238144,0.803851327239287,0.613988362942683,0.536848445028471,0,0.118057933301376,0.468821577249371
23851,"IL, Will, 17197880306",17197880306,"+41.6963631,-088.1571949",0.453867654923664,0.763738919252007,0.803851327239287,0.630015981874153,0.450325777485764,0,0.175347531329179,0.353794047285258
23852,"IL, Will, 17197880307",17197880307,"+41.7171871,-088.1987800",0.493201784923098,0.589294416632097,0.803851327239287,0.573046011059111,0.569330376697328,0,0.294822981579128,0.622067381254736
23853,"IL, Will, 17197880308",17197880308,"+41.6615464,-088.1708955",0.446339436782591,0.741124325891796,0.803851327239287,0.649101059498024,0.424345707402541,0,0.160398548243512,0.345555089202975
23854,"IL, Will, 17197880309",17197880309,"+41.6953526,-088.1955544",0.459314595332124,0.611683468188537,0.803851327239287,0.616325043278037,0.569330376697328,0,0.169492570019859,0.44451938190182
23855,"IL, Will, 17197880310",17197880310,"+41.6602944,-088.2175072",0.46404026830784,0.585560894273252,0.803851327239287,0.615629506730377,0.569330376697328,0,0.259378209956858,0.414531563257777
23856,"IL, Will, 17197880312",17197880312,"+41.7030483,-088.2201997",0.47264575631516,0.614905493956688,0.803851327239287,0.620573460647055,0.53131844064827,0,0.287447784701774,0.450423787013043
23857,"IL, Will, 17197880313",17197880313,"+41.7124607,-088.2487620",0.422472636028388,0.476779263042156,0.803851327239287,0.617826185879192,0.538737406920718,0,0.0763610217078683,0.443753247409492
23858,"IL, Will, 17197880314",17197880314,"+41.6658634,-088.2453564",0.40820882232208,0.524833763608025,0.803851327239287,0.64116464965615,0.383787779237845,0,0.141128535232487,0.362695701280765
23859,"IL, Will, 17197880404",17197880404,"+41.6141399,-088.2295848",0.406089606486886,0.420387770801197,0.803851327239287,0.622239816106215,0.402677398160315,0,0.271567486132986,0.321903446968204
23860,"IL, Will, 17197880408",17197880408,"+41.6304377,-088.1534271",0.500292127657419,0.549007011933578,0.803851327239287,0.674275703721332,0.656236311870346,0,0.186317879887694,0.632356658949696
23861,"IL, Will, 17197880410",17197880410,"+41.6080420,-088.1549341",0.4633108628877,0.441586686589526,0.803851327239287,0.641384966550041,0.551617936925099,0,0.382578922139286,0.422156200770664
23862,"IL, Will, 17197880411",17197880411,"+41.6148680,-088.1831793",0.407672276670611,0.530768332319738,0.803851327239287,0.640203947975889,0.249041830924223,0,0.369280284872971,0.260560213362167
23863,"IL, Will, 17197880412",17197880412,"+41.5614523,-088.1525068",0.451310101655891,0.57155515101232,0.803851327239287,0.647799901791013,0.430587494524748,0,0.216674655892625,0.48870218113124
23864,"IL, Will, 17197880414",17197880414,"+41.5608413,-088.1716202",0.44733639063811,0.504297376868272,0.803851327239287,0.628779970568934,0.393410534384582,0,0.312202971992056,0.48881255341364
23865,"IL, Will, 17197880415",17197880415,"+41.5810959,-088.1572202",0.476690273997421,0.543648380327922,0.803851327239287,0.612226820699028,0.539805081033728,0,0.396199411079915,0.441100897602064
23866,"IL, Will, 17197880416",17197880416,"+41.5582054,-088.1871785",0.438156579066686,0.466126440346207,0.803851327239287,0.613557848167017,0.432640713972843,0,0.358713962884339,0.39220576085711
23867,"IL, Will, 17197880417",17197880417,"+41.5830333,-088.1794643",0.439549434716612,0.453955238007016,0.803851327239287,0.622795037485006,0.482397065265002,0,0.433938231870164,0.279909143149806
23868,"IL, Will, 17197880418",17197880418,"+41.5570863,-088.2085971",0.457500476176556,0.463444103894221,0.803851327239287,0.61902722233377,0.569330376697328,0,0.141833869752791,0.605016433318492
23869,"IL, Will, 17197880419",17197880419,"+41.5610120,-088.2242575",0.412850006732593,0.486501725797552,0.803851327239287,0.613522972018064,0.40842641261498,0,0.177579949325481,0.400067660132783
