row#,Name,FIPS,Source,ToxPi Score,Temperature-related mortality,Air pollution-related mortality,Air pollution-related illnesses
23886,"IL, Will, 17197881006",17197881006,"+41.6364949,-087.9214915",0.276775301218234,0.357215252287295,0.437471815427164,0.0356388359402418
23887,"IL, Will, 17197881007",17197881007,"+41.5769661,-087.9417934",0.266910296864492,0.357215252287295,0.429505082219226,0.0140105560869535
23888,"IL, Will, 17197881009",17197881009,"+41.5762033,-088.0160778",0.293205820741948,0.357215252287295,0.437471815427164,0.0849303945113853
23889,"IL, Will, 17197881010",17197881010,"+41.5728670,-087.9831252",0.276456462433675,0.357215252287295,0.437471815427164,0.0346823195865647
23890,"IL, Will, 17197881011",17197881011,"+41.6220049,-087.9210399",0.284448723819444,0.357215252287295,0.429505082219226,0.0666258369518095
23891,"IL, Will, 17197881012",17197881012,"+41.6072708,-087.9301628",0.283415864393042,0.357215252287295,0.437471815427164,0.0555605254646674
23892,"IL, Will, 17197881105",17197881105,"+41.5366205,-087.9389322",0.267554208312282,0.357215252287295,0.437471815427164,0.00797555722238661
23893,"IL, Will, 17197881107",17197881107,"+41.5261192,-087.9726226",0.289437100432376,0.357215252287295,0.437471815427164,0.0736242335826699
23894,"IL, Will, 17197881108",17197881108,"+41.5375183,-088.0001330",0.283308055595385,0.357215252287295,0.437471815427164,0.0552370990716974
23895,"IL, Will, 17197881109",17197881109,"+41.4798500,-088.0031899",0.268003793936552,0.357215252287295,0.437471815427164,0.00932431409519746
23896,"IL, Will, 17197881111",17197881111,"+41.5118479,-087.9797839",0.268581832596328,0.357215252287295,0.437471815427164,0.0110584300745257
23897,"IL, Will, 17197881112",17197881112,"+41.4943672,-087.9880978",0.278073594398524,0.357215252287295,0.437471815427164,0.039533715481114
23898,"IL, Will, 17197881113",17197881113,"+41.4834796,-087.9365589",0.271421562202688,0.357215252287295,0.437471815427164,0.0195776188936065
23899,"IL, Will, 17197881115",17197881115,"+41.5077809,-087.9455578",0.284906837126592,0.357215252287295,0.437471815427164,0.0600334436653156
23900,"IL, Will, 17197881116",17197881116,"+41.5072469,-087.9204655",0.288559220955629,0.357215252287295,0.429505082219226,0.0789573283603658
23901,"IL, Will, 17197881200",17197881200,"+41.5480283,-088.0362643",0.273103809210434,0.357215252287295,0.405063027579434,0.0570331477645731
23902,"IL, Will, 17197881301",17197881301,"+41.5412829,-088.0656969",0.262637360005633,0.357215252287295,0.408614374643634,0.0220824530859695
23903,"IL, Will, 17197881302",17197881302,"+41.5387338,-088.0767344",0.274708508066294,0.357215252287295,0.412099820422106,0.0548104514894818
23904,"IL, Will, 17197881401",17197881401,"+41.5470050,-088.0913313",0.271421562202688,0.357215252287295,0.437471815427164,0.0195776188936065
23905,"IL, Will, 17197881402",17197881402,"+41.5472759,-088.1080388",0.265650998355694,0.357215252287295,0.429505082219226,0.0102326605605599
23906,"IL, Will, 17197881500",17197881500,"+41.5433216,-088.1181961",0.283414218122781,0.357215252287295,0.429505082219226,0.0635223198618212
23907,"IL, Will, 17197881601",17197881601,"+41.5333382,-088.1330270",0.263256266765193,0.357215252287295,0.429505082219226,0.00304846578905718
23908,"IL, Will, 17197881603",17197881603,"+41.5405416,-088.1331334",0.259859252116703,0.357215252287295,0.410884307818689,0.011478196244125
23909,"IL, Will, 17197881604",17197881604,"+41.5477116,-088.1338305",0.256006288601664,0.357215252287295,0.409544315008898,0.00125929850879789
23910,"IL, Will, 17197881700",17197881700,"+41.5342958,-088.1125367",0.271639473602207,0.357215252287295,0.437471815427164,0.0202313530921628
23911,"IL, Will, 17197881800",17197881800,"+41.5388538,-088.0946565",0.260288729055373,0.357215252287295,0.41399631297804,0.00965462190078379
23912,"IL, Will, 17197881900",17197881900,"+41.5317188,-088.0883414",0.259412587846773,0.357215252287295,0.409544315008898,0.011478196244125
23913,"IL, Will, 17197882000",17197882000,"+41.5255068,-088.0796335",0.272821671293162,0.357215252287295,0.405063027579434,0.0561867340127581
23914,"IL, Will, 17197882100",17197882100,"+41.5320328,-088.0639941",0.266947107111577,0.357215252287295,0.410884307818689,0.032741761228745
23915,"IL, Will, 17197882200",17197882200,"+41.5328528,-088.0488744",0.265994895513803,0.357215252287295,0.417269410169168,0.0235000240849442
23916,"IL, Will, 17197882300",17197882300,"+41.5199955,-088.0411844",0.258900977511069,0.357215252287295,0.41399631297804,0.00549136726787275
23917,"IL, Will, 17197882400",17197882400,"+41.5191033,-088.0671995",0.268346459288309,0.357215252287295,0.405063027579434,0.0427610979981971
23918,"IL, Will, 17197882500",17197882500,"+41.5160928,-088.0807010",0.256346098347047,0.357215252287295,0.401218785912001,0.0106042568418445
23919,"IL, Will, 17197882601",17197882601,"+41.5169533,-088.1081698",0.270830408251624,0.357215252287295,0.429505082219226,0.0257708902483502
23920,"IL, Will, 17197882602",17197882602,"+41.5173008,-088.0949081",0.282638264767391,0.357215252287295,0.437471815427164,0.0532277265877139
23921,"IL, Will, 17197882701",17197882701,"+41.5259115,-088.1081135",0.283019036265497,0.357215252287295,0.437471815427164,0.0543700410820333
23922,"IL, Will, 17197882702",17197882702,"+41.5271036,-088.0961954",0.265660818504562,0.357215252287295,0.41399631297804,0.0257708902483502
23923,"IL, Will, 17197882801",17197882801,"+41.5207296,-088.1198280",0.293303562957106,0.357215252287295,0.422914953646484,0.0997804829375374
23924,"IL, Will, 17197882802",17197882802,"+41.5203551,-088.1326285",0.257098973180973,0.357215252287295,0.412099820422106,0.00198184683351798
23925,"IL, Will, 17197882900",17197882900,"+41.5010905,-088.1200044",0.265774863782789,0.357215252287295,0.429505082219226,0.0106042568418445
23926,"IL, Will, 17197883000",17197883000,"+41.5050441,-088.0556109",0.269640660798922,0.357215252287295,0.409544315008898,0.0421624151005718
23927,"IL, Will, 17197883100",17197883100,"+41.4832254,-088.0754706",0.259272210765971,0.357215252287295,0.407464763325944,0.013136616684673
23928,"IL, Will, 17197883206",17197883206,"+41.5293372,-088.1505661",0.272830605518786,0.357215252287295,0.429505082219226,0.0317714820498352
23929,"IL, Will, 17197883208",17197883208,"+41.5438124,-088.1511848",0.270957322387508,0.357215252287295,0.422914953646484,0.032741761228745
23930,"IL, Will, 17197883209",17197883209,"+41.5436212,-088.1704751",0.26780029289621,0.357215252287295,0.429505082219226,0.0166805441821097
23931,"IL, Will, 17197883210",17197883210,"+41.5243895,-088.1654177",0.263873300096462,0.357215252287295,0.429505082219226,0.00489956578286391
23932,"IL, Will, 17197883211",17197883211,"+41.4872200,-088.1771390",0.279494106735649,0.357215252287295,0.429505082219226,0.0517619857004246
23933,"IL, Will, 17197883212",17197883212,"+41.4870448,-088.2279408",0.280429331317532,0.357215252287295,0.437471815427164,0.0466009262381382
23934,"IL, Will, 17197883213",17197883213,"+41.5130488,-088.2239767",0.270079686742494,0.357215252287295,0.437471815427164,0.0155519925130231
23935,"IL, Will, 17197883214",17197883214,"+41.5377271,-088.1903124",0.267876743339575,0.357215252287295,0.422914953646484,0.0235000240849442
23936,"IL, Will, 17197883215",17197883215,"+41.5372403,-088.2300295",0.268328512795512,0.357215252287295,0.41399631297804,0.0337739731212023
23937,"IL, Will, 17197883216",17197883216,"+41.5287073,-088.2085670",0.269097938542557,0.357215252287295,0.437471815427164,0.0126067479132116
23938,"IL, Will, 17197883303",17197883303,"+41.4459944,-088.2366574",0.280984431935254,0.357215252287295,0.437471815427164,0.0482662280913026
23939,"IL, Will, 17197883304",17197883304,"+41.3303598,-088.0034936",0.287615819893241,0.357215252287295,0.437471815427164,0.0681603919652626
23940,"IL, Will, 17197883305",17197883305,"+41.4468170,-088.2111341",0.278312150035892,0.357215252287295,0.437471815427164,0.0402493823932177
23941,"IL, Will, 17197883306",17197883306,"+41.4134298,-088.1839371",0.267460162339858,0.357215252287295,0.437471815427164,0.00769341930511495
23942,"IL, Will, 17197883307",17197883307,"+41.4280782,-088.0835269",0.269744791328497,0.357215252287295,0.437471815427164,0.0145473062710313
23943,"IL, Will, 17197883401",17197883401,"+41.3013428,-088.1491908",0.274637475698744,0.357215252287295,0.437471815427164,0.0292253593817739
23944,"IL, Will, 17197883402",17197883402,"+41.3369539,-088.2019890",0.269393839285061,0.357215252287295,0.437471815427164,0.0134944501407249
23945,"IL, Will, 17197883504",17197883504,"+41.4925064,-087.8466566",0.286386988373058,0.357215252287295,0.429505082219226,0.0724406306126522
23946,"IL, Will, 17197883505",17197883505,"+41.4928052,-087.8092767",0.293238581534769,0.357215252287295,0.429505082219226,0.0929954100977849
23947,"IL, Will, 17197883507",17197883507,"+41.4262842,-087.8452939",0.291357014552347,0.357215252287295,0.437471815427164,0.0793839759425815
23948,"IL, Will, 17197883509",17197883509,"+41.4043262,-087.9613435",0.273233667525002,0.357215252287295,0.437471815427164,0.0250139348605482
23949,"IL, Will, 17197883510",17197883510,"+41.4474142,-087.9607744",0.268113896538414,0.357215252287295,0.437471815427164,0.00965462190078379
23950,"IL, Will, 17197883511",17197883511,"+41.5253067,-087.7996653",0.273800884697695,0.357215252287295,0.429505082219226,0.0346823195865647
23951,"IL, Will, 17197883513",17197883513,"+41.5305854,-087.8345456",0.276775301218234,0.357215252287295,0.437471815427164,0.0356388359402418
23952,"IL, Will, 17197883514",17197883514,"+41.5460589,-087.8184935",0.293276928672317,0.357215252287295,0.437471815427164,0.0851437183024931
23953,"IL, Will, 17197883515",17197883515,"+41.5087251,-087.8815264",0.283415864393042,0.357215252287295,0.437471815427164,0.0555605254646674
23954,"IL, Will, 17197883516",17197883516,"+41.4881604,-087.8861388",0.289618310964608,0.357215252287295,0.437471815427164,0.074167865179364
23955,"IL, Will, 17197883517",17197883517,"+41.5246879,-087.8991636",0.275206339141699,0.357215252287295,0.437471815427164,0.0309319497106366
23956,"IL, Will, 17197883519",17197883519,"+41.5467946,-087.8911076",0.271417622128222,0.357215252287295,0.429505082219226,0.0275325318781439
23957,"IL, Will, 17197883521",17197883521,"+41.5330369,-087.8776790",0.272729030599801,0.357215252287295,0.437471815427164,0.0235000240849442
23958,"IL, Will, 17197883522",17197883522,"+41.5330603,-087.8656750",0.270079686742494,0.357215252287295,0.437471815427164,0.0155519925130231
23959,"IL, Will, 17197883602",17197883602,"+41.4177294,-087.7408619",0.269075474561736,0.357215252287295,0.417269410169168,0.032741761228745
23960,"IL, Will, 17197883603",17197883603,"+41.4581225,-087.6901464",0.260770519936406,0.357215252287295,0.409544315008898,0.0155519925130231
23961,"IL, Will, 17197883605",17197883605,"+41.4415725,-087.6842674",0.258083737689139,0.357215252287295,0.401965667150245,0.0150702936298763
23962,"IL, Will, 17197883606",17197883606,"+41.4436154,-087.7083544",0.265972371935657,0.357215252287295,0.405063027579434,0.0356388359402418
23963,"IL, Will, 17197883700",17197883700,"+41.4654065,-087.6325162",0.285162851831926,0.357215252287295,0.422914953646484,0.0753583495619981
23964,"IL, Will, 17197883803",17197883803,"+41.4636913,-087.6618307",0.273085365477955,0.357215252287295,0.40574400753195,0.0562968366146203
23965,"IL, Will, 17197883804",17197883804,"+41.4530406,-087.6499789",0.261534374711476,0.357215252287295,0.422914953646484,0.00447291820064823
23966,"IL, Will, 17197883806",17197883806,"+41.4423894,-087.5520766",0.279253902226121,0.357215252287295,0.41399631297804,0.0665501414130293
23967,"IL, Will, 17197883808",17197883808,"+41.4047362,-087.5837074",0.263542992290875,0.357215252287295,0.429505082219226,0.00390864236610491
23968,"IL, Will, 17197883809",17197883809,"+41.4154505,-087.6522823",0.283499088878383,0.357215252287295,0.429505082219226,0.0637769321286274
23969,"IL, Will, 17197883810",17197883810,"+41.4639300,-087.5979305",0.2695053263508,0.357215252287295,0.409544315008898,0.0417564117562053
23970,"IL, Will, 17197883811",17197883811,"+41.4318330,-087.6007660",0.266187748539772,0.357215252287295,0.429505082219226,0.0118429111127932
23971,"IL, Will, 17197883902",17197883902,"+41.3422595,-087.5987682",0.275486183254765,0.357215252287295,0.437471815427164,0.0317714820498352
23972,"IL, Will, 17197883903",17197883903,"+41.3471365,-087.7372854",0.269393839285061,0.357215252287295,0.437471815427164,0.0134944501407249
23973,"IL, Will, 17197883904",17197883904,"+41.3428328,-087.8483469",0.285340366121424,0.357215252287295,0.437471815427164,0.0613340306498118
23974,"IL, Will, 17197884003",17197884003,"+41.2748541,-088.2278783",0.273233667525002,0.357215252287295,0.437471815427164,0.0250139348605482
23975,"IL, Will, 17197884004",17197884004,"+41.2329269,-088.2086799",0.27297217384558,0.357215252287295,0.437471815427164,0.0242294538222806
23976,"IL, Will, 17197884005",17197884005,"+41.2266861,-088.1332343",0.277958904188251,0.357215252287295,0.437471815427164,0.0391896448502949
23977,"IL, Will, 17197884006",17197884006,"+41.2556502,-088.0626126",0.289090735997352,0.357215252287295,0.437471815427164,0.0725851402775962
23978,"IL, Will, 17197884101",17197884101,"+41.6175190,-088.0872794",0.27045587063219,0.357215252287295,0.437471815427164,0.0166805441821097
23979,"IL, Will, 17197884103",17197884103,"+41.5846374,-088.0981820",0.267614494755568,0.357215252287295,0.429505082219226,0.0161231497601828
23980,"IL, Will, 17197980000",17197980000,"+41.3669283,-088.0990325",0.273800884697695,0.357215252287295,0.429505082219226,0.0346823195865647
23981,"IL, Will, 17197980100",17197980100,"+41.5741289,-088.0998109",0.305801706961821,0.357215252287295,0.403334949420359,0.156854919177809
