row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.Social,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.Economic,ClimateChange.ExtremeEvents
23951,"IL, Will, 17197883513",17197883513,"+41.5305854,-087.8345456",0.387621018240319,0.309644327338682,0.323277894377537,0.251673897515892,0.592197425918208,0.30564999658591,0.523593575821444,0.407310010124559
23952,"IL, Will, 17197883514",17197883514,"+41.5460589,-087.8184935",0.399267655297404,0.257415575431374,0.295133230488451,0.307704159331161,0.642003625334754,0.326853566996179,0.553448353320815,0.41231507617909
23953,"IL, Will, 17197883515",17197883515,"+41.5087251,-087.8815264",0.372649665323412,0.243743528329181,0.234445333689883,0.29235022403496,0.570114517513444,0.314182709449092,0.516482178729665,0.437229165517661
23954,"IL, Will, 17197883516",17197883516,"+41.4881604,-087.8861388",0.390381414353572,0.243712984494348,0.261211357874543,0.363645268966042,0.565541100591572,0.322152469581058,0.55089376415495,0.42551295481249
23955,"IL, Will, 17197883517",17197883517,"+41.5246879,-087.8991636",0.376607319962154,0.26937591073564,0.337283072436863,0.330982083988029,0.485454765956022,0.30363397738093,0.49229886685125,0.417222562386342
23956,"IL, Will, 17197883519",17197883519,"+41.5467946,-087.8911076",0.408179299941962,0.341809895181435,0.390675395246648,0.315101383844587,0.548069024451599,0.298765710406453,0.53835783183907,0.424475858623941
23957,"IL, Will, 17197883521",17197883521,"+41.5330369,-087.8776790",0.349942476694831,0.254257831800767,0.2337095167633,0.227777080605398,0.532914082996326,0.300450789162541,0.504694971111079,0.395793064424404
23958,"IL, Will, 17197883522",17197883522,"+41.5330603,-087.8656750",0.376063272342609,0.272495312339795,0.228939561652968,0.313138672117779,0.571116061516116,0.297046546206764,0.517107934072701,0.432598818492141
23959,"IL, Will, 17197883602",17197883602,"+41.4177294,-087.7408619",0.474447372517385,0.421490993999678,0.504509438992943,0.582923307287593,0.507893656044795,0.295756195679775,0.557282220446295,0.451275795170617
23960,"IL, Will, 17197883603",17197883603,"+41.4581225,-087.6901464",0.483303512038058,0.485906220140199,0.652157239707085,0.521289694039975,0.491781468296576,0.28508484276975,0.492291925032864,0.454613194279956
23961,"IL, Will, 17197883605",17197883605,"+41.4415725,-087.6842674",0.447432211024852,0.458764165853577,0.477054574629448,0.529655017250266,0.530190529082375,0.281632493798989,0.455919771757845,0.398808924801461
23962,"IL, Will, 17197883606",17197883606,"+41.4436154,-087.7083544",0.435160449762857,0.352463088330053,0.389542589095342,0.468453108559843,0.572976368228809,0.291768900777776,0.525608686529921,0.445310406818259
23963,"IL, Will, 17197883700",17197883700,"+41.4654065,-087.6325162",0.487988586707935,0.585794959917097,0.562816664860329,0.502539593208507,0.58310137392074,0.316427480231204,0.484203714925411,0.381036319892261
23964,"IL, Will, 17197883803",17197883803,"+41.4636913,-087.6618307",0.460900435788623,0.440826420999112,0.562783273050762,0.471557260096011,0.553908739485755,0.300908657436419,0.479303782833586,0.417014916618713
