ToxPi Score,FIPS,Name,Source,Temperature-related mortality!1!0x88cceeff,Air pollution-related mortality!1!0x44aa99ff,Air pollution-related illnesses!1!0x117733ff
0.416630699839153,48009020100,"TX, Archer, 48009020100","33.7834399,-98.52597",0.823486816737652,0.273823720836771,0.152581561943036
0.417160568610614,48009020200,"TX, Archer, 48009020200","33.6468145,-98.7818486",0.823486816737652,0.273823720836771,0.15417116825742
0.416779797112508,48009020300,"TX, Archer, 48009020300","33.5235591,-98.5875742",0.823486816737652,0.273823720836771,0.153028853763101
0.457739662863371,48023950300,"TX, Baylor, 48023950300","33.6188024,-99.2081888",0.914118446656032,0.289728333207075,0.169372208727008
0.405507148643625,48049950100,"TX, Brown, 48049950100","31.9722689,-98.9991512",0.911549394519504,0.136356798072164,0.168615253339205
0.405227304530558,48049950200,"TX, Brown, 48049950200","31.8423476,-99.1047331",0.911549394519504,0.136356798072164,0.167775721000007
0.408239069452328,48049950300,"TX, Brown, 48049950300","31.7413525,-98.8472639",0.911549394519504,0.136356798072164,0.176811015765316
0.419420944578035,48049950500,"TX, Brown, 48049950500","31.6819285,-99.1410522",0.911549394519504,0.157247505647757,0.189465933566843
0.406128769583304,48049950600,"TX, Brown, 48049950600","31.7302058,-98.9950847",0.911549394519504,0.136356798072164,0.170480116158245
0.417842807284678,48049950700,"TX, Brown, 48049950700","31.7180699,-98.971418",0.911549394519504,0.157247505647757,0.184731521686772
0.413806132258981,48049950800,"TX, Brown, 48049950800","31.7059809,-98.9891955",0.911549394519504,0.136356798072164,0.193512204185275
0.417047277601297,48049950900,"TX, Brown, 48049950900","31.6927723,-98.9828173",0.911549394519504,0.136356798072164,0.203235640212223
0.411358643171755,48049951000,"TX, Brown, 48049951000","31.7013575,-98.9628283",0.911549394519504,0.136356798072164,0.186169736923596
0.408028039465426,48049951100,"TX, Brown, 48049951100","31.6712645,-98.9757531",0.911549394519504,0.136356798072164,0.176177925804609
0.406073718282373,48049951200,"TX, Brown, 48049951200","31.7561274,-98.9423586",0.911549394519504,0.136356798072164,0.170314962255452
0.409872258046616,48049951300,"TX, Brown, 48049951300","31.5779312,-99.0358128",0.911549394519504,0.136356798072164,0.18171058154818
0.408381344513947,48059030101,"TX, Callahan, 48059030101","32.4026008,-99.4865465",0.889609830819131,0.160601812601665,0.174932390121044
0.411067389238541,48059030102,"TX, Callahan, 48059030102","32.3011068,-99.5224739",0.889609830819131,0.160601812601665,0.182990524294827
0.412292280684257,48059030200,"TX, Callahan, 48059030200","32.3136928,-99.2834471",0.889609830819131,0.160601812601665,0.186665198631975
0.42849900559029,48077030200,"TX, Clay, 48077030200","33.8275374,-98.1839936",0.85849811403628,0.276247796547511,0.150751106187078
0.428088414637512,48077030301,"TX, Clay, 48077030301","33.9618271,-98.2192715",0.85849811403628,0.276247796547511,0.149519333328746
0.429086219466887,48077030302,"TX, Clay, 48077030302","33.6448014,-98.1916271",0.85849811403628,0.276247796547511,0.152512747816872
0.415697478888622,48083950300,"TX, Coleman, 48083950300","31.8284934,-99.393105",0.920424301900236,0.145934713808977,0.180733420956654
0.411800305543545,48083950600,"TX, Coleman, 48083950600","31.9558857,-99.4506778",0.920424301900236,0.145934713808977,0.169041900921421
0.415291475544256,48083950700,"TX, Coleman, 48083950700","31.6497778,-99.4663176",0.920424301900236,0.145934713808977,0.179515410923554
0.414441716974869,48093950100,"TX, Comanche, 48093950100","32.110318,-98.5976725",0.902143691242796,0.160448038725156,0.180733420956654
0.411457477703564,48093950200,"TX, Comanche, 48093950200","31.9169411,-98.6637063",0.902143691242796,0.160448038725156,0.171780703142741
0.411936882782506,48093950300,"TX, Comanche, 48093950300","31.9056761,-98.5847547",0.902143691242796,0.160448038725156,0.173218918379565
0.412292422434352,48093950400,"TX, Comanche, 48093950400","31.8550383,-98.3741211",0.902143691242796,0.160448038725156,0.174285537335104
0.506962065334324,48101950100,"TX, Cottle, 48101950100","34.0919063,-100.2764416",0.895377812888746,0.382174751586346,0.24333363152788
0.417710808772132,48133950100,"TX, Eastland, 48133950100","32.4328061,-98.5750045",0.911407848947244,0.163523516255325,0.178201061113825
0.418951756847286,48133950200,"TX, Eastland, 48133950200","32.417369,-98.8061548",0.911407848947244,0.163523516255325,0.181923905339288
0.420367034042055,48133950300,"TX, Eastland, 48133950300","32.3922949,-99.014021",0.911407848947244,0.163523516255325,0.186169736923596
0.417380500966545,48133950400,"TX, Eastland, 48133950400","32.1532269,-98.9899396",0.911407848947244,0.163523516255325,0.177210137697066
0.419504563660802,48133950500,"TX, Eastland, 48133950500","32.2509271,-98.7127383",0.911407848947244,0.163523516255325,0.183582325779836
0.464865771830492,48151950300,"TX, Fisher, 48151950300","32.6420058,-100.3982035",0.897394837293457,0.283692888949537,0.213509589248481
0.476089355807811,48151950400,"TX, Fisher, 48151950400","32.854216,-100.3931655",0.897394837293457,0.283692888949537,0.247180341180438
0.471689128246081,48155950100,"TX, Foard, 48155950100","33.9633063,-99.8168285",0.884974213327601,0.335603806633841,0.194489364776801
0.458163965889886,48197950100,"TX, Hardeman, 48197950100","34.2899036,-99.7456973",0.856877417233897,0.326992469549367,0.190622010886395
0.459532991301489,48207950300,"TX, Haskell, 48207950300","33.120371,-99.6317724",0.900756544634643,0.273815426606718,0.204027002663107
0.461127185224284,48207950400,"TX, Haskell, 48207950400","33.367944,-99.9894914",0.900756544634643,0.273815426606718,0.208809584431492
0.419541388477641,48237950100,"TX, Jack, 48237950100","33.2988863,-98.1569667",0.865992952087472,0.237042474089057,0.155588739256395
0.419676722925763,48237950300,"TX, Jack, 48237950300","33.2126831,-98.1637272",0.865992952087472,0.237042474089057,0.155994742600761
0.419552857498668,48237950500,"TX, Jack, 48237950500","33.0153528,-98.428315",0.865992952087472,0.237042474089057,0.155623146319476
0.442928244375027,48253020101,"TX, Jones, 48253020101","32.5690339,-99.7093182",0.875242955234693,0.238366886788744,0.215174891101645
0.444382302092751,48253020102,"TX, Jones, 48253020102","32.5487573,-99.6251588",0.875242955234693,0.263153092587335,0.194750858456224
0.441106963835892,48253020200,"TX, Jones, 48253020200","32.751904,-99.8938217",0.875242955234693,0.238366886788744,0.209711049484238
0.43612023349322,48253020300,"TX, Jones, 48253020300","32.841051,-100.0707215",0.875242955234693,0.238366886788744,0.194750858456224
0.431069276632796,48253020400,"TX, Jones, 48253020400","32.905538,-99.7880548",0.875242955234693,0.238366886788744,0.179597987874951
0.432200122106088,48253020500,"TX, Jones, 48253020500","32.7000063,-99.881746",0.875242955234693,0.238366886788744,0.182990524294827
0.46642034947829,48263950100,"TX, Kent, 48263950100","33.1847797,-100.7697199",0.909921620438509,0.302674229364386,0.186665198631975
0.454957357741514,48275950100,"TX, Knox, 48275950100","33.6218968,-99.7825399",0.901046713057777,0.276905549267983,0.186919810898781
0.473867479611331,48275950200,"TX, Knox, 48275950200","33.4841615,-99.5995843",0.901046713057777,0.276905549267983,0.243650176508234
0.446542816489614,48335950200,"TX, Mitchell, 48335950200","32.4152718,-100.851471",0.871824629664603,0.248252350278573,0.219551469525664
