row#,Name,FIPS,Source,ToxPi Score,Temperature-related mortality,Air pollution-related mortality,Air pollution-related illnesses
65816,"TX, Scurry, 48415950100",48415950100,"32.8518937,-100.8317486",0.451990706807361,0.861534266561267,0.276971452357915,0.217466401502901
65817,"TX, Scurry, 48415950200",48415950200,"32.7266548,-101.0847575",0.45569520059918,0.861534266561267,0.276971452357915,0.228579882878357
65818,"TX, Scurry, 48415950300",48415950300,"32.7002209,-100.936898",0.444233060984493,0.861534266561267,0.276971452357915,0.194193464034297
65819,"TX, Scurry, 48415950600",48415950600,"32.6250902,-100.8078646",0.456589570090771,0.861534266561267,0.301757658156507,0.206476785554539
65820,"TX, Shackelford, 48417950300",48417950300,"32.7438198,-99.3470045",0.420538501907564,0.895080567186999,0.190184977415673,0.176349961120019
65886,"TX, Stephens, 48429950200",48429950200,"32.7531067,-98.9386882",0.415290998204298,0.894259602867888,0.181339717965254,0.170273673779753
65887,"TX, Stephens, 48429950300",48429950300,"32.7423546,-98.8743189",0.420706149399792,0.894259602867888,0.195940513936419,0.171918331395069
65888,"TX, Stephens, 48429950500",48429950500,"32.7360198,-98.8257079",0.414249611095019,0.894259602867888,0.181339717965254,0.167149512451916
65890,"TX, Stonewall, 48433950300",48433950300,"33.1795797,-100.2538069",0.470074819680737,0.909716379358731,0.299715340950071,0.200792738733407
66252,"TX, Taylor, 48441010100",48441010100,"32.4703598,-99.7043053",0.43384242056076,0.861562575675719,0.207868401281232,0.232096284725328
66253,"TX, Taylor, 48441010200",48441010200,"32.4810093,-99.7294294",0.415464461266609,0.861562575675719,0.207868401281232,0.176962406842877
66254,"TX, Taylor, 48441010300",48441010300,"32.4835952,-99.7525543",0.414303796338646,0.861562575675719,0.207868401281232,0.173480412058987
66255,"TX, Taylor, 48441010400",48441010400,"32.4743688,-99.7486056",0.419045089631333,0.861562575675719,0.207868401281232,0.187704291937049
66256,"TX, Taylor, 48441010500",48441010500,"32.4744604,-99.7668545",0.428844221197061,0.861562575675719,0.207868401281232,0.217101686634232
66257,"TX, Taylor, 48441010600",48441010600,"32.4658221,-99.7696788",0.417118294098747,0.861562575675719,0.207868401281232,0.181923905339288
66258,"TX, Taylor, 48441010700",48441010700,"32.4655403,-99.7489471",0.421565980453135,0.861562575675719,0.207868401281232,0.195266964402453
66259,"TX, Taylor, 48441010800",48441010800,"32.4657304,-99.7285941",0.421678376859202,0.861562575675719,0.207868401281232,0.195604153620655
66260,"TX, Taylor, 48441010900",48441010900,"32.4480211,-99.7032382",0.421208146997083,0.861562575675719,0.207868401281232,0.194193464034297
66261,"TX, Taylor, 48441011000",48441011000,"32.454661,-99.7319459",0.436076585856879,0.861562575675719,0.207868401281232,0.238798780613684
66262,"TX, Taylor, 48441011200",48441011200,"32.4556264,-99.7493851",0.418611560636501,0.861562575675719,0.207868401281232,0.186403704952553
66263,"TX, Taylor, 48441011300",48441011300,"32.4565659,-99.7715276",0.426885312405598,0.861562575675719,0.207868401281232,0.211224960259842
66264,"TX, Taylor, 48441011400",48441011400,"32.4420784,-99.7789804",0.42340790523012,0.861562575675719,0.207868401281232,0.200792738733407
66265,"TX, Taylor, 48441011500",48441011500,"32.4411687,-99.7648247",0.422439919855415,0.861562575675719,0.207868401281232,0.197888782609294
66266,"TX, Taylor, 48441011600",48441011600,"32.4377393,-99.7511767",0.421393945137725,0.861562575675719,0.207868401281232,0.194750858456224
66267,"TX, Taylor, 48441011700",48441011700,"32.446236,-99.7415868",0.415042401292805,0.861562575675719,0.207868401281232,0.175696226921462
66268,"TX, Taylor, 48441011900",48441011900,"32.4371201,-99.7347534",0.421393945137725,0.861562575675719,0.207868401281232,0.194750858456224
66269,"TX, Taylor, 48441012000",48441012000,"32.4148055,-99.7052415",0.415893402653031,0.861562575675719,0.207868401281232,0.17824923100214
66270,"TX, Taylor, 48441012100",48441012100,"32.4202211,-99.7182655",0.421565980453135,0.861562575675719,0.207868401281232,0.195266964402453
66271,"TX, Taylor, 48441012200",48441012200,"32.4098158,-99.7340673",0.422958319605849,0.861562575675719,0.207868401281232,0.199443981860596
66272,"TX, Taylor, 48441012300",48441012300,"32.4241912,-99.7508217",0.421861881195639,0.861562575675719,0.207868401281232,0.196154666629966
66273,"TX, Taylor, 48441012400",48441012400,"32.40584,-99.7514832",0.419432742542056,0.861562575675719,0.207868401281232,0.188867250669217
66274,"TX, Taylor, 48441012500",48441012500,"32.4198279,-99.764738",0.414184518519962,0.861562575675719,0.207868401281232,0.173122578602936
66275,"TX, Taylor, 48441012600",48441012600,"32.4238105,-99.7751878",0.423827671399719,0.861562575675719,0.207868401281232,0.202052037242205
66276,"TX, Taylor, 48441012700",48441012700,"32.3841999,-99.7592801",0.422850510808193,0.861562575675719,0.207868401281232,0.199120555467626
66277,"TX, Taylor, 48441012801",48441012801,"32.4009827,-99.7689618",0.430454471749295,0.861562575675719,0.207868401281232,0.221932438290932
66278,"TX, Taylor, 48441012802",48441012802,"32.4080683,-99.7876489",0.423137236333875,0.861562575675719,0.207868401281232,0.199980732044674
66279,"TX, Taylor, 48441012900",48441012900,"32.4197423,-99.8205423",0.429415378444221,0.861562575675719,0.207868401281232,0.218815158375711
66280,"TX, Taylor, 48441013000",48441013000,"32.4238762,-99.8424753",0.421565980453135,0.861562575675719,0.207868401281232,0.195266964402453
66281,"TX, Taylor, 48441013100",48441013100,"32.456686,-99.8140366",0.428201956019532,0.861562575675719,0.207868401281232,0.215174891101645
66282,"TX, Taylor, 48441013200",48441013200,"32.4874986,-99.8325354",0.417382081582374,0.861562575675719,0.207868401281232,0.182715267790172
66283,"TX, Taylor, 48441013300",48441013300,"32.4922967,-99.681792",0.418698725196309,0.861562575675719,0.207868401281232,0.186665198631975
66284,"TX, Taylor, 48441013401",48441013401,"32.4237274,-99.7997936",0.431587611026792,0.861562575675719,0.207868401281232,0.225331856123425
66285,"TX, Taylor, 48441013402",48441013402,"32.3627667,-99.8173342",0.418533571293516,0.861562575675719,0.207868401281232,0.186169736923596
66286,"TX, Taylor, 48441013404",48441013404,"32.3579439,-99.6864126",0.424050170407648,0.861562575675719,0.207868401281232,0.202719534265994
66287,"TX, Taylor, 48441013500",48441013500,"32.2028127,-99.8614564",0.415703016903977,0.861562575675719,0.207868401281232,0.17767807375498
66288,"TX, Taylor, 48441013600",48441013600,"32.3991003,-100.0146292",0.413491789649913,0.861562575675719,0.207868401281232,0.171044391992788
66289,"TX, Taylor, 48441980000",48441980000,"32.4113064,-99.684058",0.421565980453135,0.861562575675719,0.207868401281232,0.195266964402453
66294,"TX, Throckmorton, 48447950300",48447950300,"33.1706954,-99.205796",0.442262134522116,0.89885275668774,0.244943122583781,0.182990524294827
66712,"TX, Wichita, 48485010100",48485010100,"33.9036917,-98.4860405",0.436492484574763,0.85978617874385,0.300192585889543,0.149498689090897
66713,"TX, Wichita, 48485010200",48485010200,"33.9060716,-98.4988911",0.437767839712999,0.85978617874385,0.300192585889543,0.153324754505605
66714,"TX, Wichita, 48485010400",48485010400,"33.9211714,-98.4759061",0.438944561270401,0.85978617874385,0.300192585889543,0.156854919177809
66715,"TX, Wichita, 48485010600",48485010600,"33.8908955,-98.4973506",0.436673695106994,0.85978617874385,0.300192585889543,0.150042320687591
66716,"TX, Wichita, 48485010700",48485010700,"33.8954766,-98.5107848",0.436148413943944,0.85978617874385,0.300192585889543,0.148466477198439
66717,"TX, Wichita, 48485010800",48485010800,"33.8947558,-98.5201818",0.436657638477556,0.85978617874385,0.300192585889543,0.149994150799276
66718,"TX, Wichita, 48485010900",48485010900,"33.9035146,-98.5255606",0.43625163513319,0.85978617874385,0.300192585889543,0.148776140766176
66719,"TX, Wichita, 48485011000",48485011000,"33.9111676,-98.5148874",0.436614056197652,0.85978617874385,0.300192585889543,0.149863403959565
66720,"TX, Wichita, 48485011100",48485011100,"33.9302213,-98.5047001",0.437962813070463,0.85978617874385,0.300192585889543,0.153909674577997
66721,"TX, Wichita, 48485011200",48485011200,"33.9900666,-98.4655136",0.43712557453547,0.85978617874385,0.300192585889543,0.151397958973018
66722,"TX, Wichita, 48485011300",48485011300,"33.9134831,-98.4397851",0.436976477262115,0.85978617874385,0.300192585889543,0.150950667152953
66723,"TX, Wichita, 48485011400",48485011400,"33.8942159,-98.4646726",0.437286140829852,0.85978617874385,0.300192585889543,0.151879657856165
66724,"TX, Wichita, 48485011500",48485011500,"33.8561524,-98.4548602",0.435932796348631,0.85978617874385,0.300192585889543,0.147819624412499
66725,"TX, Wichita, 48485011600",48485011600,"33.8616293,-98.4937934",0.436162176769177,0.85978617874385,0.300192585889543,0.148507765674138
66726,"TX, Wichita, 48485011700",48485011700,"33.8699053,-98.5003445",0.437664618523753,0.85978617874385,0.300192585889543,0.153015090937868
66727,"TX, Wichita, 48485011800",48485011800,"33.8614164,-98.5055312",0.436955833024266,0.85978617874385,0.300192585889543,0.150888734439406
66728,"TX, Wichita, 48485011900",48485011900,"33.8772664,-98.5116034",0.437063641821923,0.85978617874385,0.300192585889543,0.151212160832376
66729,"TX, Wichita, 48485012000",48485012000,"33.8663954,-98.5268181",0.43665075706494,0.85978617874385,0.300192585889543,0.149973506561427
66730,"TX, Wichita, 48485012100",48485012100,"33.8645751,-98.5420174",0.435446509857073,0.85978617874385,0.300192585889543,0.146360764937826
66731,"TX, Wichita, 48485012200",48485012200,"33.8531148,-98.5547615",0.436804441946706,0.85978617874385,0.300192585889543,0.150434561206725
66732,"TX, Wichita, 48485012300",48485012300,"33.846314,-98.5824823",0.436685164128022,0.85978617874385,0.300192585889543,0.150076727750673
66733,"TX, Wichita, 48485012400",48485012400,"33.857844,-98.6126566",0.437157687794347,0.85978617874385,0.300192585889543,0.151494298749647
66734,"TX, Wichita, 48485012600",48485012600,"33.879424,-98.5464763",0.436854905639226,0.85978617874385,0.300192585889543,0.150585952284285
66735,"TX, Wichita, 48485012700",48485012700,"33.8896798,-98.5347301",0.436515422616818,0.85978617874385,0.300192585889543,0.14956750321706
66736,"TX, Wichita, 48485012800",48485012800,"33.8790525,-98.6404729",0.437299903655085,0.85978617874385,0.300192585889543,0.151920946331863
66737,"TX, Wichita, 48485012900",48485012900,"33.919813,-98.6104915",0.437790777755054,0.85978617874385,0.300192585889543,0.153393568631769
66738,"TX, Wichita, 48485013000",48485013000,"33.934653,-98.5344079",0.437552222117686,0.85978617874385,0.300192585889543,0.152677901719665
66739,"TX, Wichita, 48485013100",48485013100,"33.9817452,-98.5811817",0.437864179489629,0.85978617874385,0.300192585889543,0.153613773835493
66740,"TX, Wichita, 48485013200",48485013200,"33.9988561,-98.5313957",0.437304491263496,0.85978617874385,0.300192585889543,0.151934709157096
66741,"TX, Wichita, 48485013300",48485013300,"33.9768763,-98.5237212",0.435785992879481,0.85978617874385,0.300192585889543,0.147379214005051
66742,"TX, Wichita, 48485013401",48485013401,"33.9728782,-98.507598",0.437178332032196,0.85978617874385,0.300192585889543,0.151556231463195
66743,"TX, Wichita, 48485013501",48485013501,"34.0925008,-98.5765672",0.436127769706095,0.85978617874385,0.300192585889543,0.148404544484892
66744,"TX, Wichita, 48485013502",48485013502,"34.0609676,-98.5563478",0.436561298700927,0.85978617874385,0.300192585889543,0.149705131469388
66745,"TX, Wichita, 48485013600",48485013600,"33.9455613,-98.691091",0.436306686434121,0.85978617874385,0.300192585889543,0.14894129466897
66746,"TX, Wichita, 48485013700",48485013700,"34.0300012,-98.9197831",0.436698926953255,0.85978617874385,0.300192585889543,0.150118016226371
66747,"TX, Wichita, 48485013800",48485013800,"34.0140713,-98.782429",0.437020059542019,0.85978617874385,0.300192585889543,0.151081413992664
66748,"TX, Wichita, 48485980000",48485980000,"33.989767,-98.4961491",0.436834261401377,0.85978617874385,0.300192585889543,0.150524019570737
66749,"TX, Wilbarger, 48487950300",48487950300,"34.082338,-99.2342141",0.48554397071753,0.895901531506109,0.391020982701271,0.16970939794521
66750,"TX, Wilbarger, 48487950500",48487950500,"34.1605045,-99.3431397",0.483536892037752,0.895901531506109,0.391020982701271,0.163688161905876
66751,"TX, Wilbarger, 48487950600",48487950600,"34.1271077,-99.3141622",0.485576083976407,0.895901531506109,0.391020982701271,0.16980573772184
66752,"TX, Wilbarger, 48487950700",48487950700,"34.1379109,-99.2549782",0.484247971341445,0.895901531506109,0.391020982701271,0.165821399816954
66885,"TX, Young, 48503950200",48503950200,"33.3225486,-98.6541315",0.425467047506172,0.902214464028926,0.208447855624031,0.165738822865558
66886,"TX, Young, 48503950400",48503950400,"33.1058363,-98.7039598",0.425375295337953,0.902214464028926,0.208447855624031,0.165463566360903
66887,"TX, Young, 48503950500",48503950500,"33.1082416,-98.5861772",0.425606969562705,0.902214464028926,0.208447855624031,0.166158589035157
66888,"TX, Young, 48503950600",48503950600,"33.1002647,-98.5701446",0.425657433255225,0.902214464028926,0.208447855624031,0.166309980112718
