row#,Name,FIPS,Source,ToxPi Score,Costs of Climate Disasters,Transition Risks,Social Stressors,Economic & Productivity Losses
63172,"TX, Dallas, 48113019210",48113019210,"+32.9810842,-096.7285178",0.366686163253494,0.0273736937799985,0.725069049016202,0.0739365874296432,0.640365322788134
63173,"TX, Dallas, 48113019211",48113019211,"+32.9694859,-096.7321527",0.371893780303097,0.0273736937799985,0.725069049016202,0.0739365874296432,0.661195790986545
63174,"TX, Dallas, 48113019212",48113019212,"+32.9343942,-096.7598281",0.35887473767909,0.0273736937799985,0.725069049016202,0.0739365874296432,0.609119620490518
63175,"TX, Dallas, 48113019213",48113019213,"+32.9365339,-096.7547210",0.357783561620797,0.0273736937799985,0.725069049016202,0.0739365874296432,0.604754916257343
63176,"TX, Dallas, 48113019301",48113019301,"+32.8563450,-096.7818523",0.328357903924507,0.0273736937799985,0.609253218869219,0.0739365874296432,0.602868115619167
63177,"TX, Dallas, 48113019302",48113019302,"+32.8446379,-096.7804772",0.346108134614918,0.0273736937799985,0.609253218869219,0.0739365874296432,0.673869038380811
63178,"TX, Dallas, 48113019400",48113019400,"+32.8477546,-096.7913680",0.337003822731484,0.0273736937799985,0.60914624376715,0.0739365874296432,0.637558765949143
63179,"TX, Dallas, 48113019501",48113019501,"+32.8580129,-096.7993586",0.345971398304716,0.0273736937799985,0.597799241869131,0.0739365874296432,0.684776070140093
63180,"TX, Dallas, 48113019502",48113019502,"+32.8446102,-096.8063284",0.332128459186726,0.0273736937799985,0.584102608264957,0.0739365874296432,0.643100947272307
63181,"TX, Dallas, 48113019600",48113019600,"+32.8314269,-096.7876412",0.323567014459464,0.0273736937799985,0.609253218869219,0.0739365874296432,0.583704557758994
63182,"TX, Dallas, 48113019700",48113019700,"+32.8328280,-096.7967924",0.323336809857991,0.0273736937799985,0.604951291550306,0.0739365874296432,0.587085666672017
63183,"TX, Dallas, 48113019800",48113019800,"+32.8294841,-096.8100103",0.334555406348815,0.0273736937799985,0.580534224503088,0.0739365874296432,0.656377119682531
63184,"TX, Dallas, 48113019900",48113019900,"+32.7381157,-096.8885647",0.342166671720375,0.0273736937799985,0.606269377629369,0.0739365874296432,0.66108702804249
63185,"TX, Dallas, 48113020000",48113020000,"+32.9770024,-097.0174795",0.38885807615225,0.0273736937799985,0.666645361129164,0.0739365874296432,0.787476662270193
63186,"TX, Dallas, 48113020100",48113020100,"+32.8211903,-096.9125532",0.382292001926987,0.0273736937799985,0.672773506261966,0.0739365874296432,0.755084220236341
63187,"TX, Dallas, 48113020200",48113020200,"+32.6855296,-096.7107102",0.392581615889397,0.0273736937799985,0.725768207719009,0.0739365874296432,0.743247974628936
63188,"TX, Dallas, 48113020300",48113020300,"+32.7743000,-096.7668089",0.352194207087859,0.0273736937799985,0.699616615802531,0.0739365874296432,0.607849931339264
63189,"TX, Dallas, 48113020400",48113020400,"+32.7717084,-096.7911232",0.394172855415929,0.0273736937799985,0.694818018366871,0.0739365874296432,0.780563122087202
63190,"TX, Dallas, 48113020500",48113020500,"+32.7818987,-096.8633102",0.366033635807981,0.0273736937799985,0.606269377629369,0.0739365874296432,0.756554884392915
63191,"TX, Dallas, 48113020600",48113020600,"+32.8726895,-096.8216352",0.338664696481621,0.0273736937799985,0.580366120771266,0.0739365874296432,0.672982383945578
63192,"TX, Dallas, 48113020700",48113020700,"+32.9630895,-096.8711228",0.382246126024084,0.0273736937799985,0.66149145353306,0.0739365874296432,0.766182769353633
63193,"TX, Dallas, 48113980000",48113980000,"+32.8892351,-097.0128160",0.345087005289897,0.0273736937799985,0.658637510631438,0.0739365874296432,0.620400229318511
63194,"TX, Dallas, 48113980100",48113980100,"+32.8455619,-096.8494250",0.309085904522243,0.0273736937799985,0.580366120771266,0.0739365874296432,0.554667216108065
63195,"TX, Dawson, 48115950401",48115950401,"+32.7615291,-101.9448926",0.427886197465076,0.111241224376416,0.682459403797606,0.23661509591859,0.681229065767692
63196,"TX, Dawson, 48115950402",48115950402,"+32.7116702,-101.9935199",0.410150536565424,0.111241224376416,0.664491407189396,0.23661509591859,0.628254418777295
63197,"TX, Dawson, 48115950500",48115950500,"+32.7276362,-101.9602477",0.411430048973654,0.111241224376416,0.685271320766273,0.23661509591859,0.612592554833336
63198,"TX, Dawson, 48115950600",48115950600,"+32.8530507,-101.8157205",0.4269134248648,0.111241224376416,0.725868372001407,0.23661509591859,0.633929007162787
63199,"TX, Deaf Smith, 48117950300",48117950300,"+34.8378852,-102.4014424",0.40461868067633,0.0273736937799985,0.744462306033673,0.291191292518739,0.55544743037291
63200,"TX, Deaf Smith, 48117950400",48117950400,"+34.8258148,-102.4026206",0.393978996901585,0.0273736937799985,0.744290381762491,0.291191292518739,0.51306061954511
63201,"TX, Deaf Smith, 48117950500",48117950500,"+34.8136001,-102.3993335",0.401243756374866,0.0273736937799985,0.745730725101061,0.291191292518739,0.540679314099666
63202,"TX, Deaf Smith, 48117950600",48117950600,"+34.9407663,-102.6075637",0.416755442051953,0.0273736937799985,0.753379444898985,0.291191292518739,0.595077337010091
63203,"TX, Delta, 48119950100",48119950100,"+33.3859329,-095.6733504",0.448521641630208,0.00586104573826251,0.73018391251908,0.236684108533668,0.82135749972982
63204,"TX, Delta, 48119950200",48119950200,"+33.3538098,-095.6744668",0.416384632910453,0.00586104573826251,0.672757385404898,0.236684108533668,0.750235991964984
63205,"TX, Denton, 48121020103",48121020103,"+33.3424410,-096.9976299",0.38828503675195,0.0273736937799985,0.638733682635985,0.121202147773932,0.765830622817883
63206,"TX, Denton, 48121020104",48121020104,"+33.3335135,-096.8955596",0.387658382530976,0.0273736937799985,0.673405077324376,0.121202147773932,0.7286526112456
63207,"TX, Denton, 48121020105",48121020105,"+33.2531327,-096.9125611",0.36291212327632,0.0273736937799985,0.569539894294228,0.121202147773932,0.733532757257123
63208,"TX, Denton, 48121020106",48121020106,"+33.2500859,-096.9945363",0.374886359969791,0.0273736937799985,0.619103751406349,0.121202147773932,0.731865846918885
63209,"TX, Denton, 48121020107",48121020107,"+33.2036630,-096.9958014",0.380525936733834,0.0273736937799985,0.657465787116115,0.121202147773932,0.716062118265289
63210,"TX, Denton, 48121020108",48121020108,"+33.1989165,-096.9229638",0.374004863339854,0.0273736937799985,0.60554083667976,0.121202147773932,0.741902775125724
63211,"TX, Denton, 48121020109",48121020109,"+33.1953648,-096.8585601",0.367584185837951,0.0273736937799985,0.665553868940393,0.121202147773932,0.656207032857482
63212,"TX, Denton, 48121020110",48121020110,"+33.1840918,-096.8776028",0.382170017611188,0.0273736937799985,0.697035113263516,0.121202147773932,0.683069115627306
63213,"TX, Denton, 48121020111",48121020111,"+33.1724794,-096.8726592",0.376332284809613,0.0273736937799985,0.697035113263516,0.121202147773932,0.659718184421006
63214,"TX, Denton, 48121020112",48121020112,"+33.1729111,-096.8899875",0.369093046897413,0.0273736937799985,0.697035113263516,0.121202147773932,0.630761232772204
63215,"TX, Denton, 48121020113",48121020113,"+33.1786570,-096.9134385",0.37022133884704,0.0273736937799985,0.621113355109499,0.121202147773932,0.711196158724729
63216,"TX, Denton, 48121020114",48121020114,"+33.1622949,-096.9335974",0.369882744892444,0.0273736937799985,0.60814262398365,0.121202147773932,0.722812514032197
63217,"TX, Denton, 48121020115",48121020115,"+33.1496551,-096.9806746",0.373148349746093,0.0273736937799985,0.638798631805098,0.121202147773932,0.705218925625344
63218,"TX, Denton, 48121020202",48121020202,"+33.2925807,-097.2957797",0.419842978933758,0.0273736937799985,0.75635662790006,0.121202147773932,0.77443944628104
63219,"TX, Denton, 48121020203",48121020203,"+33.3521433,-097.1461453",0.375304871490611,0.0273736937799985,0.633086925462493,0.121202147773932,0.719556718946021
63220,"TX, Denton, 48121020204",48121020204,"+33.3900076,-097.2403075",0.387233507731124,0.0273736937799985,0.665744895908373,0.121202147773932,0.734613293462194
63221,"TX, Denton, 48121020205",48121020205,"+33.3225703,-097.0791184",0.353694333528492,0.0273736937799985,0.597926501736073,0.121202147773932,0.668274990823963
63222,"TX, Denton, 48121020303",48121020303,"+33.0979285,-097.1759719",0.412568108088394,0.0273736937799985,0.733295852325501,0.121202147773932,0.768400738474146
63223,"TX, Denton, 48121020305",48121020305,"+33.0159833,-097.1353834",0.396721272638656,0.0273736937799985,0.704970373513409,0.121202147773932,0.733338875487286
63224,"TX, Denton, 48121020306",48121020306,"+33.0012748,-097.2556490",0.406145117900364,0.0273736937799985,0.748742292956373,0.121202147773932,0.727262337091154
63225,"TX, Denton, 48121020307",48121020307,"+33.0314845,-097.2088044",0.408398028246667,0.0273736937799985,0.74608319756209,0.121202147773932,0.73893307387065
63226,"TX, Denton, 48121020308",48121020308,"+33.0439289,-097.3331914",0.423904793137666,0.0273736937799985,0.783780459423285,0.121202147773932,0.763262871573448
63227,"TX, Denton, 48121020309",48121020309,"+33.1458708,-097.3229658",0.424748237201718,0.0273736937799985,0.77855014103999,0.121202147773932,0.77186696621295
63228,"TX, Denton, 48121020310",48121020310,"+33.1723214,-097.2329479",0.404324428330417,0.0273736937799985,0.770733317510243,0.121202147773932,0.697988554257496
63229,"TX, Denton, 48121020401",48121020401,"+33.2684965,-097.1838367",0.40724340597261,0.0273736937799985,0.732650181173728,0.121202147773932,0.747747601162781
63230,"TX, Denton, 48121020402",48121020402,"+33.2428384,-097.1595552",0.387472680318588,0.0273736937799985,0.694719866411597,0.121202147773932,0.706595013308826
63231,"TX, Denton, 48121020403",48121020403,"+33.2242943,-097.1525178",0.381794545315355,0.0273736937799985,0.694719866411597,0.121202147773932,0.683882473295893
63232,"TX, Denton, 48121020503",48121020503,"+33.2455592,-097.1250549",0.362171109354775,0.0273736937799985,0.694719866411597,0.121202147773932,0.605388729453572
63233,"TX, Denton, 48121020504",48121020504,"+33.2744955,-097.1187172",0.367828722121189,0.0273736937799985,0.692618569763815,0.121202147773932,0.630120477167009
63234,"TX, Denton, 48121020505",48121020505,"+33.2423511,-097.1074231",0.385115800122386,0.0273736937799985,0.686318500359831,0.121202147773932,0.705568858575783
63235,"TX, Denton, 48121020506",48121020506,"+33.2537974,-097.0711428",0.357876861715135,0.0273736937799985,0.654806691721832,0.121202147773932,0.628124913584778
63236,"TX, Denton, 48121020601",48121020601,"+33.2275245,-097.1207277",0.374974630231255,0.0273736937799985,0.694139144428937,0.121202147773932,0.657183534942153
63237,"TX, Denton, 48121020602",48121020602,"+33.2227402,-097.1002798",0.384523161166073,0.0273736937799985,0.675135781654275,0.121202147773932,0.714381021456087
63238,"TX, Denton, 48121020700",48121020700,"+33.2169339,-097.1507821",0.354508050622533,0.0273736937799985,0.694719866411597,0.121202147773932,0.574736494524605
63239,"TX, Denton, 48121020800",48121020800,"+33.1983699,-097.1772900",0.400124674090169,0.0273736937799985,0.744765111483027,0.121202147773932,0.707157743323721
63240,"TX, Denton, 48121020900",48121020900,"+33.2021005,-097.1584317",0.373903789032329,0.0273736937799985,0.709371634855671,0.121202147773932,0.637667679719714
63241,"TX, Denton, 48121021000",48121021000,"+33.2055731,-097.1468638",0.378174273642644,0.0273736937799985,0.709276121371681,0.121202147773932,0.654845131644964
63242,"TX, Denton, 48121021100",48121021100,"+33.2104184,-097.1348763",0.353822962295576,0.0273736937799985,0.694719866411597,0.121202147773932,0.571996141216778
63243,"TX, Denton, 48121021201",48121021201,"+33.2014931,-097.1005188",0.393141212732437,0.0273736937799985,0.724160942716692,0.121202147773932,0.699828066659127
63244,"TX, Denton, 48121021202",48121021202,"+33.2037782,-097.1181245",0.384017962286562,0.0273736937799985,0.716814045528177,0.121202147773932,0.670681962064142
63245,"TX, Denton, 48121021301",48121021301,"+33.1982922,-097.1289269",0.358595030411089,0.0273736937799985,0.733754317048653,0.121202147773932,0.552049963041772
63246,"TX, Denton, 48121021303",48121021303,"+33.1658115,-097.0994330",0.398789480744914,0.0273736937799985,0.744375416468347,0.121202147773932,0.702206664957379
63247,"TX, Denton, 48121021304",48121021304,"+33.1732652,-097.1345969",0.400388089880129,0.0273736937799985,0.744291364602436,0.121202147773932,0.708685153364149
63248,"TX, Denton, 48121021305",48121021305,"+33.1843584,-097.1176062",0.370410303424896,0.0273736937799985,0.744291364602436,0.121202147773932,0.588774007543216
63249,"TX, Denton, 48121021403",48121021403,"+33.1113136,-097.0197217",0.414835869597452,0.0273736937799985,0.764987226313402,0.121202147773932,0.745780410522477
63250,"TX, Denton, 48121021404",48121021404,"+33.1544627,-097.0357988",0.40673186802659,0.0273736937799985,0.744509135345933,0.121202147773932,0.733842495206498
63251,"TX, Denton, 48121021405",48121021405,"+33.2023363,-097.0593200",0.398917307346674,0.0273736937799985,0.715610575629902,0.121202147773932,0.731482812202864
63252,"TX, Denton, 48121021406",48121021406,"+33.1541161,-097.1144366",0.404713190215196,0.0273736937799985,0.744291364602436,0.121202147773932,0.725985554704418
63253,"TX, Denton, 48121021407",48121021407,"+33.1466258,-097.0957326",0.39691914447009,0.0273736937799985,0.744436545098101,0.121202147773932,0.694664191228329
63254,"TX, Denton, 48121021408",48121021408,"+33.1326842,-097.0682187",0.39899610363066,0.0273736937799985,0.744509135345933,0.121202147773932,0.702899437622774
63255,"TX, Denton, 48121021409",48121021409,"+33.1502277,-097.0725102",0.403191752418183,0.0273736937799985,0.744509135345933,0.121202147773932,0.719682032772868
63256,"TX, Denton, 48121021502",48121021502,"+33.0690975,-096.9965822",0.405371577591097,0.0273736937799985,0.78565634424885,0.121202147773932,0.687254124561607
63257,"TX, Denton, 48121021505",48121021505,"+33.0746109,-097.0299644",0.382968889217244,0.0273736937799985,0.685344262823133,0.121202147773932,0.697955452491914
63258,"TX, Denton, 48121021512",48121021512,"+33.1156345,-097.1016183",0.401445747976717,0.0273736937799985,0.737276854338206,0.121202147773932,0.719930296014733
63259,"TX, Denton, 48121021513",48121021513,"+33.0903134,-097.0416326",0.379651829753932,0.0273736937799985,0.693913732606721,0.121202147773932,0.676117744855078
63260,"TX, Denton, 48121021514",48121021514,"+33.0819970,-097.0606613",0.376366269189541,0.0273736937799985,0.685344262823133,0.121202147773932,0.671544972381102
63261,"TX, Denton, 48121021515",48121021515,"+33.1189180,-096.9267923",0.409371208237458,0.0273736937799985,0.755477903847352,0.121202147773932,0.73343108754855
63262,"TX, Denton, 48121021516",48121021516,"+33.0932829,-096.9113487",0.410763034841922,0.0273736937799985,0.7857556782722,0.121202147773932,0.708720619541558
63263,"TX, Denton, 48121021517",48121021517,"+33.0627618,-096.9287383",0.396365741208831,0.0273736937799985,0.78853703092599,0.121202147773932,0.648350092355403
63264,"TX, Denton, 48121021518",48121021518,"+33.0797781,-096.9067256",0.403215800651045,0.0273736937799985,0.782802401347227,0.121202147773932,0.681484959703023
63265,"TX, Denton, 48121021519",48121021519,"+33.0835430,-096.8716110",0.377243665096822,0.0273736937799985,0.642187450217065,0.121202147773932,0.718211368616294
63266,"TX, Denton, 48121021520",48121021520,"+33.0907427,-096.8811940",0.35944777550609,0.0273736937799985,0.641453906660022,0.121202147773932,0.647761353810408
63267,"TX, Denton, 48121021521",48121021521,"+33.0934641,-096.8884498",0.368782027338255,0.0273736937799985,0.664843248619507,0.121202147773932,0.661709019179583
63268,"TX, Denton, 48121021522",48121021522,"+33.1142332,-096.8799906",0.350131765255155,0.0273736937799985,0.696794419283861,0.121202147773932,0.555156800182829
63269,"TX, Denton, 48121021523",48121021523,"+33.1023714,-096.8644827",0.373982523494113,0.0273736937799985,0.68710171092855,0.121202147773932,0.660252541493973
63270,"TX, Denton, 48121021524",48121021524,"+33.1116425,-096.8588360",0.364181572429178,0.0273736937799985,0.697035113263516,0.121202147773932,0.611115334899265
63271,"TX, Denton, 48121021525",48121021525,"+33.1405516,-096.8741445",0.394322503300494,0.0273736937799985,0.697035113263516,0.121202147773932,0.731679058384529
63272,"TX, Denton, 48121021526",48121021526,"+33.1646336,-096.8516899",0.388396696158352,0.0273736937799985,0.697035113263516,0.121202147773932,0.707975829815962
63273,"TX, Denton, 48121021527",48121021527,"+33.1598948,-096.8774618",0.387864703497212,0.0273736937799985,0.697035113263516,0.121202147773932,0.705847859171403
63274,"TX, Denton, 48121021611",48121021611,"+32.9944418,-096.8984477",0.37620173483384,0.0273736937799985,0.693791475347213,0.121202147773932,0.662439622434215
63275,"TX, Denton, 48121021612",48121021612,"+33.0053579,-096.9043812",0.380434680733946,0.0273736937799985,0.787039379497026,0.121202147773932,0.586123501884826
63276,"TX, Denton, 48121021613",48121021613,"+33.0051408,-096.8923780",0.367534716976205,0.0273736937799985,0.652373008149765,0.121202147773932,0.669190018201123
63277,"TX, Denton, 48121021614",48121021614,"+33.0061633,-096.8824585",0.369732583999355,0.0273736937799985,0.671376370924427,0.121202147773932,0.658978123519064
63278,"TX, Denton, 48121021615",48121021615,"+32.9954392,-096.8794363",0.365384264016858,0.0273736937799985,0.714353618180593,0.121202147773932,0.598607596332909
63279,"TX, Denton, 48121021616",48121021616,"+33.0064460,-096.8638802",0.361870706526104,0.0273736937799985,0.641453906660022,0.121202147773932,0.657453077890463
63280,"TX, Denton, 48121021618",48121021618,"+33.0471278,-096.9984046",0.40243508633581,0.0273736937799985,0.78526664923417,0.121202147773932,0.67589785455514
63281,"TX, Denton, 48121021619",48121021619,"+33.0297896,-096.9646371",0.402512984888707,0.0273736937799985,0.78854085146535,0.121202147773932,0.672935246535548
63282,"TX, Denton, 48121021620",48121021620,"+33.0067256,-096.9599107",0.385036871394953,0.0273736937799985,0.787031738418307,0.121202147773932,0.604539905607576
63283,"TX, Denton, 48121021621",48121021621,"+32.9961728,-096.9230605",0.399183617876111,0.0273736937799985,0.766496339360445,0.121202147773932,0.68166229059007
63284,"TX, Denton, 48121021622",48121021622,"+33.0070830,-096.9267193",0.410433566675095,0.0273736937799985,0.787062302733184,0.121202147773932,0.706096122413268
63285,"TX, Denton, 48121021623",48121021623,"+33.0231163,-096.9288133",0.405434806804279,0.0273736937799985,0.78854085146535,0.121202147773932,0.684622534197835
63286,"TX, Denton, 48121021624",48121021624,"+33.0360652,-096.9507058",0.413019248843263,0.0273736937799985,0.78854085146535,0.121202147773932,0.714960302353773
63287,"TX, Denton, 48121021625",48121021625,"+33.0561450,-096.8817843",0.406717416223628,0.0273736937799985,0.765995848704337,0.121202147773932,0.712297974636246
63288,"TX, Denton, 48121021626",48121021626,"+33.0754244,-096.8483323",0.354697081042111,0.0273736937799985,0.641453906660022,0.121202147773932,0.628758575954491
63289,"TX, Denton, 48121021627",48121021627,"+33.0449556,-096.8498223",0.37412545302694,0.0273736937799985,0.641453906660022,0.121202147773932,0.706472063893807
63290,"TX, Denton, 48121021628",48121021628,"+33.0306575,-096.8738703",0.370478938886304,0.0273736937799985,0.641453906660022,0.121202147773932,0.691886007331265
63291,"TX, Denton, 48121021629",48121021629,"+33.0337306,-096.8963955",0.402742131385373,0.0273736937799985,0.773805031155364,0.121202147773932,0.688587652832197
63292,"TX, Denton, 48121021630",48121021630,"+33.0214457,-096.9079432",0.401865208204167,0.0273736937799985,0.788281054788897,0.121202147773932,0.670603936473842
63293,"TX, Denton, 48121021631",48121021631,"+33.0174867,-096.8945271",0.398188950275356,0.0273736937799985,0.766175414054238,0.121202147773932,0.678004545493254
63294,"TX, Denton, 48121021632",48121021632,"+33.0183595,-096.8562812",0.36656051738553,0.0273736937799985,0.641453906660022,0.121202147773932,0.67621232132817
63295,"TX, Denton, 48121021633",48121021633,"+33.0181501,-096.8780283",0.365134185950719,0.0273736937799985,0.641453906660022,0.121202147773932,0.670506995588923
63296,"TX, Denton, 48121021634",48121021634,"+33.0066541,-096.8530913",0.361923966156994,0.0273736937799985,0.644804519678393,0.121202147773932,0.654315503395652
63297,"TX, Denton, 48121021635",48121021635,"+33.0023345,-096.8479734",0.354050092690483,0.0273736937799985,0.684801746234069,0.121202147773932,0.582822782973931
63298,"TX, Denton, 48121021636",48121021636,"+32.9924273,-096.8494488",0.371909187281874,0.0273736937799985,0.72456209934945,0.121202147773932,0.614498808224114
63299,"TX, Denton, 48121021637",48121021637,"+32.9942514,-096.8606829",0.362084076717943,0.0273736937799985,0.721077767453493,0.121202147773932,0.578682697864349
63300,"TX, Denton, 48121021638",48121021638,"+32.9946561,-096.8697722",0.377207172116432,0.0273736937799985,0.72043591684108,0.121202147773932,0.639816930070719
63301,"TX, Denton, 48121021715",48121021715,"+33.0617910,-097.0346004",0.375425233282281,0.0273736937799985,0.685344262823133,0.121202147773932,0.667780828752059
63302,"TX, Denton, 48121021716",48121021716,"+33.0525190,-097.0188524",0.376872253320581,0.0273736937799985,0.685344262823133,0.121202147773932,0.673568908905261
63303,"TX, Denton, 48121021717",48121021717,"+33.0498160,-097.0360666",0.361792034686135,0.0273736937799985,0.685344262823133,0.121202147773932,0.613248034367479
63304,"TX, Denton, 48121021718",48121021718,"+33.0965882,-097.1219545",0.402806205022879,0.0273736937799985,0.733024594030969,0.121202147773932,0.729624384506615
63305,"TX, Denton, 48121021719",48121021719,"+33.0852603,-097.0899639",0.390726288326625,0.0273736937799985,0.70534860691001,0.121202147773932,0.70898070484256
63306,"TX, Denton, 48121021720",48121021720,"+33.0657868,-097.0525080",0.367067628575773,0.0273736937799985,0.685344262823133,0.121202147773932,0.634350409926028
63307,"TX, Denton, 48121021721",48121021721,"+33.0554681,-097.0527855",0.353126465339123,0.0273736937799985,0.685344262823133,0.121202147773932,0.57858575697943
63308,"TX, Denton, 48121021722",48121021722,"+33.0449489,-097.0565458",0.375503849975538,0.0273736937799985,0.685344262823133,0.121202147773932,0.668095295525089
63309,"TX, Denton, 48121021723",48121021723,"+33.0238605,-097.0322970",0.345154259760464,0.0273736937799985,0.685344262823133,0.121202147773932,0.546696934664791
63310,"TX, Denton, 48121021724",48121021724,"+33.0288460,-097.0504478",0.379865007590971,0.0273736937799985,0.685344262823133,0.121202147773932,0.685539925986823
63311,"TX, Denton, 48121021725",48121021725,"+33.0264632,-097.0659816",0.373434989626661,0.0273736937799985,0.685344262823133,0.121202147773932,0.659819854129579
63312,"TX, Denton, 48121021726",48121021726,"+33.0168459,-097.0588079",0.371009103091863,0.0273736937799985,0.685344262823133,0.121202147773932,0.650116307990387
63313,"TX, Denton, 48121021727",48121021727,"+33.0008444,-097.0494052",0.392137164929477,0.0273736937799985,0.717364203195959,0.121202147773932,0.702608614968018
63314,"TX, Denton, 48121021728",48121021728,"+32.9979543,-097.0111203",0.363203943288587,0.0273736937799985,0.746224557518395,0.121202147773932,0.558015374082021
63315,"TX, Denton, 48121021729",48121021729,"+33.0146529,-097.0381436",0.371078262137811,0.0273736937799985,0.685344262823133,0.121202147773932,0.65039294417418
63316,"TX, Denton, 48121021730",48121021730,"+33.0157816,-097.0255228",0.372983386967648,0.0273736937799985,0.685344262823133,0.121202147773932,0.658013443493531
63317,"TX, Denton, 48121021731",48121021731,"+33.0123021,-097.0124797",0.373439718450315,0.0273736937799985,0.685344262823133,0.121202147773932,0.659838769424197
63318,"TX, Denton, 48121021732",48121021732,"+33.0135129,-096.9987734",0.379698285796056,0.0273736937799985,0.785545548607422,0.121202147773932,0.584671753022871
63319,"TX, Denton, 48121021733",48121021733,"+33.0072132,-096.9987144",0.382264000582478,0.0273736937799985,0.785679267485008,0.121202147773932,0.594800893290974
63320,"TX, Denton, 48121021734",48121021734,"+33.0118098,-096.9902903",0.38610869563098,0.0273736937799985,0.78854085146535,0.121202147773932,0.607318089504639
63321,"TX, Denton, 48121021735",48121021735,"+33.0077458,-096.9830573",0.392873868971809,0.0273736937799985,0.78854085146535,0.121202147773932,0.634378782867955
63322,"TX, Denton, 48121021736",48121021736,"+33.0005111,-096.9879614",0.378941443519238,0.0273736937799985,0.784873133680131,0.121202147773932,0.582316798842891
63323,"TX, Denton, 48121021737",48121021737,"+32.9931812,-096.9919451",0.369404433446196,0.0273736937799985,0.665122147992758,0.121202147773932,0.663919744238097
63324,"TX, Denton, 48121021738",48121021738,"+32.9959627,-096.9671793",0.385657171581043,0.0273736937799985,0.764471453499855,0.121202147773932,0.629581391270387
63325,"TX, Denton, 48121021739",48121021739,"+33.0193873,-096.9875048",0.392043369317474,0.0273736937799985,0.78854085146535,0.121202147773932,0.631056784250615
63326,"TX, Denton, 48121021740",48121021740,"+33.0223646,-097.0013819",0.397367245203778,0.0273736937799985,0.779016246841861,0.121202147773932,0.66187689241932
63327,"TX, Denton, 48121021741",48121021741,"+33.0233782,-097.0166682",0.355453046577175,0.0273736937799985,0.685344262823133,0.121202147773932,0.587892081931638
63328,"TX, Denton, 48121021742",48121021742,"+33.0333319,-097.0340775",0.379635659643724,0.0273736937799985,0.685344262823133,0.121202147773932,0.684622534197835
63329,"TX, Denton, 48121021743",48121021743,"+33.0387014,-097.0278504",0.350948842046191,0.0273736937799985,0.685344262823133,0.121202147773932,0.5698752638077
63330,"TX, Denton, 48121021744",48121021744,"+33.0396983,-097.0119091",0.349731169955137,0.0273736937799985,0.685344262823133,0.121202147773932,0.565004575443486
63331,"TX, Denton, 48121021745",48121021745,"+33.0317334,-097.0056860",0.376521458745132,0.0273736937799985,0.765877411984189,0.121202147773932,0.591632581442408
63332,"TX, Denton, 48121021746",48121021746,"+33.0672885,-097.1183894",0.388112642570631,0.0273736937799985,0.709532097508775,0.121202147773932,0.694342631219818
63333,"TX, Denton, 48121021747",48121021747,"+33.0567814,-097.0688708",0.380459657165534,0.0273736937799985,0.685344262823133,0.121202147773932,0.687918524285075
63334,"TX, Denton, 48121021748",48121021748,"+33.0452844,-097.0800992",0.376631674417154,0.0273736937799985,0.685344262823133,0.121202147773932,0.672606593291555
63335,"TX, Denton, 48121021749",48121021749,"+33.0550191,-097.1019043",0.382189491716062,0.0273736937799985,0.709795714724587,0.121202147773932,0.670386410585731
63336,"TX, Denton, 48121021750",48121021750,"+33.0254007,-097.1101449",0.391479664536917,0.0273736937799985,0.714682184565518,0.121202147773932,0.702660632028218
63337,"TX, Denton, 48121021751",48121021751,"+33.0281403,-097.0983774",0.383105043668638,0.0273736937799985,0.702586356953018,0.121202147773932,0.681257976167603
63338,"TX, Denton, 48121021752",48121021752,"+33.0243953,-097.0843270",0.377712210622225,0.0273736937799985,0.685344262823133,0.121202147773932,0.676928738111838
63339,"TX, Denton, 48121021753",48121021753,"+33.0052619,-097.0857879",0.39544463150754,0.0273736937799985,0.715729012350049,0.121202147773932,0.71747367212618
63340,"TX, Denton, 48121021800",48121021800,"+33.0991505,-096.8484150",0.372249407028042,0.0273736937799985,0.670085028620881,0.121202147773932,0.670336757937358
63341,"TX, Denton, 48121021900",48121021900,"+33.1276452,-096.8551045",0.387210943626967,0.0273736937799985,0.697035113263516,0.121202147773932,0.703232819690422
63342,"TX, DeWitt, 48123970100",48123970100,"+29.2286110,-097.1800862",0.525329956134048,0.198535212481355,0.902263380447727,0.0244784909006676,0.976042740706441
63343,"TX, DeWitt, 48123970200",48123970200,"+29.1698440,-097.4060010",0.525489932327575,0.198535212481355,0.902465869033786,0.0244784909006676,0.976480156894489
63344,"TX, DeWitt, 48123970300",48123970300,"+29.0935397,-097.1804048",0.513410122093201,0.198535212481355,0.841043057749461,0.0244784909006676,0.989583727241322
63345,"TX, DeWitt, 48123970400",48123970400,"+28.9648920,-097.3732597",0.500383062298505,0.198535212481355,0.792415232780443,0.0244784909006676,0.986103313031553
63346,"TX, DeWitt, 48123970500",48123970500,"+29.0028093,-097.5907814",0.524083030669577,0.198535212481355,0.892601236407293,0.0244784909006676,0.98071718288899
63347,"TX, Dickens, 48125950300",48125950300,"+33.6146663,-100.7860953",0.388359486251751,0.00586104573826251,0.59361962009636,0.176655624622308,0.777301654550075
63348,"TX, Dimmit, 48127950200",48127950200,"+28.4834113,-099.9714441",0.479289647598021,0.111241224376416,0.832037874293793,0.0563491451368665,0.917530346585009
