ToxPi Score,FIPS,Name,Source,Transportation!1!0x88cceeff,Communications!1!0x44aa99ff,Energy!1!0x117733ff,"Food, Water, and Waste Management!1!0x332288ff",Financial Services!1!0xddcc77ff,Dependent Care!1!0x999933ff,Governance!1!0xcc6677ff,Government Services!1!0x882255ff
0.410774437657342,17197880105,"IL, Will, 17197880105","+41.6978187,-088.1089208",0.459493197991101,0.212530968845343,0.227863753328332,0.856080471686908,0.330277025395019,0.540954755444746,0.331356193138653,0.327639135428631
0.441733047663035,17197880106,"IL, Will, 17197880106","+41.6999714,-088.0926211",0.460300189704853,0.471448530372212,0.227863753328332,0.975656921178674,0.336725419525593,0.53589499156706,0.364922053961066,0.161052521666493
0.470914271130462,17197880107,"IL, Will, 17197880107","+41.7065111,-088.0736419",0.696774662412726,0.448943537879557,0.227863753328332,0.873884784275933,0.355827352886057,0.581872845933857,0.373564168737388,0.208583063589851
0.482268939770834,17197880109,"IL, Will, 17197880109","+41.7223980,-088.0527029",0.615556402231732,0.403348673034689,0.227863753328332,0.95249753971616,0.313580044720976,0.750912957395322,0.326625623775797,0.267766523963663
0.466244185570709,17197880111,"IL, Will, 17197880111","+41.7007490,-088.0568454",0.348902671193037,0.447071375103967,0.227863753328332,0.835934392645167,0.559491046511852,0.659881205543741,0.380787112704853,0.270021927534719
0.56859232211159,17197880112,"IL, Will, 17197880112","+41.7028033,-088.0409939",0.670577857846085,0.56640822563618,0.227863753328332,0.975656921178674,0.483730447285238,0.829683948082423,0.348915784191522,0.445901639344262
0.550537604198395,17197880113,"IL, Will, 17197880113","+41.6940179,-088.0600423",0.644678609094149,0.590923708893515,0.59920183357315,0.814341928441455,0.530264445925732,0.630783896751485,0.432385621516421,0.16172078939125
0.487814194420645,17197880114,"IL, Will, 17197880114","+41.6852009,-088.0789597",0.272676093994445,0.829407805580538,0.504716281267984,0.975656921178674,0.337973791912438,0.555342084036078,0.328609638687682,0.0981309387073196
0.488314545748227,17197880115,"IL, Will, 17197880115","+41.6946384,-088.0778222",0.502441621355265,0.638589084336382,0.227863753328332,0.975656921178674,0.431229962972326,0.554711446799149,0.444896918398481,0.131126657617208
0.465247152546885,17197880116,"IL, Will, 17197880116","+41.7100616,-088.0582750",0.45733519036067,0.393365575052535,0.227863753328332,0.975656921178674,0.328138269761675,0.687702573879886,0.347602521651983,0.304312415161324
0.620301151480781,17197880117,"IL, Will, 17197880117","+41.7149491,-088.0410810",0.749407076055334,0.862294966922693,0.323037623301404,0.975656921178674,0.343357397830704,0.8826428100022,0.341163298877469,0.48484911767777
0.439952550091696,17197880118,"IL, Will, 17197880118","+41.7224528,-088.0957961",0.630508055952893,0.121666844507448,0.193457171523173,0.975656921178674,0.287657959276503,0.594250934956369,0.278811570454514,0.437610942883993
0.499366115777358,17197880119,"IL, Will, 17197880119","+41.7196473,-088.1355233",0.572693463251205,0.153456352915543,0.193457171523173,0.975656921178674,0.290007836710563,0.577898364742979,0.298898838868432,0.932859977028297
0.447086446129836,17197880120,"IL, Will, 17197880120","+41.6963282,-088.1254195",0.324870990390507,0.188897927792091,0.193457171523173,0.975656921178674,0.28531726105117,0.621661655789397,0.300727521651983,0.686102119661689
0.46884420883734,17197880121,"IL, Will, 17197880121","+41.6727954,-088.1197366",0.324870990390507,0.35045036216821,0.504967424200868,0.975656921178674,0.289686564405125,0.64451125614138,0.312066767020262,0.348543385193693
0.512425583060509,17197880202,"IL, Will, 17197880202","+41.6686851,-088.0496258",0.810672640532166,0.429332544087296,0.5446480075966,0.595051963758486,0.491078403871038,0.696780816895212,0.377595743522747,0.154244544220528
