row#,Name,FIPS,Source,ToxPi Score,Temperature,Storms,Wildfires,Droughts,Flooding,Precipitation
61669,"TX, Archer, 48009020100",48009020100,"33.7834399,-98.52597",0.46253357504829,0.612736844485275,0.588517873604425,0.831745526469786,0.639855305647421,9.58182191499555e-05,0.102250081863685
61670,"TX, Archer, 48009020200",48009020200,"33.6468145,-98.7818486",0.471403852434746,0.612736844485275,0.61624500665779,0.831113554025798,0.665981809356778,9.58182191499555e-05,0.102250081863685
61671,"TX, Archer, 48009020300",48009020300,"33.5235591,-98.5875742",0.467028359693158,0.612736844485275,0.613796988630544,0.835832739558619,0.637457685401676,9.58182191499555e-05,0.102250081863685
61703,"TX, Baylor, 48023950300",48023950300,"33.6188024,-99.2081888",0.4727780278228,0.632882751599757,0.614949298371402,0.841179774903877,0.581522258417154,9.58182191499555e-05,0.166038265425457
62269,"TX, Brown, 48049950100",48049950100,"31.9722689,-98.9991512",0.482371605841825,0.584837107588328,0.594637918672539,0.822518174212931,0.712555080501706,9.58182191499555e-05,0.179585535856294
62270,"TX, Brown, 48049950200",48049950200,"31.8423476,-99.1047331",0.500385608364512,0.578788692314337,0.588948069241012,0.833223413138273,0.782840667051162,9.58182191499555e-05,0.218416990223137
62271,"TX, Brown, 48049950300",48049950300,"31.7413525,-98.8472639",0.467965323899956,0.556521339060318,0.589378264877599,0.810652953393965,0.682920711507776,9.58182191499555e-05,0.168222856340927
62272,"TX, Brown, 48049950500",48049950500,"31.6819285,-99.1410522",0.5006483361539,0.579427809431815,0.565143910683192,0.837956483915351,0.802385889888375,9.58182191499555e-05,0.218880104785517
62273,"TX, Brown, 48049950600",48049950600,"31.7302058,-98.9950847",0.454443009969752,0.570054922605122,0.439936494929837,0.79795297614614,0.72945659984791,9.58182191499555e-05,0.189161248070356
62274,"TX, Brown, 48049950700",48049950700,"31.7180699,-98.971418",0.434142692107953,0.556521339060318,0.42627266209157,0.792078458953284,0.661665017982466,9.58182191499555e-05,0.168222856340927
62275,"TX, Brown, 48049950800",48049950800,"31.7059809,-98.9891955",0.422752403897465,0.556747375307351,0.382264672744034,0.766587062560021,0.662400165368663,9.58182191499555e-05,0.168419329185573
