row#,Name,FIPS,Source,ToxPi Score,Temperature,Storms,Wildfires,Droughts,Flooding,Precipitation
61683,"TX, Austin, 48015760300",48015760300,"+29.7925573,-096.2521104",0.41929385326376,0.39614022202137,0.718098944996415,0.763438951194273,0.433156886758031,9.58182191499555e-05,0.20483229639332
61684,"TX, Austin, 48015760400",48015760400,"+29.9608477,-096.4470209",0.412624519710328,0.424708098563825,0.722057769128342,0.716772959640028,0.415667695613745,9.58182191499555e-05,0.19644477709688
61685,"TX, Austin, 48015760501",48015760501,"+30.0308287,-096.2726070",0.428835492901712,0.470854623920696,0.713336064734201,0.705255113132292,0.517002702890205,9.58182191499555e-05,0.16646863451373
61686,"TX, Austin, 48015760502",48015760502,"+29.9392898,-096.1788755",0.413510838630994,0.410306605027655,0.708399057666701,0.728809800656031,0.433107583775859,9.58182191499555e-05,0.200346166440567
61687,"TX, Bailey, 48017950100",48017950100,"+34.0675209,-102.8303446",0.578984267066506,0.858198228497346,0.531650107548909,0.875574931116292,0.902263113359202,9.58182191499555e-05,0.306123403658137
61688,"TX, Bandera, 48019000101",48019000101,"+29.6824133,-099.1349521",0.517683138354985,0.505899590207744,0.656980436341289,0.825070104020624,0.903874091052478,9.58182191499555e-05,0.214178790288628
61689,"TX, Bandera, 48019000102",48019000102,"+29.7834036,-099.0515872",0.517279452437823,0.503326726287905,0.665686776605552,0.826512573638848,0.896907324904252,9.58182191499555e-05,0.211147494971231
61690,"TX, Bandera, 48019000200",48019000200,"+29.7597657,-099.3923979",0.525381567258806,0.508012688415955,0.689460206903616,0.824898417520657,0.918267798058316,9.58182191499555e-05,0.211554474435141
61691,"TX, Bandera, 48019000300",48019000300,"+29.6690170,-098.9230498",0.504125803371956,0.489624880649294,0.659536003277681,0.815308258169713,0.856302504346827,9.58182191499555e-05,0.20388735556907
61692,"TX, Bandera, 48019000400",48019000400,"+29.5802464,-098.9497483",0.472781772446692,0.482953699191897,0.589572877189389,0.752295703827274,0.818129836154208,9.58182191499555e-05,0.193642700098236
61693,"TX, Bastrop, 48021950100",48021950100,"+30.2837407,-097.3403844",0.456862301050057,0.505566594164713,0.665855782034211,0.766037086808583,0.637238771132533,9.58182191499555e-05,0.166379753941152
61694,"TX, Bastrop, 48021950200",48021950200,"+30.3542454,-097.3737427",0.441630662286056,0.505566594164713,0.604727030625832,0.754895137850453,0.618119638915036,9.58182191499555e-05,0.166379753941152
61695,"TX, Bastrop, 48021950300",48021950300,"+30.0824826,-097.4146099",0.452341258177378,0.504197126237803,0.662813684318345,0.766800025314289,0.610107681708086,9.58182191499555e-05,0.170033213266595
61696,"TX, Bastrop, 48021950400",48021950400,"+30.1078302,-097.3091595",0.440911186922865,0.505566594164713,0.611441155382567,0.733517983006002,0.628465816823606,9.58182191499555e-05,0.166379753941152
61697,"TX, Bastrop, 48021950501",48021950501,"+30.2176551,-097.2874520",0.449584104496062,0.505566594164713,0.647178121479054,0.752037523321118,0.626246815851184,9.58182191499555e-05,0.166379753941152
