row#,Name,FIPS,Source,ToxPi Score,Overall Physical Health,Mental Health & Deaths of Despair,Chronic Disease,Chronic Disease Prevention,Infectious Diseases,Child Health,Access to Care
23955,"IL, Will, 17197883517",17197883517,"41.5247272,-87.8991256",0.293887030948479,0.17994602649234,0.491729211801044,0.242617381297182,0.305652727516419,0.300685422086315,0.184106729928058,0.352471717517998
23956,"IL, Will, 17197883519",17197883519,"41.5467974,-87.8911082",0.340579269996325,0.266791185700454,0.471368975420981,0.390382635221823,0.418248224098646,0.300685422086315,0.184106729928058,0.352471717517998
23957,"IL, Will, 17197883521",17197883521,"41.5330369,-87.877679",0.283935529276198,0.167338474321383,0.487467676304413,0.204441960475527,0.291036724299692,0.300685422086315,0.184106729928058,0.352471717517998
23958,"IL, Will, 17197883522",17197883522,"41.5330603,-87.865675",0.29480517313743,0.155451942290921,0.445733480553322,0.318282684228205,0.306904235357191,0.300685422086315,0.184106729928058,0.352471717517998
23959,"IL, Will, 17197883602",17197883602,"41.4177306,-87.7408602",0.392098782469301,0.49924807899634,0.45539893937871,0.482434791227307,0.470345798150382,0.300685422086315,0.184106729928058,0.352471717517998
23960,"IL, Will, 17197883603",17197883603,"41.4581658,-87.6901498",0.433304336762704,0.655125766513078,0.424176271257005,0.604009162541504,0.512555287494974,0.300685422086315,0.184106729928058,0.352471717517998
23961,"IL, Will, 17197883605",17197883605,"41.4415696,-87.6842639",0.41658823425051,0.677257651397062,0.464019483736489,0.434686606941286,0.502890028146361,0.300685422086315,0.184106729928058,0.352471717517998
23962,"IL, Will, 17197883606",17197883606,"41.443025,-87.7104773",0.34653173538865,0.441923544397674,0.430601715445887,0.348829077854071,0.367103940490551,0.300685422086315,0.184106729928058,0.352471717517998
23963,"IL, Will, 17197883700",17197883700,"41.4654363,-87.6325717",0.500674625212634,0.79961133580998,0.519158216575794,0.658059347279045,0.690629607291248,0.300685422086315,0.184106729928058,0.352471717517998
23964,"IL, Will, 17197883803",17197883803,"41.4636983,-87.6618476",0.405937640481759,0.654645086419414,0.506736211001899,0.401208089907439,0.441710226511192,0.300685422086315,0.184106729928058,0.352471717517998
23965,"IL, Will, 17197883804",17197883804,"41.4530417,-87.6499786",0.397640236924589,0.515687338199647,0.499710330887599,0.436159551564074,0.494660568288433,0.300685422086315,0.184106729928058,0.352471717517998
23966,"IL, Will, 17197883806",17197883806,"41.4423273,-87.5525491",0.404910788198126,0.536638123424914,0.335167493715744,0.640629043714794,0.484676986999062,0.300685422086315,0.184106729928058,0.352471717517998
23967,"IL, Will, 17197883808",17197883808,"41.4049132,-87.5834553",0.418188285998791,0.5416440632575,0.287140417551512,0.763579998788606,0.497689652861547,0.300685422086315,0.184106729928058,0.352471717517998
