row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.Social,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.Economic,ClimateChange.ExtremeEvents
61669,"TX, Archer, 48009020100",48009020100,"33.7834399,-98.52597",0.461295458499354,0.31764130046031,0.340291792102828,0.554664710101083,0.357702775123167,0.47175695900774,0.705575761295289,0.481434911405058
61670,"TX, Archer, 48009020200",48009020200,"33.6468145,-98.7818486",0.511059079144091,0.47827431925238,0.455832204686706,0.639182171324635,0.342660106185901,0.472547850732365,0.691932287322733,0.496984614503916
61671,"TX, Archer, 48009020300",48009020300,"33.5235591,-98.5875742",0.510015805888326,0.474791541202633,0.614989130900718,0.503283789070382,0.315987053139056,0.471979504298219,0.69976529958114,0.489314323026134
61703,"TX, Baylor, 48023950300",48023950300,"33.6188024,-99.2081888",0.497522516639848,0.439279878344262,0.35849853267182,0.614961839331426,0.312531394344766,0.533116941733461,0.724875469542405,0.499393560510793
62269,"TX, Brown, 48049950100",48049950100,"31.9722689,-98.9991512",0.523466643983219,0.438607634479675,0.518406200060289,0.85896729794345,0.271179335171892,0.455153745037002,0.605741076859693,0.516211218330531
62270,"TX, Brown, 48049950200",48049950200,"31.8423476,-99.1047331",0.542514298577198,0.507108145445112,0.517345782678487,0.830056601758302,0.297154286081328,0.454736044645641,0.643409247704301,0.547789981727218
62271,"TX, Brown, 48049950300",48049950300,"31.7413525,-98.8472639",0.529491606871401,0.460540301392485,0.559969982880737,0.825796486297577,0.283723541254597,0.459231459513315,0.626222644194929,0.490956832566163
62272,"TX, Brown, 48049950500",48049950500,"31.6819285,-99.1410522",0.552712452126729,0.49578434896163,0.543510993395857,0.833020219920485,0.356602632496672,0.47592172883853,0.615896694567416,0.54825054670651
62273,"TX, Brown, 48049950600",48049950600,"31.7302058,-98.9950847",0.571698865168338,0.633752720623947,0.691866647620528,0.663360004603594,0.483348402121411,0.456081587709614,0.606230640125843,0.467252053373431
62274,"TX, Brown, 48049950700",48049950700,"31.7180699,-98.971418",0.552210855470175,0.538631656635495,0.699748755719174,0.635311370825092,0.500556570453562,0.473566172533153,0.585996110475599,0.43166535164915
62275,"TX, Brown, 48049950800",48049950800,"31.7059809,-98.9891955",0.53894271386653,0.567914730474019,0.662252688486105,0.600007036577714,0.546190781451212,0.467540958282427,0.516994762571406,0.411698039222828
62276,"TX, Brown, 48049950900",48049950900,"31.6927723,-98.9828173",0.508364517117727,0.534879608519341,0.598377717085581,0.521391324648178,0.399755096418978,0.472378750520069,0.618229452250363,0.413539670381581
