row#,Name,FIPS,Source,ToxPi Score,Socioeconomic Status,Housing Composition & Disability,Minority Status & Language,Housing & Transportation,HUD Foreclosure,Undocumented population
23966,"IL, Will, 17197883806",17197883806,"+41.4423894,-087.5520766",0.514168162239405,0.441535272767617,0.388072553626274,0.420972204490529,0.334462946393109,0.800919842312746,0.699046153846154
23967,"IL, Will, 17197883808",17197883808,"+41.4047362,-087.5837074",0.428812240245973,0.456536237912684,0.563725684925458,0.200502629880385,0.653062734911156,0,0.699046153846154
23968,"IL, Will, 17197883809",17197883809,"+41.4154505,-087.6522823",0.387966941450574,0.356413744433834,0.658938628437525,0.204643146517983,0.408759975467947,0,0.699046153846154
23969,"IL, Will, 17197883810",17197883810,"+41.4639300,-087.5979305",0.447125590044114,0.302138913408589,0.596988846398034,0.63718750187171,0.447392124740198,0,0.699046153846154
23970,"IL, Will, 17197883811",17197883811,"+41.4318330,-087.6007660",0.435536534580066,0.458555154011271,0.649911623439299,0.460564789805433,0.34514148637824,0,0.699046153846154
23971,"IL, Will, 17197883902",17197883902,"+41.3422595,-087.5987682",0.485801695918448,0.381179068891296,0.524095080189475,0.247325192791638,0.483458700817092,0.579705978975033,0.699046153846154
23972,"IL, Will, 17197883903",17197883903,"+41.3471365,-087.7372854",0.344650770356078,0.336551139693534,0.264998573310387,0.421972231034187,0.345336524252206,0,0.699046153846154
23973,"IL, Will, 17197883904",17197883904,"+41.3428328,-087.8483469",0.372188415709257,0.387665497456225,0.493774399489022,0.265349829895611,0.387294613568528,0,0.699046153846154
23974,"IL, Will, 17197884003",17197884003,"+41.2748541,-088.2278783",0.324497350381102,0.325150756127782,0.283274184006528,0.0957674718815661,0.543745536424583,0,0.699046153846154
23975,"IL, Will, 17197884004",17197884004,"+41.2329269,-088.2086799",0.390834061033861,0.511946819237717,0.615400264964772,0.106096681749206,0.412514446405315,0,0.699046153846154
23976,"IL, Will, 17197884005",17197884005,"+41.2266861,-088.1332343",0.315805515392659,0.317435098748642,0.455865003834115,0.0756348105524809,0.346852025374563,0,0.699046153846154
23977,"IL, Will, 17197884006",17197884006,"+41.2556502,-088.0626126",0.287313500731562,0.37805949314546,0.454789929994486,0.0564703297306948,0.13551509767258,0,0.699046153846154
23978,"IL, Will, 17197884101",17197884101,"+41.6175190,-088.0872794",0.500191353576314,0.576198837167283,0.589410191274928,0.620953488879218,0.515539450290301,0,0.699046153846154
23979,"IL, Will, 17197884103",17197884103,"+41.5846374,-088.0981820",0.413083096266259,0.516262033680184,0.510256496846197,0.689235437360679,0.0636984558643368,0,0.699046153846154
23980,"IL, Will, 17197980000",17197980000,"+41.3669283,-088.0990325",0.365509687494692,0.344359393488684,0.433856696012582,0.532993787492973,0.18280209412776,0,0.699046153846154
23981,"IL, Will, 17197980100",17197980100,"+41.5741289,-088.0998109",0.494152261140797,0.66078945995656,0.527877228596666,0.652690255012733,0.424510469432668,0,0.699046153846154
