ToxPi Score,FIPS,Name,Source,Overall Physical Health!1!0x88cceeff,Mental Health & Deaths of Despair!1!0x44aa99ff,Chronic Disease!1!0x117733ff,Chronic Disease Prevention!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,Child & Maternal Health!1!0x999933ff,Access to Care!1!0xcc6677ff
0.331217563632098,17197880105,"IL, Will, 17197880105","+41.6978187,-088.1089208",0.13868307388053,0.497107717249231,0.168975656492795,0.449424607289005,0.294501596592506,0.242319580740411,0.527510713180204
0.403447057725372,17197880106,"IL, Will, 17197880106","+41.6999714,-088.0926211",0.5021046921244,0.524824739001783,0.239286048598913,0.493530755781988,0.294501596592506,0.241156355067018,0.528725216910996
0.409483370878834,17197880107,"IL, Will, 17197880107","+41.7065111,-088.0736419",0.425010471959183,0.52710426976274,0.292353352532088,0.522434513289488,0.294501596592506,0.251726536186114,0.553252855829718
0.352026586775347,17197880109,"IL, Will, 17197880109","+41.7223980,-088.0527029",0.29600280167826,0.467363726382532,0.229457240555259,0.353817529454514,0.294501596592506,0.29058838868331,0.532454824081051
0.370561833444934,17197880111,"IL, Will, 17197880111","+41.7007490,-088.0568454",0.314708124180269,0.526540863012163,0.190618306361469,0.429424264849964,0.294501596592506,0.269660441568084,0.568479237550085
0.367499641933398,17197880112,"IL, Will, 17197880112","+41.7028033,-088.0409939",0.338302649920688,0.503551277212733,0.151011238429813,0.399356214602742,0.294501596592506,0.308697620833443,0.577076895941861
0.461889860149167,17197880113,"IL, Will, 17197880113","+41.6940179,-088.0600423",0.521208292418302,0.552813750220131,0.234134872170432,0.566885003262683,0.294501596592506,0.262971051028917,0.800714455351196
0.437889190797812,17197880114,"IL, Will, 17197880114","+41.6852009,-088.0789597",0.49383699451338,0.515023404323631,0.21166076571095,0.56041671026423,0.294501596592506,0.245627187655191,0.744157676524793
0.430942498659306,17197880115,"IL, Will, 17197880115","+41.6946384,-088.0778222",0.453432399211685,0.510402821374929,0.262269491049452,0.50605070761223,0.294501596592506,0.245482205904594,0.744458268869745
0.415814767246091,17197880116,"IL, Will, 17197880116","+41.7100616,-088.0582750",0.489215598755725,0.489987421591069,0.327012978431686,0.476724608620713,0.294501596592506,0.276056496937439,0.557204669793503
0.451135816947647,17197880117,"IL, Will, 17197880117","+41.7149491,-088.0410810",0.49128252315848,0.392459770284192,0.481250929194038,0.585546028563221,0.294501596592506,0.320872716214961,0.592037154626132
0.259601279380133,17197880118,"IL, Will, 17197880118","+41.7224528,-088.0957961",0.0310038660413248,0.444519849225492,0.141493538315832,0.215700449546363,0.294501596592506,0.254572224500155,0.435417431439259
0.291979188334976,17197880119,"IL, Will, 17197880119","+41.7196473,-088.1355233",0.227931633556964,0.439866886578481,0.158227290497718,0.224624791445112,0.294501596592506,0.250812813990492,0.447889305683562
0.261980020420264,17197880120,"IL, Will, 17197880120","+41.6963282,-088.1254195",0.161570313197415,0.462895328015882,0.0753899861790991,0.24028376781872,0.294501596592506,0.260873873148191,0.338345277990032
0.268092456097027,17197880121,"IL, Will, 17197880121","+41.6727954,-088.1197366",0.157731739306585,0.471330239425391,0.0694348848350027,0.274754062183125,0.294501596592506,0.266126932855863,0.342767737480716
0.428781059621406,17197880202,"IL, Will, 17197880202","+41.6686851,-088.0496258",0.468869097076778,0.534538648494499,0.362426972231552,0.526775879354921,0.294501596592506,0.27814355981231,0.536211663787275
0.470544892694585,17197880203,"IL, Will, 17197880203","+41.6473647,-088.0887238",0.537462146442624,0.577169759288203,0.399407518349862,0.594820419259533,0.294501596592506,0.306266647759482,0.584186161169885
0.40484887303207,17197880204,"IL, Will, 17197880204","+41.6451150,-088.1150335",0.350635527752408,0.418389432690084,0.457642517716633,0.423770215793669,0.294501596592506,0.331308030589316,0.557694790089874
0.278242809375326,17197880303,"IL, Will, 17197880303","+41.7179438,-088.1770495",0.0539735076599806,0.469772775936725,0.166261033318833,0.256576256418354,0.294501596592506,0.247073633492541,0.459540862208339
0.264274038642624,17197880304,"IL, Will, 17197880304","+41.7183114,-088.1575735",0.10673844822732,0.458624445808917,0.10148175475885,0.203707473351584,0.294501596592506,0.241318195160707,0.443546356598486
0.276705667256382,17197880305,"IL, Will, 17197880305","+41.7020901,-088.1765105",0.147843463094069,0.460803599505117,0.0910637688660804,0.22052693758668,0.294501596592506,0.25600855533165,0.466191749818575
0.265155341137804,17197880306,"IL, Will, 17197880306","+41.6963631,-088.1571949",0.259972395228907,0.437826965585011,0.0538794883513482,0.230556596612517,0.294501596592506,0.272715173336474,0.306635172257864
0.290076487715731,17197880307,"IL, Will, 17197880307","+41.7171871,-088.1987800",0.134878834282104,0.465029150134449,0.100416278928908,0.277801769648867,0.294501596592506,0.247356853656497,0.510550930766787
0.260629213782232,17197880308,"IL, Will, 17197880308","+41.6615464,-088.1708955",0.133402459708708,0.45884786572725,0.101787356353485,0.235341230992255,0.294501596592506,0.300086379181713,0.300437607919707
0.289495609415136,17197880309,"IL, Will, 17197880309","+41.6953526,-088.1955544",0.26300067981899,0.459832208555845,0.0753404291637529,0.208929668728277,0.294501596592506,0.263527376350975,0.461337306695604
0.269678674118679,17197880310,"IL, Will, 17197880310","+41.6602944,-088.2175072",0.251835167929024,0.479677725649466,0.0527286643283097,0.228787328233528,0.294501596592506,0.273585063840055,0.306635172257864
