row#,Name,FIPS,Source,ToxPi Score,Communications,Energy,"Food, Water, and Waste Management",Financial Services,Dependent Care,Governance,Government Services
62436,"TX, Clay, 48077030302",48077030302,"33.6448014,-98.1916271",0.622023418965286,0.697170850645613,0.434463293260352,0.140131773035697,0.617436613387326,0.918618464471658,0.814840379743974,0.731502558212384
62440,"TX, Coleman, 48083950300",48083950300,"31.8284934,-99.393105",0.619908845238053,0.418887700519975,0.714528179587292,0.432039597132803,0.745009256272342,0.731011219476424,0.863240458822149,0.434645504855383
62441,"TX, Coleman, 48083950600",48083950600,"31.9558857,-99.4506778",0.741679284176437,0.448305488874498,0.738310810253221,1,0.59363033555438,0.845288553200851,0.780441373869596,0.78577842748251
62442,"TX, Coleman, 48083950700",48083950700,"31.6497778,-99.4663176",0.712491861021382,0.557749556871309,0.738310810253221,0.640541515062117,0.672130928585943,0.982679474957835,0.855819819418624,0.540210922000627
62625,"TX, Comanche, 48093950100",48093950100,"32.110318,-98.5976725",0.662141441456915,0.685110054635828,0.435304320723875,0.585501424724046,0.682136266098151,0.876879078976315,0.787120655387897,0.582938289652292
62626,"TX, Comanche, 48093950200",48093950200,"31.9169411,-98.6637063",0.5853513049935,0.721087591967625,0.390879371539806,0.191335136240328,0.606146186653367,0.812495416880546,0.713888617430373,0.661626814242456
62627,"TX, Comanche, 48093950300",48093950300,"31.9056761,-98.5847547",0.615386922316113,0.544826661344721,0.435304320723875,0.848129818729286,0.684559577202025,0.662902397888099,0.788892853761146,0.343092826563642
62628,"TX, Comanche, 48093950400",48093950400,"31.8550383,-98.3741211",0.719425116496978,0.519665263572703,0.459086951389805,0.640541515062117,0.651950438200081,1,0.764731647254142,1
62657,"TX, Cottle, 48101950100",48101950100,"34.0919063,-100.2764416",0.716770661734294,0.602313747810982,0.738310810253221,0.504909118902949,0.707255170779029,1,0.885551800891738,0.579053983502141
63355,"TX, Eastland, 48133950100",48133950100,"32.4328061,-98.5750045",0.663348187228417,0.652462134519588,0.571311619679269,0.399818091792565,0.689663217254124,0.868856786683288,0.905702614267246,0.55562284640284
63356,"TX, Eastland, 48133950200",48133950200,"32.417369,-98.8061548",0.720210204260636,0.758123182186288,0.536492536431717,0.848129818729286,0.709109370941842,0.772002639876806,0.818511866413654,0.599102015244858
63357,"TX, Eastland, 48133950300",48133950300,"32.3922949,-99.014021",0.61983016887352,0.549855826654207,0.492067587247648,0.347515959320433,0.708962503602213,0.87354990100462,0.791752377032723,0.575107027252793
63358,"TX, Eastland, 48133950400",48133950400,"32.1532269,-98.9899396",0.700660164182852,0.707294523714154,0.571311619679269,0.188618200928064,0.747414208958763,0.85325218156486,0.910051913860558,0.926678500574292
63359,"TX, Eastland, 48133950500",48133950500,"32.2509271,-98.7127383",0.835981449122003,0.63998540825263,0.576255866694178,1,0.72713733688127,1,0.908491532025945,1
63611,"TX, Fisher, 48151950300",48151950300,"32.6420058,-100.3982035",0.853864068373177,0.716672565819718,0.670103230403223,1,0.753454128300995,0.970888025225489,0.865930528862818,1
63612,"TX, Fisher, 48151950400",48151950400,"32.854216,-100.3931655",0.725033739632776,0.693576219485764,0.670103230403223,0.585501424724046,0.771615192766962,0.885268020825695,0.882078009658118,0.587094079565626
63615,"TX, Foard, 48155950100",48155950100,"33.9633063,-99.8168285",0.709493511424396,0.554609201099339,0.714528179587292,0.640541515062117,0.73256683884317,0.877143066656889,0.870371615622872,0.576694163099092
63898,"TX, Hardeman, 48197950100",48197950100,"34.2899036,-99.7456973",0.66179106765304,0.54901862327673,0.49120598745084,0.542400104893959,0.712638776697295,0.877245728532668,0.884273841108638,0.575754411611152
64711,"TX, Haskell, 48207950300",48207950300,"33.120371,-99.6317724",0.658581411582025,0.524344988092489,0.380598149279126,0.640541515062117,0.709706019509084,0.875309818875119,0.895733115848809,0.583836274407434
64712,"TX, Haskell, 48207950400",48207950400,"33.367944,-99.9894914",0.628571709375229,0.652048514350192,0.271800290301082,0.188618200928064,0.765231053097475,0.911784116741219,0.914853088736292,0.695666701472277
64951,"TX, Jack, 48237950100",48237950100,"33.2988863,-98.1569667",0.58238813746447,0.44631904300023,0.277130198957164,0.548076685865947,0.622540253439425,0.801862579746279,0.705712499039049,0.675075702203195
64952,"TX, Jack, 48237950300",48237950300,"33.2126831,-98.1637272",0.546127419955816,0.493124416543189,0.277130198957164,0.572242814871126,0.747308648058405,0.679474957835301,0.743451145672578,0.31015975775295
64953,"TX, Jack, 48237950500",48237950500,"33.0153528,-98.428315",0.794260250115109,0.593809871650495,0.521104538954688,1,0.599169988021001,1,0.845737352179582,1
65076,"TX, Jones, 48253020101",48253020101,"32.5690339,-99.7093182",0.713436470848869,0.542293695230137,0.605730320609248,0.640541515062117,0.675293165992324,0.815912590745765,0.714284008302492,1
65077,"TX, Jones, 48253020102",48253020102,"32.5487573,-99.6251588",0.773563473817094,0.5,0.50461575868613,1,0.472451011547577,1,0.937877546485953,1
65078,"TX, Jones, 48253020200",48253020200,"32.751904,-99.8938217",0.561922652337787,0.409735011431778,0.714528179587292,0.226042939786163,0.73116241990797,0.666378235682335,0.833706172785095,0.351905607183878
65079,"TX, Jones, 48253020300",48253020300,"32.841051,-100.0707215",0.746787707310183,0.627968331410074,0.508544638106588,0.627242920278445,0.77101854419972,0.854924103541835,0.837815413634621,1
65080,"TX, Jones, 48253020400",48253020400,"32.905538,-99.7880548",0.661963161492352,0.488495696691023,0.714528179587292,0.627242920278445,0.747964961482371,0.72461685121361,0.815638222039501,0.515255299154224
65081,"TX, Jones, 48253020500",48253020500,"32.7000063,-99.881746",0.726310873097741,0.446712677769763,0.605730320609248,1,0.644946701941535,0.794133607098335,0.811698434420883,0.780954369844419
65112,"TX, Kent, 48263950100",48263950100,"33.1847797,-100.7697199",0.785352639941776,0.816261593829795,0.574621982770978,1,0.715640377950957,0.874033878419007,0.937877546485953,0.579033100135742
65133,"TX, Knox, 48275950100",48275950100,"33.6218968,-99.7825399",0.695882095251064,0.738379959781311,0.457642545092631,0.188618200928064,0.738707729481397,0.852841534061744,0.894984697412298,1
65134,"TX, Knox, 48275950200",48275950200,"33.4841615,-99.5995843",0.601580574824115,0.557279011183943,0.457642545092631,0.145450633965066,0.74153492576925,0.874532521815649,0.860352693345421,0.574271692596847
65409,"TX, Mitchell, 48335950200",48335950200,"32.4152718,-100.851471",0.676012569761899,0.659591888001105,0.624117401350619,0.432039597132803,0.767300964665368,0.875705800395982,0.799102410923369,0.574229925864049
65410,"TX, Mitchell, 48335950400",48335950400,"32.2658166,-100.910502",0.776497170223767,0.582531751990143,0.623056673691809,0.640541515062117,0.735931018841541,1,0.853419231980757,1
65411,"TX, Montague, 48337950100",48337950100,"33.7600128,-97.5734992",0.748130892749103,0.601073332570466,0.714528179587292,1,0.620998146373323,1,0.771382686567291,0.528933904145348
65412,"TX, Montague, 48337950200",48337950200,"33.8428142,-97.7843399",0.733681757712492,0.623990444591077,0.670103230403223,1,0.655158571650096,0.716139913470705,0.835880822581751,0.634499321290592
65413,"TX, Montague, 48337950300",48337950300,"33.7867517,-97.7291848",0.600150922127395,0.537151467990223,0.738310810253221,0.627242920278445,0.754018649637693,0.490401114614651,0.843823942780576,0.210107549336953
65414,"TX, Montague, 48337950400",48337950400,"33.5846759,-97.7733166",0.655355797485903,0.569959185229594,0.670103230403223,0.538081338515586,0.598646773123574,0.723956882012173,0.782806658551024,0.703936514566148
65415,"TX, Montague, 48337950500",48337950500,"33.5609483,-97.843845",0.620341617059438,0.471438662032223,0.670103230403223,0.791498082070686,0.721322308152844,0.635183691427733,0.758786663069776,0.29405868225958
65416,"TX, Montague, 48337950600",48337950600,"33.585641,-97.6326462",0.751388196186429,0.477825872926419,0.670103230403223,1,0.619180663045417,0.889887805235756,0.756421378388349,0.846298423305837
65511,"TX, Nolan, 48353950100",48353950100,"32.4442471,-100.3446966",0.645170282025228,0.512073427979185,0.207057737366466,0.911223842942168,0.699797063688507,0.74569186771284,0.717115289368918,0.723232745118513
65512,"TX, Nolan, 48353950200",48353950200,"32.4828094,-100.3972167",0.579061107999697,0.703457099072143,0.207057737366466,0.848129818729286,0.777251226925215,0.49769010779497,0.760700072468782,0.259141693641015
65513,"TX, Nolan, 48353950300",48353950300,"32.4686718,-100.421267",0.612449998488676,0.520003935817282,0.358103262439445,0.821561209062774,0.785484977153151,0.643953948815722,0.87797582935988,0.280066826772476
65514,"TX, Nolan, 48353950400",48353950400,"32.4630189,-100.3932368",0.601269134868365,0.475551467166501,0.33963822701044,0.882895127122701,0.765157619427661,0.543565300285987,0.889661041741263,0.312415161324005
65515,"TX, Nolan, 48353950500",48353950500,"32.2671635,-100.418308",0.669510686101134,0.360341002148395,0.271430647160441,0.640541515062117,0.720216213501265,1,0.766991023666252,0.927054401169469
65770,"TX, Runnels, 48399950100",48399950100,"31.9739648,-99.9894106",0.615158318491727,0.418909276111681,0.714528179587292,0.317568459739853,0.699136160660178,0.759360563173719,0.737965097321923,0.658640492847447
65771,"TX, Runnels, 48399950200",48399950200,"31.9557748,-99.9674619",0.62483541554293,0.519603182464578,0.714528179587292,0.677026944677736,0.771812545754588,0.600278653662829,0.845991532025945,0.244606870627545
65772,"TX, Runnels, 48399950500",48399950500,"31.6651284,-100.0562528",0.844120034253147,0.675862123629653,0.714528179587292,1,0.735495006427018,1,0.782954930128068,1
65773,"TX, Runnels, 48399950600",48399950600,"31.7761641,-99.8944628",0.659630488768082,0.693634478247746,0.714528179587292,0.399818091792565,0.732924827983515,0.693598298746059,0.800493339527074,0.582416205492325
65816,"TX, Scurry, 48415950100",48415950100,"32.8518937,-100.8317486",0.662337836310492,0.383199770145475,0.29128846996753,1,0.753100728765014,0.800645303219183,0.847516611104119,0.560613970972121
65817,"TX, Scurry, 48415950200",48415950200,"32.7266548,-101.0847575",0.721546811216947,0.436584728596146,0.226915560173555,1,0.767383577543909,0.940412114101342,0.760580043096889,0.918951655006787
65818,"TX, Scurry, 48415950300",48415950300,"32.7002209,-100.936898",0.589114844789815,0.51781055400157,0.226915560173555,0.911223842942168,0.774217498441009,0.521815648603065,0.694239103196302,0.477581706171035
65819,"TX, Scurry, 48415950600",48415950600,"32.6250902,-100.8078646",0.595411182115928,0.442251526287672,0.29128846996753,0.523436642184817,0.744284098782925,0.617819168438806,0.885396468763405,0.663401900386342
65820,"TX, Shackelford, 48417950300",48417950300,"32.7438198,-99.3470045",0.609550010726407,0.649214531701279,0.360965278003653,0.169643025172404,0.728899744956815,1,0.781182731754819,0.576944763495876
65886,"TX, Stephens, 48429950200",48429950200,"32.7531067,-98.9386882",0.709218173847149,0.488394520313416,0.714528179587292,0.882895127122701,0.755813184943782,0.91866246241842,0.758144152902583,0.44608958964185
65887,"TX, Stephens, 48429950300",48429950300,"32.7423546,-98.8743189",0.701429069897119,0.450607035141499,0.738310810253221,0.848129818729286,0.767544213696628,0.804502456552028,0.874261979382474,0.426647175524695
65888,"TX, Stephens, 48429950500",48429950500,"32.7360198,-98.8257079",0.786136673667633,0.616792921439366,0.714528179587292,1,0.61324171499918,0.92821001686588,0.861884832974883,0.768299049806829
65890,"TX, Stonewall, 48433950300",48433950300,"33.1795797,-100.2538069",0.672736767910362,0.616451205718118,0.508544638106588,0.504909118902949,0.738831648799209,0.877231062550414,0.881880314222059,0.581309387073196
66252,"TX, Taylor, 48441010100",48441010100,"32.4703598,-99.7043053",0.577031470695101,0.683800066786522,0.273550591920675,0.706974444258316,0.659009249710987,0.334531055217423,0.6826809807381,0.698673906233685
66253,"TX, Taylor, 48441010200",48441010200,"32.4810093,-99.7294294",0.610124821321781,0.515545692882263,0.341758171770674,0.882895127122701,0.722171384960073,0.256229375962455,0.9132221013888,0.639051895165501
66254,"TX, Taylor, 48441010300",48441010300,"32.4835952,-99.7525543",0.659870452908281,0.557540851258394,0.317975541104744,1,0.777944257184088,0.275764464324998,0.902878393752108,0.786989662733633
66255,"TX, Taylor, 48441010400",48441010400,"32.4743688,-99.7486056",0.597207381265211,0.505038268404619,0.317975541104744,1,0.781358922830456,0.23235315685268,0.894441034963134,0.449284744700846
66256,"TX, Taylor, 48441010500",48441010500,"32.4744604,-99.7668545",0.641542821996635,0.477961093670109,0.317975541104744,1,0.797505150980891,0.29043044657916,0.83821080450674,0.768716717134802
66257,"TX, Taylor, 48441010600",48441010600,"32.4658221,-99.7696788",0.588793792700443,0.489621822141768,0.209177682126701,0.848129818729286,0.804086643638004,0.302251228276014,0.775400140250075,0.692889213741255
66258,"TX, Taylor, 48441010700",48441010700,"32.4655403,-99.7489471",0.562923897251334,0.481096911387472,0.317975541104744,0.911223842942168,0.800690336409089,0.216264574319865,0.895245937809948,0.31797013678605
66259,"TX, Taylor, 48441010800",48441010800,"32.4657304,-99.7285941",0.56922503768208,0.500944408083839,0.352794624352296,0.911223842942168,0.779536849898187,0.2111021485664,0.931636019147499,0.29733737078417
66260,"TX, Taylor, 48441010900",48441010900,"32.4480211,-99.7032382",0.544114077469329,0.411755253680833,0.273550591920675,0.911223842942168,0.721891419093906,0.338461538461539,0.686112408663993,0.465803487522189
66261,"TX, Taylor, 48441011000",48441011000,"32.454661,-99.7319459",0.546299984366656,0.531128069632714,0.341758171770674,0.911223842942168,0.70920116302911,0.205910390848427,0.93569583613801,0.189182416205492
66262,"TX, Taylor, 48441011200",48441011200,"32.4556264,-99.7493851",0.534621277118207,0.506188500540222,0.317975541104744,0.759276576730448,0.769164344036907,0.226076116447899,0.913610431709632,0.250057429257596
66263,"TX, Taylor, 48441011300",48441011300,"32.4565659,-99.7715276",0.594808110659438,0.527145270678431,0.273550591920675,0.848129818729286,0.797445486124167,0.340221456332038,0.792409008302492,0.584755142528976
66264,"TX, Taylor, 48441011400",48441011400,"32.4420784,-99.7789804",0.635551478633268,0.481689241854833,0.209177682126701,0.965440251449266,0.805642519517196,0.433834421060351,0.768509042193139,0.784567192231388
66265,"TX, Taylor, 48441011500",48441011500,"32.4411687,-99.7648247",0.605483245218226,0.772921989958222,0.209177682126701,0.965440251449266,0.790079171120913,0.329837940896092,0.752276834782384,0.418648846194006
66266,"TX, Taylor, 48441011600",48441011600,"32.4377393,-99.7511767",0.536500525509187,0.653262903299678,0.273550591920675,0.821561209062774,0.734072229074364,0.265894258267948,0.712038752992958,0.295123733945912
66267,"TX, Taylor, 48441011700",48441011700,"32.446236,-99.7415868",0.544229879259827,0.504353051471318,0.317975541104744,0.911223842942168,0.744380480474557,0.228715993253648,0.898804455659022,0.204155789913334
66268,"TX, Taylor, 48441011900",48441011900,"32.4371201,-99.7347534",0.575100718469991,0.50526270366808,0.352794624352296,1,0.770109802535767,0.25395614871306,0.909917763386089,0.233663986634646
66269,"TX, Taylor, 48441012000",48441012000,"32.4148055,-99.7052415",0.548352112344815,0.378942611976402,0.137805365478874,1,0.620828331011877,0.469238102221896,0.551291181822601,0.680359193902057
66270,"TX, Taylor, 48441012100",48441012100,"32.4202211,-99.7182655",0.598157058247095,0.5,0.108063120203583,1,0.472451011547577,0.475045831194544,0.937877546485953,0.693661898298006
66271,"TX, Taylor, 48441012200",48441012200,"32.4098158,-99.7340673",0.646499162929576,0.533139582983634,0.317975541104744,1,0.801741355808307,0.371445332551148,0.894864668040405,0.606327660018795
66272,"TX, Taylor, 48441012300",48441012300,"32.4241912,-99.7508217",0.598660744580716,0.467592452426502,0.317975541104744,0.941608157188445,0.793158795648753,0.35566473564567,0.837398841108638,0.477226688942258
66273,"TX, Taylor, 48441012400",48441012400,"32.40584,-99.7514832",0.633011395065268,0.548914419009149,0.273550591920675,0.882895127122701,0.791258699442306,0.346659822541615,0.718781579472849,0.869019525947583
66274,"TX, Taylor, 48441012500",48441012500,"32.4198279,-99.764738",0.64318700480105,0.669689570721069,0.209177682126701,0.965440251449266,0.782015236254422,0.383427440052798,0.709871163747589,0.782687689255508
66275,"TX, Taylor, 48441012600",48441012600,"32.4238105,-99.7751878",0.572316519635161,0.299330709621403,0.137805365478874,0.882895127122701,0.793461709536737,0.412216763217717,0.62165663595726,0.858849326511434
66276,"TX, Taylor, 48441012700",48441012700,"32.3841999,-99.7592801",0.499135417992602,0.440863006387938,0.137805365478874,0.488671333791403,0.508695117205333,0.312884065410281,0.605029037674386,1
66277,"TX, Taylor, 48441012801",48441012801,"32.4009827,-99.7689618",0.591832768337595,0.458618789557639,0.209177682126701,1,0.506459979880358,0.365725599472025,0.602847327326442,1
66278,"TX, Taylor, 48441012802",48441012802,"32.4080683,-99.7876489",0.681887605638761,0.615332106493561,0.209177682126701,1,0.544058018825316,0.540720099728679,0.86392533229707,1
66279,"TX, Taylor, 48441012900",48441012900,"32.4197423,-99.8205423",0.712100790066054,0.417931245433072,0.209177682126701,1,0.509782853439458,0.909936202977194,0.937877546485953,1
66280,"TX, Taylor, 48441013000",48441013000,"32.4238762,-99.8424753",0.646926663228252,0.5,0.108063120203583,1,0.562531176387994,0.85053897484784,0.507353371158344,1
66281,"TX, Taylor, 48441013100",48441013100,"32.456686,-99.8140366",0.702162413405116,0.49676878949941,0.341758171770674,0.882895127122701,0.723020461767302,0.602317225196158,0.88692154784158,0.981455570637987
66282,"TX, Taylor, 48441013200",48441013200,"32.4874986,-99.8325354",0.650270617268013,0.486098148480188,0.273550591920675,0.640541515062117,0.573638018947417,0.684329397961428,0.903739781009225,0.98999686749504
66283,"TX, Taylor, 48441013300",48441013300,"32.4922967,-99.681792",0.602887651004105,0.43308855160926,0.209177682126701,0.821561209062774,0.544801534732186,0.590965754931437,0.670550953625583,0.950067870940796
66284,"TX, Taylor, 48441013401",48441013401,"32.4237274,-99.7997936",0.64560708930443,0.322469599373984,0.273550591920675,1,0.582615285082224,0.629302632543815,0.71131151621031,1
66285,"TX, Taylor, 48441013402",48441013402,"32.3627667,-99.8173342",0.619838851122881,0.514970356797794,0.137805365478874,1,0.516414831744568,0.60620371049351,0.56347769334542,1
66286,"TX, Taylor, 48441013404",48441013404,"32.3579439,-99.6864126",0.574821760357167,0.158228447675159,0.137805365478874,1,0.510200507436527,0.624286866612891,0.602148332748945,0.991082802547771
66287,"TX, Taylor, 48441013500",48441013500,"32.2028127,-99.8614564",0.6447856330712,0.494775540498065,0.209177682126701,0.542400104893959,0.583753506964347,0.951308938916184,0.732083658099148,1
66288,"TX, Taylor, 48441013600",48441013600,"32.3991003,-100.0146292",0.601340647794447,0.457563959976027,0.273550591920675,0.432039597132803,0.716227847309472,0.877832367822835,0.870505766097341,0.581664404301974
66289,"TX, Taylor, 48441980000",48441980000,"32.4113064,-99.684058",0.67595454374465,0.5,0.108063120203583,1,0.472451011547577,0.757541981374203,0.937877546485953,0.955748146601232
66294,"TX, Throckmorton, 48447950300",48447950300,"33.1706954,-99.205796",0.775313961321503,0.588566322867338,0.670103230403223,1,0.712638776697295,1,0.870152738532949,0.585736660749713
66712,"TX, Wichita, 48485010100",48485010100,"33.9036917,-98.4860405",0.624742696887753,0.493497298209972,0.696787265583401,1,0.738088132892338,0.296047517782504,0.937877546485953,0.210901117260102
66713,"TX, Wichita, 48485010200",48485010200,"33.9060716,-98.4988911",0.601544972992685,0.488423706632371,0.696787265583401,0.941608157188445,0.746597259382078,0.289858473271247,0.816549033155633,0.230990915735617
66714,"TX, Wichita, 48485010400",48485010400,"33.9211714,-98.4759061",0.614392242403776,0.523893108751845,0.704215848430784,0.640541515062117,0.781501200565722,0.45089095842194,0.931226507172804,0.268476558421217
66715,"TX, Wichita, 48485010600",48485010600,"33.8908955,-98.4973506",0.613681277547659,0.470423366241287,0.661968182335849,1,0.750603983991325,0.224697514116008,0.84358388403679,0.344492012112353
66716,"TX, Wichita, 48485010700",48485010700,"33.8954766,-98.5107848",0.628914310027779,0.498627451228265,0.685750813001779,0.941608157188445,0.77644804616162,0.245831194544255,0.86664364454289,0.387490863527201
66717,"TX, Wichita, 48485010800",48485010800,"33.8947558,-98.5201818",0.669440056053087,0.506548426522888,0.696787265583401,0.965440251449266,0.737633762060361,0.264471657989294,0.882078009658118,0.63312101910828
66718,"TX, Wichita, 48485010900",48485010900,"33.9035146,-98.5255606",0.623095102148667,0.34591911043823,0.61754323315178,1,0.725664073880619,0.357527315391948,0.696279602518489,0.618732379659601
66719,"TX, Wichita, 48485011000",48485011000,"33.9111676,-98.5148874",0.648771739030477,0.492223288407474,0.685750813001779,0.984133349643065,0.778017690853902,0.367632177165066,0.861482381551476,0.372162472590582
66720,"TX, Wichita, 48485011100",48485011100,"33.9302213,-98.5047001",0.682118712657804,0.494104176647027,0.696787265583401,1,0.789675285936934,0.467800835960989,0.924187137538823,0.402276286937454
66721,"TX, Wichita, 48485011200",48485011200,"33.9900666,-98.4655136",0.681450039698512,0.483208549014089,0.661968182335849,0.640541515062117,0.71912847726714,0.743418640463445,0.824965210290744,0.696919703456197
66722,"TX, Wichita, 48485011300",48485011300,"33.9134831,-98.4397851",0.744902209477559,0.478022264817677,0.685750813001779,1,0.722836877592766,0.711974774510523,0.937877546485953,0.677853189934217
66723,"TX, Wichita, 48485011400",48485011400,"33.8942159,-98.4646726",0.644676108386601,0.362374301976678,0.685750813001779,1,0.790235217669268,0.366356236708954,0.861884832974883,0.446131356374648
66724,"TX, Wichita, 48485011500",48485011500,"33.8561524,-98.4548602",0.701607762388067,0.413421215820357,0.61754323315178,1,0.734127304326725,0.543022658942583,0.77043657269472,0.832703351780307
66725,"TX, Wichita, 48485011600",48485011600,"33.8616293,-98.4937934",0.633287558285024,0.480001759258629,0.61754323315178,1,0.602837081907356,0.286250641636724,0.786591114041308,0.659789077999374
66726,"TX, Wichita, 48485011700",48485011700,"33.8699053,-98.5003445",0.648453819969878,0.543276918022947,0.553170323357806,1,0.745307580555963,0.218640463445039,0.639583375677097,0.839198078730291
66727,"TX, Wichita, 48485011800",48485011800,"33.8614164,-98.5055312",0.638992043158296,0.305284909334482,0.553170323357806,1,0.795963043914789,0.248309745545208,0.644561064335027,0.925655215620758
66728,"TX, Wichita, 48485011900",48485011900,"33.8772664,-98.5116034",0.554341057087091,0.226510454975016,0.553170323357806,1,0.689029851851975,0.207142333357777,0.4977369003043,0.706797535762765
66729,"TX, Wichita, 48485012000",48485012000,"33.8663954,-98.5268181",0.639751574891122,0.654598991651292,0.553170323357806,0.911223842942168,0.661276514266506,0.239598152086236,0.559071909341805,0.899321290592044
66730,"TX, Wichita, 48485012100",48485012100,"33.8645751,-98.5420174",0.666865317560205,0.333875653347086,0.661968182335849,0.848129818729286,0.769760992604149,0.273535235022366,0.7807873408827,1
66731,"TX, Wichita, 48485012200",48485012200,"33.8531148,-98.5547615",0.632965055271889,0.274846101149775,0.553170323357806,0.848129818729286,0.718127943515919,0.346718486470631,0.689762713679808,1
66732,"TX, Wichita, 48485012300",48485012300,"33.846314,-98.5824823",0.687789962475805,0.478067205214088,0.481798006709979,1,0.602451555140831,0.617247195130894,0.634965775134847,1
66733,"TX, Wichita, 48485012400",48485012400,"33.857844,-98.6126566",0.690342045772428,0.450113676930231,0.553170323357806,0.911223842942168,0.688878394907983,0.557468651462932,0.671539430805881,1
66734,"TX, Wichita, 48485012600",48485012600,"33.879424,-98.5464763",0.668582956586631,0.715983600751553,0.553170323357806,0.791498082070686,0.71510339424044,0.306167045537875,0.632699338171448,0.965458911976611
66735,"TX, Wichita, 48485012700",48485012700,"33.8896798,-98.5347301",0.620935543618063,0.248054881433196,0.61754323315178,0.706974444258316,0.78749522386432,0.28824521522329,0.818879015080622,0.879356792314921
66736,"TX, Wichita, 48485012800",48485012800,"33.8790525,-98.6404729",0.681687494409244,0.434330559135353,0.553170323357806,1,0.730042556443301,0.594558920583706,0.578933240114512,0.88077686123003
