ToxPi Score,FIPS,Name,Source,Baseline.Health!1!0x88cceeff,Baseline.SocialEconomic!1!0x44aa99ff,Baseline.Infrastructure!1!0x117733ff,Baseline.Environment!1!0x332288ff,ClimateChange.Health!1!0xddcc77ff,ClimateChange.SocialEconomic!1!0x999933ff,ClimateChange.ExtremeEvents!1!0xcc6677ff
0.455394040473064,17197880105,"IL, Will, 17197880105","+41.6978187,-088.1089208",0.253612259283576,0.454551322854708,0.359635532716655,0.606890990485371,0.462461998303069,0.637028014213275,0.413578165454794
0.46909055294672,17197880106,"IL, Will, 17197880106","+41.6999714,-088.0926211",0.35993983773173,0.436614804609331,0.423892901371439,0.581997663356317,0.465408625995926,0.617680359944139,0.398099677618161
0.490327457791838,17197880107,"IL, Will, 17197880107","+41.7065111,-088.0736419",0.368825772327001,0.487371920775289,0.429227368518266,0.634932002875908,0.445442725773842,0.65733910697156,0.409153307300999
0.454851986684299,17197880109,"IL, Will, 17197880109","+41.7223980,-088.0527029",0.284244801688429,0.354765786830978,0.422951875411952,0.585739398215063,0.447031439868317,0.662669523385479,0.426561081389878
0.45172826465268,17197880111,"IL, Will, 17197880111","+41.7007490,-088.0568454",0.311530163700952,0.477789035891407,0.401276380300239,0.523893441107175,0.46480665525509,0.613051252786323,0.369750923527571
0.470407947709946,17197880112,"IL, Will, 17197880112","+41.7028033,-088.0409939",0.307022373465766,0.489271621332884,0.434634716381431,0.634948817860827,0.466444447177527,0.593080330043766,0.367453327707423
0.512489648839249,17197880113,"IL, Will, 17197880113","+41.6940179,-088.0600423",0.445972306011535,0.572177620933572,0.473049979077894,0.665005210714393,0.452554151799744,0.580281562946291,0.398386710391316
0.508475466533709,17197880114,"IL, Will, 17197880114","+41.6852009,-088.0789597",0.410641405729041,0.591886012330334,0.516213446957872,0.596968267594237,0.462936507065195,0.607706203062015,0.372976422997272
0.486985866753827,17197880115,"IL, Will, 17197880115","+41.6946384,-088.0778222",0.400415320629258,0.486700191284961,0.443421806905619,0.613192246496269,0.456017510664549,0.605854183560408,0.403299807735727
0.462803115655981,17197880116,"IL, Will, 17197880116","+41.7100616,-088.0582750",0.37814609295747,0.369365530962592,0.414756750585149,0.615012953688026,0.450418704574648,0.611127204326296,0.400794572497686
0.539778282192234,17197880117,"IL, Will, 17197880117","+41.7149491,-088.0410810",0.430141496361009,0.570271117333107,0.554902735534921,0.706792174622639,0.449412593674197,0.654471331221791,0.412456526597976
0.398733461624767,17197880118,"IL, Will, 17197880118","+41.7224528,-088.0957961",0.148187374649432,0.156804340089686,0.321062400983081,0.549227899331798,0.473547313922931,0.683575470155995,0.458729432240444
0.416693017547008,17197880119,"IL, Will, 17197880119","+41.7196473,-088.1355233",0.195850240042585,0.233216138968483,0.418088221617211,0.53853352570316,0.465293883035618,0.624564315979085,0.441304797482916
