row#,Name,FIPS,Source,ToxPi Score,Socioeconomic Stressors,Housing Composition & Disability,Minority Status & Language,Housing Type & Transportation
23830,"IL, Will, 17197880105",17197880105,"+41.6978187,-088.1089208",0.452794803028068,0.455409489044601,0.470551818211838,0.505782142462384,0.379435762393448
23831,"IL, Will, 17197880106",17197880106,"+41.6999714,-088.0926211",0.437099594608134,0.495888595255106,0.367441681243173,0.509500580319342,0.375567521614917
23832,"IL, Will, 17197880107",17197880107,"+41.7065111,-088.0736419",0.481514207640671,0.596493689758136,0.549659910007486,0.51113823277991,0.268764998017151
23833,"IL, Will, 17197880109",17197880109,"+41.7223980,-088.0527029",0.365478258994176,0.387387898103611,0.408494632800208,0.455181770357586,0.210848734715297
23834,"IL, Will, 17197880111",17197880111,"+41.7007490,-088.0568454",0.473128780019816,0.480523745579128,0.476794000209953,0.527683172007803,0.40751420228238
23835,"IL, Will, 17197880112",17197880112,"+41.7028033,-088.0409939",0.483176525587724,0.409169994603523,0.451105157799127,0.508189453550737,0.564241496397507
23836,"IL, Will, 17197880113",17197880113,"+41.6940179,-088.0600423",0.555722764785013,0.744928106238588,0.431697648102875,0.551376611607969,0.49488869319062
23837,"IL, Will, 17197880114",17197880114,"+41.6852009,-088.0789597",0.572968436791257,0.645443986065371,0.499252772964947,0.564086166459784,0.583090821674927
23838,"IL, Will, 17197880115",17197880115,"+41.6946384,-088.0778222",0.480926416063271,0.682063927348852,0.432946460057351,0.544058518177119,0.264636758669763
23839,"IL, Will, 17197880116",17197880116,"+41.7100616,-088.0582750",0.378253649618409,0.49492549603441,0.361114291497824,0.531430131210392,0.125544679731008
23840,"IL, Will, 17197880117",17197880117,"+41.7149491,-088.0410810",0.554054493889107,0.635699620813146,0.490564968990016,0.534757654959836,0.555195730793428
23841,"IL, Will, 17197880118",17197880118,"+41.7224528,-088.0957961",0.192253660819062,0.0605555752249062,0.307218034733944,0.39513576381707,0.00610526950032943
23842,"IL, Will, 17197880119",17197880119,"+41.7196473,-088.1355233",0.259117201041191,0.201714979284498,0.316079951877456,0.416421610634933,0.102252262367878
23843,"IL, Will, 17197880120",17197880120,"+41.6963282,-088.1254195",0.297153889377393,0.160769576206307,0.437722899395093,0.46944225537727,0.120680826530901
23844,"IL, Will, 17197880121",17197880121,"+41.6727954,-088.1197366",0.277815842004301,0.2842373919218,0.327360668023393,0.483317094541696,0.0163482135303155
23845,"IL, Will, 17197880202",17197880202,"+41.6686851,-088.0496258",0.472394913357404,0.389864944503196,0.425327272797709,0.479969866558978,0.594417569569731
23846,"IL, Will, 17197880203",17197880203,"+41.6473647,-088.0887238",0.433844357918021,0.533766302727719,0.33168314004287,0.508825223744684,0.361102765156813
23847,"IL, Will, 17197880204",17197880204,"+41.6451150,-088.1150335",0.334005148437155,0.210222302374669,0.484708993881804,0.438076411607278,0.203012885884868
23848,"IL, Will, 17197880303",17197880303,"+41.7179438,-088.1770495",0.215365354438105,0.146217232692496,0.348375351059721,0.328355886757045,0.0385129472431564
23849,"IL, Will, 17197880304",17197880304,"+41.7183114,-088.1575735",0.221540239261118,0.145647236248377,0.286119831643052,0.385046105462947,0.0693477836900947
23850,"IL, Will, 17197880305",17197880305,"+41.7020901,-088.1765105",0.178151080833171,0.0536636673701873,0.270234304068831,0.335145828340506,0.0535605235531598
23851,"IL, Will, 17197880306",17197880306,"+41.6963631,-088.1571949",0.289582995384113,0.176073841451527,0.33938879192683,0.468992044651637,0.173877303506459
23852,"IL, Will, 17197880307",17197880307,"+41.7171871,-088.1987800",0.348228799508251,0.189599936557001,0.418217610576913,0.464846319185227,0.320251331713862
23853,"IL, Will, 17197880308",17197880308,"+41.6615464,-088.1708955",0.315111168185003,0.255041386780995,0.306726697197301,0.472471250085789,0.226205338675926
23854,"IL, Will, 17197880309",17197880309,"+41.6953526,-088.1955544",0.222738724302699,0.0874456288766929,0.293984681013984,0.373422455186481,0.13610213213364
23855,"IL, Will, 17197880310",17197880310,"+41.6602944,-088.2175072",0.281604041591819,0.178957435585832,0.412127428414194,0.431379082747153,0.103952219620096
23856,"IL, Will, 17197880312",17197880312,"+41.7030483,-088.2201997",0.242335190255971,0.0868408262955607,0.355839018314326,0.405210606678877,0.121450309735122
23857,"IL, Will, 17197880313",17197880313,"+41.7124607,-088.2487620",0.326701423219397,0.252652805806982,0.396002683619806,0.460499430465439,0.197650772985361
23858,"IL, Will, 17197880314",17197880314,"+41.6658634,-088.2453564",0.200631116561076,0.0761668762784033,0.29504950091206,0.326473668034592,0.104834421019249
23859,"IL, Will, 17197880404",17197880404,"+41.6141399,-088.2295848",0.374826645704938,0.247179973087739,0.482105211244579,0.427919775554851,0.342101622932584
