ToxPi Score,FIPS,Name,Source,Temperature!1!0x88cceeff,Storms!1!0x44aa99ff,Wildfires!1!0x117733ff,Droughts!1!0x332288ff,Flooding!1!0xddcc77ff,Precipitation!1!0x999933ff
0.46253357504829,48009020100,"TX, Archer, 48009020100","33.7834399,-98.52597",0.612736844485275,0.588517873604425,0.831745526469786,0.639855305647421,9.58182191499555e-05,0.102250081863685
0.471403852434746,48009020200,"TX, Archer, 48009020200","33.6468145,-98.7818486",0.612736844485275,0.61624500665779,0.831113554025798,0.665981809356778,9.58182191499555e-05,0.102250081863685
0.467028359693158,48009020300,"TX, Archer, 48009020300","33.5235591,-98.5875742",0.612736844485275,0.613796988630544,0.835832739558619,0.637457685401676,9.58182191499555e-05,0.102250081863685
0.4727780278228,48023950300,"TX, Baylor, 48023950300","33.6188024,-99.2081888",0.632882751599757,0.614949298371402,0.841179774903877,0.581522258417154,9.58182191499555e-05,0.166038265425457
0.482371605841825,48049950100,"TX, Brown, 48049950100","31.9722689,-98.9991512",0.584837107588328,0.594637918672539,0.822518174212931,0.712555080501706,9.58182191499555e-05,0.179585535856294
0.500385608364512,48049950200,"TX, Brown, 48049950200","31.8423476,-99.1047331",0.578788692314337,0.588948069241012,0.833223413138273,0.782840667051162,9.58182191499555e-05,0.218416990223137
0.467965323899956,48049950300,"TX, Brown, 48049950300","31.7413525,-98.8472639",0.556521339060318,0.589378264877599,0.810652953393965,0.682920711507776,9.58182191499555e-05,0.168222856340927
0.5006483361539,48049950500,"TX, Brown, 48049950500","31.6819285,-99.1410522",0.579427809431815,0.565143910683192,0.837956483915351,0.802385889888375,9.58182191499555e-05,0.218880104785517
0.454443009969752,48049950600,"TX, Brown, 48049950600","31.7302058,-98.9950847",0.570054922605122,0.439936494929837,0.79795297614614,0.72945659984791,9.58182191499555e-05,0.189161248070356
0.434142692107953,48049950700,"TX, Brown, 48049950700","31.7180699,-98.971418",0.556521339060318,0.42627266209157,0.792078458953284,0.661665017982466,9.58182191499555e-05,0.168222856340927
0.422752403897465,48049950800,"TX, Brown, 48049950800","31.7059809,-98.9891955",0.556747375307351,0.382264672744034,0.766587062560021,0.662400165368663,9.58182191499555e-05,0.168419329185573
0.423802956381833,48049950900,"TX, Brown, 48049950900","31.6927723,-98.9828173",0.556786343309529,0.398494315271945,0.754469686337332,0.664468043319761,9.58182191499555e-05,0.168503531833279
0.433039276546472,48049951000,"TX, Brown, 48049951000","31.7013575,-98.9628283",0.556521339060318,0.411456519512445,0.794290362507241,0.667648763638751,9.58182191499555e-05,0.168222856340927
0.446189088183166,48049951100,"TX, Brown, 48049951100","31.6712645,-98.9757531",0.556765560265894,0.482377343029806,0.798302466508329,0.671131910566391,9.58182191499555e-05,0.168461430509426
0.457921411393196,48049951200,"TX, Brown, 48049951200","31.7561274,-98.9423586",0.5567941359277,0.551418621325412,0.806222735498064,0.66447491385608,9.58182191499555e-05,0.168522243532769
0.50393208910996,48049951300,"TX, Brown, 48049951300","31.5779312,-99.0358128",0.576958031756412,0.592133565502407,0.825981213775193,0.824457025114697,9.58182191499555e-05,0.203966880291902
0.475622047175882,48059030101,"TX, Callahan, 48059030101","32.4026008,-99.4865465",0.608461604313383,0.563873809279935,0.833518682939231,0.661114454190296,9.58182191499555e-05,0.186667914113299
0.5041533444461,48059030102,"TX, Callahan, 48059030102","32.3011068,-99.5224739",0.608461604313383,0.651213766260371,0.835290953488675,0.743190010281722,9.58182191499555e-05,0.186667914113299
0.505098217109779,48059030200,"TX, Callahan, 48059030200","32.3136928,-99.2834471",0.608461604313383,0.653200860391273,0.836877753864339,0.745285351757229,9.58182191499555e-05,0.186667914113299
0.448365005689798,48077030200,"TX, Clay, 48077030200","33.8275374,-98.1839936",0.612736844485275,0.529468401106217,0.83485043456416,0.610788453900303,9.58182191499555e-05,0.102250081863685
0.472843440778124,48077030301,"TX, Clay, 48077030301","33.9618271,-98.2192715",0.616348099130915,0.62106422206289,0.831463824505441,0.66403291988587,9.58182191499555e-05,0.104055760864481
0.466898962859981,48077030302,"TX, Clay, 48077030302","33.6448014,-98.1916271",0.61210542510831,0.621786336167162,0.835523535138881,0.630848841129553,9.58182191499555e-05,0.101033821396828
0.485706408493474,48083950300,"TX, Coleman, 48083950300","31.8284934,-99.393105",0.579427809431815,0.552509474546758,0.817273124906147,0.746052119071459,9.58182191499555e-05,0.218880104785517
0.503699604872804,48083950600,"TX, Coleman, 48083950600","31.9558857,-99.4506778",0.592225905063519,0.608158352965277,0.835984997607234,0.774561670786051,9.58182191499555e-05,0.211170884595593
0.513631980945711,48083950700,"TX, Coleman, 48083950700","31.6497778,-99.4663176",0.579427809431815,0.603728362183755,0.832440463561851,0.847219327492178,9.58182191499555e-05,0.218880104785517
0.426150299235066,48093950100,"TX, Comanche, 48093950100","32.110318,-98.5976725",0.585894017809347,0.607835706237837,0.808426632761609,0.439329416424929,9.58182191499555e-05,0.115320203957524
0.46912886730999,48093950200,"TX, Comanche, 48093950200","31.9169411,-98.6637063",0.569230011101838,0.612275939772611,0.809539958835112,0.661241991906341,9.58182191499555e-05,0.162389484024887
0.452343633577757,48093950300,"TX, Comanche, 48093950300","31.9056761,-98.5847547",0.556521339060318,0.511461640889071,0.799394226919011,0.678365920038067,9.58182191499555e-05,0.168222856340927
0.478215118850232,48093950400,"TX, Comanche, 48093950400","31.8550383,-98.3741211",0.565687978010574,0.608470756939465,0.80980802101711,0.719316177461195,9.58182191499555e-05,0.165911961453899
0.573632457180959,48101950100,"TX, Cottle, 48101950100","34.0919063,-100.2764416",0.793684151176012,0.651034518078459,0.876115604143431,0.90386039455707,9.58182191499555e-05,0.217004256911634
0.430824303822444,48133950100,"TX, Eastland, 48133950100","32.4328061,-98.5750045",0.586263162905012,0.626052442896651,0.80768463356764,0.450904871301211,9.58182191499555e-05,0.113944894045002
0.431169268024864,48133950200,"TX, Eastland, 48133950200","32.417369,-98.8061548",0.586263162905012,0.624818191129776,0.811764977390777,0.450128564459465,9.58182191499555e-05,0.113944894045002
0.478988848415944,48133950300,"TX, Eastland, 48133950300","32.3922949,-99.014021",0.600160530021681,0.629560585885486,0.823342450828877,0.661111451716269,9.58182191499555e-05,0.159662253824204
