ToxPi Score,FIPS,Name,Source,Transportation!1!0x88cceeff,Communications!1!0x44aa99ff,Energy!1!0x117733ff,"Food, Water, and Waste Management!1!0x332288ff",Financial Services!1!0xddcc77ff,Dependent Care!1!0x999933ff,Governance!1!0xcc6677ff,Government Services!1!0x882255ff
0.663534389865079,48001950100,"TX, Anderson, 48001950100","+31.9714680,-095.5524440",0.714290706412294,0.615797907588866,0.330895441360086,0.759117571113319,0.566643461897598,1,0.80915663595726,0.512373394591208
0.666001530526275,48001950401,"TX, Anderson, 48001950401","+31.7346372,-095.8157096",0.377100072572397,0.390664560157699,0.149919053446572,1,0.472451011547577,1,0.937877546485953,1
0.645310655643829,48001950402,"TX, Anderson, 48001950402","+31.7999975,-095.9123872",0.377100072572397,0,0.330895441360086,1,0.516612184732195,1,0.937877546485953,1
0.707962909653548,48001950500,"TX, Anderson, 48001950500","+31.7878081,-095.6419012",0.559445752629869,0.869165371658455,0.390109363980158,0.921524995527579,0.701348349963335,0.61067683508103,0.816549033155633,0.794883575232328
0.68844605128078,48001950600,"TX, Anderson, 48001950600","+31.7502049,-095.6692087",0.614946885404216,0.764088597103913,0.390109363980158,0.94050880077845,0.672130928585943,0.477201730585906,0.782298298858299,0.866283804949358
0.665702676310713,48001950700,"TX, Anderson, 48001950700","+31.7516003,-095.6340970",0.610085792795129,0.964696562719582,0.43651964781818,0.94050880077845,0.683343332045724,0.360225856126714,0.881541407760242,0.448700010441683
0.556386143733911,48001950800,"TX, Anderson, 48001950800","+31.7394653,-095.6143534",0.666342187069465,0.786711352519798,0.330895441360086,0.500963648007939,0.718082047472285,0.471232675808462,0.720518475089659,0.256343322543594
0.660827027898325,48001950901,"TX, Anderson, 48001950901","+31.7062457,-095.7358730",0.572120439002006,0.700962818796482,0.330895441360086,1,0.546563942807731,0.695270220723033,0.822112747570454,0.618690612926804
0.675819336597463,48001950902,"TX, Anderson, 48001950902","+31.7878409,-095.5053418",0.581707511810722,0.625106125927274,0.42180918306423,1,0.567676122879363,0.830021265674269,0.755863594836609,0.62437088858724
0.687902708458507,48001951000,"TX, Anderson, 48001951000","+31.6232277,-095.5131055",0.402943826591542,0.775721788295614,0.390109363980158,0.759117571113319,0.611997932216699,0.881645523208917,0.808740063431277,0.872945598830532
0.747945791375151,48001951100,"TX, Anderson, 48001951100","+31.9219100,-095.8429741",0.453736381671017,0.815939822468787,0.330895441360086,1,0.577686049995934,1,0.805308635505384,1
0.544154402898859,48003950100,"TX, Andrews, 48003950100","+32.3588247,-102.7169259",0.829387110797715,0.314334732527762,0.0396015198798235,0.425854932811296,0.55377421126263,0.879181638190218,0.626669627371629,0.684431450349796
0.561669912409005,48003950200,"TX, Andrews, 48003950200","+32.3283796,-102.5538031",0.566567281633952,0.565750301095213,0.134775389852895,0.689199378885969,0.771000185782267,0.746029185304686,0.758786663069776,0.26125091364728
0.618096919756646,48003950300,"TX, Andrews, 48003950300","+32.3148521,-102.5485167",0.599790179746238,0.643866647401025,0.134775389852895,1,0.730239909430927,0.793253648163086,0.844332302473301,0.198517280985695
0.73196929668036,48003950400,"TX, Andrews, 48003950400","+32.1765480,-102.4688186",0.872080019377056,0.784198848977949,0.441318593413544,0.759117571113319,0.588508337084827,0.939180171591992,0.831651552360332,0.639699279523859
0.680824817568117,48005000101,"TX, Angelina, 48005000101","+31.4337680,-094.8475538",0.409026278620972,0.691600234076422,0.330895441360086,0.983396977541962,0.607256870909309,0.912253428173352,0.809297846983016,0.702871462879816
0.668255938149042,48005000102,"TX, Angelina, 48005000102","+31.3158203,-094.8802824",0.490773084622183,0.469875821115365,0.245092923419644,0.983396977541962,0.564555191912252,0.925834127740705,0.666519378840224,1
0.638799331477807,48005000200,"TX, Angelina, 48005000200","+31.3705581,-094.6762150",0.35832345084377,0.493029175545302,0.390109363980158,0.602792020121774,0.614421243320574,0.908586932609811,0.816224247796392,0.926908217604678
0.618893006744154,48005000301,"TX, Angelina, 48005000301","+31.3711414,-094.7745767",0.549978104885328,0.510552946364362,0.330895441360086,0.742514548655281,0.549698642587932,0.596201510596172,0.804517853761146,0.866785005742926
0.59916929140005,48005000302,"TX, Angelina, 48005000302","+31.2784248,-094.7824619",0.599313104010533,0.506865765994165,0.245092923419644,0.676747451073052,0.527035176241472,0.690049131040551,0.725404376580847,0.822846402840138
0.596949141231969,48005000400,"TX, Angelina, 48005000400","+31.3411933,-094.7538471",0.656149395199699,0.785778233712124,0.42180918306423,0.602792020121774,0.703955245241746,0.367778836987607,0.841423355342709,0.395906860185862
0.719887945236559,48005000500,"TX, Angelina, 48005000500","+31.3708474,-094.7362500",0.64774310263964,0.938606855596572,0.42180918306423,0.811130782864105,0.717659803870853,0.656244041944709,0.889915221587626,0.675994570324736
0.673580755143735,48005000600,"TX, Angelina, 48005000600","+31.3505991,-094.6970483",0.620354609386785,0.786726592585297,0.390109363980158,0.705630760395093,0.722584449352779,0.68281880178925,0.835626642735389,0.644794820925133
0.582803616089558,48005000700,"TX, Angelina, 48005000700","+31.3365433,-094.7258312",0.572322883281287,0.768192132833436,0.42180918306423,0.766964378811059,0.693862705246633,0.38234215736599,0.855953969893093,0.200981518220737
0.605654046406989,48005000800,"TX, Angelina, 48005000800","+31.3110999,-094.7054197",0.645973271106696,0.5775499448803,0.330895441360086,0.756762197757869,0.698236598204951,0.608374275867126,0.708113086476916,0.519327555601963
