row#,Name,FIPS,Source,ToxPi Score,Temperature-related mortality,Air pollution-related mortality,Air pollution-related illnesses
61631,"TX, Anderson, 48001950100",48001950100,"31.971468,-95.552444",0.39433655245236,0.890303404123208,0.138012097617608,0.154694155616265
61632,"TX, Anderson, 48001950401",48001950401,"31.7346372,-95.8157096",0.394444361250017,0.890303404123208,0.138012097617608,0.155017582009235
61633,"TX, Anderson, 48001950402",48001950402,"31.8000515,-95.9131097",0.394205805612649,0.890303404123208,0.138012097617608,0.154301915097131
61634,"TX, Anderson, 48001950500",48001950500,"31.7878081,-95.6419012",0.394485649725715,0.890303404123208,0.138012097617608,0.15514144743633
61635,"TX, Anderson, 48001950600",48001950600,"31.7502049,-95.6692086",0.394572814285523,0.890303404123208,0.138012097617608,0.155402941115752
61636,"TX, Anderson, 48001950700",48001950700,"31.7536175,-95.6345699",0.39413469768228,0.890303404123208,0.138012097617608,0.154088591306023
61637,"TX, Anderson, 48001950800",48001950800,"31.7394653,-95.6143534",0.394054414535089,0.890303404123208,0.138012097617608,0.15384774186445
61638,"TX, Anderson, 48001950901",48001950901,"31.7062457,-95.735873",0.394437479837401,0.890303404123208,0.138012097617608,0.154996937771386
61639,"TX, Anderson, 48001950902",48001950902,"31.7877569,-95.5051476",0.394205805612649,0.890303404123208,0.138012097617608,0.154301915097131
61640,"TX, Anderson, 48001951000",48001951000,"31.6232277,-95.5131055",0.394499412550948,0.890303404123208,0.138012097617608,0.155182735912028
61641,"TX, Anderson, 48001951100",48001951100,"31.92191,-95.8429741",0.394258563109375,0.890303404123208,0.138012097617608,0.154460187587308
61642,"TX, Andrews, 48003950100",48003950100,"32.3588234,-102.7169271",0.441598172847725,0.784073452141724,0.30779213074954,0.232928935651911
61643,"TX, Andrews, 48003950200",48003950200,"32.3283625,-102.5538389",0.448692909255214,0.784073452141724,0.30779213074954,0.25421314487438
61644,"TX, Andrews, 48003950300",48003950300,"32.3148521,-102.5485167",0.447681127452068,0.784073452141724,0.332578336548131,0.226391593666348
61645,"TX, Andrews, 48003950400",48003950400,"32.176548,-102.4688186",0.436322423175165,0.784073452141724,0.30779213074954,0.217101686634232
61646,"TX, Angelina, 48005000101",48005000101,"31.4337664,-94.8475532",0.468350096363211,0.889680603605262,0.26306269190473,0.252306993579642
61647,"TX, Angelina, 48005000102",48005000102,"31.3105941,-94.8729465",0.454913907996375,0.889680603605262,0.234769073232423,0.240292047151439
