row#,Name,FIPS,Source,ToxPi Score,Toxic Releases,Criteria Air Pollutants,Air pollutant,Pollutant Sources,Transportation,Land Use
63357,"TX, Eastland, 48133950300",48133950300,"32.3922949,-99.014021",0.258036022270916,0.151897887395227,0.636209089136943,0.412998247919404,0,0.121885913853318,0.225224995320604
63358,"TX, Eastland, 48133950400",48133950400,"32.1532269,-98.9899396",0.284114154564769,0.231597486855636,0.701155453711708,0.283152650021901,0,0.11473669793878,0.374042638860591
63359,"TX, Eastland, 48133950500",48133950500,"32.2509271,-98.7127383",0.393351988827965,0.184627884602518,0.700526249072476,0.526472842750767,0.495992135511192,0.0861398342806273,0.366352986750212
63611,"TX, Fisher, 48151950300",48151950300,"32.6420058,-100.3982035",0.281452695640786,0.190440366233947,0.606698700123305,0.397462220762155,0,0.0186263096623981,0.475488577062911
63612,"TX, Fisher, 48151950400",48151950400,"32.854216,-100.3931655",0.332454035326032,0.188999211135944,0.61593625394763,0.701557709154621,0,0,0.488231037717999
63615,"TX, Foard, 48155950100",48155950100,"33.9633063,-99.8168285",0.335529799334351,0.229067931720519,0.557779768007212,0.298729741568112,0.463173018753781,0,0.464428335956482
63898,"TX, Hardeman, 48197950100",48197950100,"34.2899036,-99.7456973",0.388541749186575,0.329032334477815,0.556846332553406,0.749233464739378,0,0.246812298842704,0.449326064506148
64711,"TX, Haskell, 48207950300",48207950300,"33.120371,-99.6317724",0.302698138009285,0.217180617960115,0.643081939811628,0.51215505913272,0,0.0413887557351229,0.402382455416122
64712,"TX, Haskell, 48207950400",48207950400,"33.367944,-99.9894914",0.358617091304084,0.225044042332491,0.669909566187662,0.739829719667105,0,0.0401287406697254,0.476790478967519
64951,"TX, Jack, 48237950100",48237950100,"33.2988863,-98.1569667",0.293945936686948,0.279382502817341,0.665760964170749,0.121016754270696,0.46789583677061,0.0360473875231117,0.193572174569177
64952,"TX, Jack, 48237950300",48237950300,"33.2126831,-98.1637272",0.35375183187896,0.296371470171905,0.701750086667465,0.764358848007008,0,0.104533315072245,0.255497271355136
64953,"TX, Jack, 48237950500",48237950500,"33.0153528,-98.428315",0.343979704354584,0.28542010953788,0.674203369275166,0.245770367936925,0.482401143925645,0.0307471067588852,0.345336128693002
65076,"TX, Jones, 48253020101",48253020101,"32.5690339,-99.7093182",0.304461696350959,0.407056790558626,0.623210136150617,0.431600416119141,0,0.0401424364856536,0.324760398791715
65077,"TX, Jones, 48253020102",48253020102,"32.5487573,-99.6251588",0.332683535937443,0.227500919289234,0.64676036693329,0.569330376697328,0,0,0.552509552704808
65078,"TX, Jones, 48253020200",48253020200,"32.751904,-99.8938217",0.412739282358455,0.221491674784646,0.704716337109558,0.75932161629435,0,0.246880777922345,0.544025288039832
65079,"TX, Jones, 48253020300",48253020300,"32.841051,-100.0707215",0.357225080036581,0.218183931349377,0.668519784511996,0.756132282084976,0,0,0.50051448227314
65080,"TX, Jones, 48253020400",48253020400,"32.905538,-99.7880548",0.365644353975984,0.33237730332152,0.707461328777415,0.757336837494525,0,0.0399438471546942,0.356746807107748
65081,"TX, Jones, 48253020500",48253020500,"32.7000063,-99.881746",0.294589951963859,0.309746027631232,0.666964058755654,0.264290407358739,0,0.0587618982400877,0.467777319797444
65112,"TX, Kent, 48263950100",48263950100,"33.1847797,-100.7697199",0.249824355581221,0.186691235812943,0.558436629993223,0.263825010950504,0,0,0.489993256730657
65133,"TX, Knox, 48275950100",48275950100,"33.6218968,-99.7825399",0.312848415628745,0.287628817105053,0.57420131765749,0.520860709592641,0,0.0523933438334589,0.442006305583826
65134,"TX, Knox, 48275950200",48275950200,"33.4841615,-99.5995843",0.369721030452435,0.236193938478172,0.682901604837293,0.767137538326763,0,0.0494350475929604,0.48265805347942
65409,"TX, Mitchell, 48335950200",48335950200,"32.4152718,-100.851471",0.313631418050215,0.305707957135228,0.565191936944095,0.569330376697328,0,0.0808669451482572,0.36069129237638
65410,"TX, Mitchell, 48335950400",48335950400,"32.2658166,-100.910502",0.279405706748684,0.180722761993784,0.545264818589526,0.330431449846693,0,0.11558583852633,0.50442937153577
65411,"TX, Montague, 48337950100",48337950100,"33.7600128,-97.5734992",0.354005772014247,0.233873554685692,0.613308806003586,0.315908344283837,0.469504482208656,0.152023556803397,0.339415888100312
65412,"TX, Montague, 48337950200",48337950200,"33.8428142,-97.7843399",0.328343435369366,0.222188321713939,0.601589005305808,0.219242772667543,0.449623274487158,0.0852701499691844,0.392147088072567
65413,"TX, Montague, 48337950300",48337950300,"33.7867517,-97.7291848",0.355479554178556,0.233561570310233,0.626736447864992,0.729604686815594,0,0.169834965418065,0.373139654662455
65414,"TX, Montague, 48337950400",48337950400,"33.5846759,-97.7733166",0.281560756550499,0.261656117848055,0.633733756600185,0.440169185282523,0,0.0592001643497911,0.294605315222439
65415,"TX, Montague, 48337950500",48337950500,"33.5609483,-97.843845",0.291728065373815,0.237206115059918,0.667365090283956,0.369606876916338,0,0.132096144627816,0.344094165354865
65416,"TX, Montague, 48337950600",48337950600,"33.585641,-97.6326462",0.235249115703675,0.165013639634002,0.627165136740073,0.263523872098117,0,0,0.355792045749857
65511,"TX, Nolan, 48353950100",48353950100,"32.4442471,-100.3446966",0.269591374246909,0.396147973248528,0.571262724562177,0.235449518177836,0,0.0878381154557283,0.326849914037186
65512,"TX, Nolan, 48353950200",48353950200,"32.4828094,-100.3972167",0.375016166811866,0.395937029267393,0.586681695391702,0.50290188348664,0,0.166006984866123,0.598569407859339
65513,"TX, Nolan, 48353950300",48353950300,"32.4686718,-100.421267",0.405995234724856,0.402295483555876,0.586716267075176,0.885991568112133,0,0.124125179757584,0.436842909848366
65514,"TX, Nolan, 48353950400",48353950400,"32.4630189,-100.3932368",0.425377214829654,0.426130380785579,0.597523375329234,0.851305847568988,0,0.247483393823187,0.429820291470934
65515,"TX, Nolan, 48353950500",48353950500,"32.2671635,-100.418308",0.336693320728697,0.27774990276167,0.560199785850411,0.527663710030661,0,0.204122440594398,0.450424085135043
65770,"TX, Runnels, 48399950100",48399950100,"31.9739648,-99.9894106",0.253495976304255,0.220289825883728,0.583431957145121,0.251177179150241,0,0.0940902554269671,0.371986640219472
65771,"TX, Runnels, 48399950200",48399950200,"31.9557748,-99.9674619",0.408560872495612,0.233846965108238,0.610169697144122,0.856904292597459,0,0.171861946175443,0.578582333948411
65772,"TX, Runnels, 48399950500",48399950500,"31.6651284,-100.0562528",0.290193674578437,0.244830233235208,0.615320877981788,0.269546649145861,0,0.110949804834623,0.50051448227314
65773,"TX, Runnels, 48399950600",48399950600,"31.7761641,-99.8944628",0.335606751923715,0.303953045023269,0.571643013080394,0.770723828296102,0,0.062644662055742,0.304675963086784
65816,"TX, Scurry, 48415950100",48415950100,"32.8518937,-100.8317486",0.428487265365958,0.440245901136621,0.604631313451544,0.913039312308366,0,0.200808053139766,0.41219901215945
65817,"TX, Scurry, 48415950200",48415950200,"32.7266548,-101.0847575",0.262237481360625,0.20187742981613,0.576911737641873,0.262702584318879,0,0.0233239745257824,0.508609161861088
65818,"TX, Scurry, 48415950300",48415950300,"32.7002209,-100.936898",0.361074285818596,0.310518898015893,0.604174967229683,0.69212658782304,0,0.135684448401013,0.423940813441948
65819,"TX, Scurry, 48415950600",48415950600,"32.6250902,-100.8078646",0.382943125319696,0.42681639188389,0.602743699533848,0.7133979413053,0,0.146743819763062,0.407956899432075
65820,"TX, Shackelford, 48417950300",48417950300,"32.7438198,-99.3470045",0.279598274768946,0.27055830837963,0.627393309851004,0.308462001752081,0,0,0.471176028630963
65886,"TX, Stephens, 48429950200",48429950200,"32.7531067,-98.9386882",0.39790052364415,0.29599921608755,0.655901120043887,0.786999014454665,0,0.200739574060125,0.447764217218674
65887,"TX, Stephens, 48429950300",48429950300,"32.7423546,-98.8743189",0.388843719412309,0.314369068831222,0.65150360190596,0.783645422689444,0,0.187201260015065,0.396342963032162
65888,"TX, Stephens, 48429950500",48429950500,"32.7360198,-98.8257079",0.277698116052452,0.208677271090348,0.64512166913661,0.419390604467806,0,0.0270629322741902,0.365936219345757
65890,"TX, Stonewall, 48433950300",48433950300,"33.1795797,-100.2538069",0.27901237557997,0.176007543591954,0.572590277207589,0.465232150678931,0,0,0.460244282001343
66252,"TX, Taylor, 48441010100",48441010100,"32.4703598,-99.7043053",0.373736097276309,0.451947087854847,0.674756516210755,0.405031756460797,0,0.229096760939533,0.481584462191921
66253,"TX, Taylor, 48441010200",48441010200,"32.4810093,-99.7294294",0.467578986766769,0.475349461291299,0.675171376412446,0.893848554533509,0,0.29906868451688,0.462035843846479
66254,"TX, Taylor, 48441010300",48441010300,"32.4835952,-99.7525543",0.456221341685883,0.435986250828502,0.672716786885773,0.817605672360929,0,0.283284256659591,0.527735083380505
66255,"TX, Taylor, 48441010400",48441010400,"32.4743688,-99.7486056",0.488001081853088,0.44102586207527,0.660243323488256,0.932476456416995,0,0.315729644593577,0.578531204544428
66256,"TX, Taylor, 48441010500",48441010500,"32.4744604,-99.7668545",0.496793689799037,0.402456793659097,0.670040938584864,0.851264783180026,0,0.356098062042046,0.700901561328188
66257,"TX, Taylor, 48441010600",48441010600,"32.4658221,-99.7696788",0.381336618972372,0.40663312995786,0.667745378802172,0.372508760402979,0,0.255913168527015,0.585219276144203
66258,"TX, Taylor, 48441010700",48441010700,"32.4655403,-99.7489471",0.449408764249098,0.443929443933239,0.640772551355546,0.87123576434516,0,0.142087242347463,0.59842758351318
66259,"TX, Taylor, 48441010800",48441010800,"32.4657304,-99.7285941",0.468120616829531,0.465622993858652,0.679119462665208,0.93135402978537,0,0.211586660275286,0.521040554392669
66260,"TX, Taylor, 48441010900",48441010900,"32.4480211,-99.7032382",0.375749174366197,0.431483749046303,0.668077266963525,0.569330376697328,0,0.243265082517291,0.342338570972732
66261,"TX, Taylor, 48441011000",48441011000,"32.454661,-99.7319459",0.468332205864582,0.455453366801772,0.684664760694481,0.860860162067455,0,0.283071971512703,0.525942974111082
66262,"TX, Taylor, 48441011200",48441011200,"32.4556264,-99.7493851",0.4746556612162,0.437338774001658,0.649360157530555,0.870140713972843,0,0.269567897007464,0.621526424784678
66263,"TX, Taylor, 48441011300",48441011300,"32.4565659,-99.7715276",0.480518628536469,0.38355869464334,0.67472194452728,0.821041392904074,0,0.347346435663905,0.656443303480215
66264,"TX, Taylor, 48441011400",48441011400,"32.4420784,-99.7789804",0.426162952774741,0.285368703021469,0.677466936195137,0.563649802890933,0,0.341888653016504,0.688603621524402
66265,"TX, Taylor, 48441011500",48441011500,"32.4411687,-99.7648247",0.440317400979479,0.412158444152787,0.660886356800877,0.77306449846693,0,0.335588577689516,0.460206528766765
66266,"TX, Taylor, 48441011600",48441011600,"32.4377393,-99.7511767",0.395889250149568,0.426114427039106,0.645909903519823,0.479371988611476,0,0.219222077655276,0.604717104071727
66267,"TX, Taylor, 48441011700",48441011700,"32.446236,-99.7415868",0.496245128254408,0.439937462038156,0.66503495881779,0.855056395094174,0,0.278107238238718,0.739334715337611
66268,"TX, Taylor, 48441011900",48441011900,"32.4371201,-99.7347534",0.484813204954694,0.442254300553641,0.667648578088445,0.933462001752081,0,0.229562418681093,0.635951930652905
66269,"TX, Taylor, 48441012000",48441012000,"32.4148055,-99.7052415",0.359787138411401,0.415285378461369,0.669930309197746,0.290133596145423,0,0.235314661370951,0.548058885292914
66270,"TX, Taylor, 48441012100",48441012100,"32.4202211,-99.7182655",0.355721214896338,0.315324520981066,0.656876041517862,0.569330376697328,0,0.0741080599876738,0.518688290194096
66271,"TX, Taylor, 48441012200",48441012200,"32.4098158,-99.7340673",0.454829729676344,0.429064097497995,0.667807607832426,0.880557380639509,0,0.309361090186948,0.442188201901185
66272,"TX, Taylor, 48441012300",48441012300,"32.4241912,-99.7508217",0.483601145142347,0.41770325737118,0.657650447227685,0.849553766973281,0,0.277319728822845,0.69937967045909
66273,"TX, Taylor, 48441012400",48441012400,"32.40584,-99.7514832",0.406761434920252,0.326931757858955,0.670614828530537,0.547689443714411,0,0.339765801547627,0.555566777869981
66274,"TX, Taylor, 48441012500",48441012500,"32.4198279,-99.764738",0.397333022039847,0.305640596872345,0.661259730982399,0.479714191852825,0,0.318277066356228,0.619106546175283
66275,"TX, Taylor, 48441012600",48441012600,"32.4238105,-99.7751878",0.333105698531265,0.290209778756581,0.672032267552982,0.132432654402103,0,0.290810107512155,0.613149382963768
66276,"TX, Taylor, 48441012700",48441012700,"32.3841999,-99.7592801",0.385174270460615,0.314477199779534,0.649069755389371,0.569330376697328,0,0.234691501746217,0.543476789151239
66277,"TX, Taylor, 48441012801",48441012801,"32.4009827,-99.7689618",0.413889990821446,0.287107661386956,0.678960432921226,0.569330376697328,0,0.255317400534137,0.692624073389026
66278,"TX, Taylor, 48441012802",48441012802,"32.4080683,-99.7876489",0.415469772846844,0.281226046854147,0.657235587025994,0.655018068331143,0,0.368574950352667,0.530763984517112
66279,"TX, Taylor, 48441012900",48441012900,"32.4197423,-99.8205423",0.378185784355951,0.265165942071973,0.634950679858479,0.657098664038546,0,0.179600082174896,0.532299337991811
66280,"TX, Taylor, 48441013000",48441013000,"32.4238762,-99.8424753",0.351674551341622,0.313200900061746,0.622629331868249,0.569330376697328,0,0.0318016845853592,0.57308501483705
66281,"TX, Taylor, 48441013100",48441013100,"32.456686,-99.8140366",0.403792779311785,0.279402001840807,0.664378096831778,0.759540626368813,0,0.326549339176881,0.392886611652432
66282,"TX, Taylor, 48441013200",48441013200,"32.4874986,-99.8325354",0.375192900853294,0.410492163965674,0.64606201892711,0.500903416557162,0,0.166013832774088,0.527685972895729
66283,"TX, Taylor, 48441013300",48441013300,"32.4922967,-99.681792",0.391028808015369,0.431198354248297,0.652969441285269,0.685173017958826,0,0.13404779839759,0.442784236202233
66284,"TX, Taylor, 48441013401",48441013401,"32.4237274,-99.7997936",0.401988951567427,0.268089022953409,0.64700236871761,0.699326544021025,0,0.235787167020475,0.561728606692041
66285,"TX, Taylor, 48441013402",48441013402,"32.3627667,-99.8173342",0.338137853048042,0.334032947677651,0.599867335468789,0.427603482260184,0,0.155310552626173,0.512012800255453
66286,"TX, Taylor, 48441013404",48441013404,"32.3579439,-99.6864126",0.313055292285882,0.385731949440575,0.610218097500986,0.367553657468244,0,0.0903512976785592,0.424476751626928
66287,"TX, Taylor, 48441013500",48441013500,"32.2028127,-99.8614564",0.23406750671504,0.236034401013448,0.574118345617152,0.143068331143233,0,0.0758405807025954,0.375343381813809
66288,"TX, Taylor, 48441013600",48441013600,"32.3991003,-100.0146292",0.251548260448227,0.173518759142266,0.593810376524097,0.193043692509855,0,0.164062179004314,0.384854555508827
66289,"TX, Taylor, 48441980000",48441980000,"32.4113064,-99.684058",0.329231206133972,0.226309706219298,0.641740558492826,0.569330376697328,0,0,0.538006595394382
66294,"TX, Throckmorton, 48447950300",48447950300,"33.1706954,-99.205796",0.261530748014796,0.181586036941788,0.624890319967466,0.285917652212002,0,0,0.476790478967519
66712,"TX, Wichita, 48485010100",48485010100,"33.9036917,-98.4860405",0.492460499922011,0.460349394330289,0.660623612006473,0.909165571616294,0,0.382188591385332,0.54243583019368
66713,"TX, Wichita, 48485010200",48485010200,"33.9060716,-98.4988911",0.506241058101371,0.44314948299459,0.66406695168051,0.868114870784056,0,0.454529891118263,0.607585152030807
66714,"TX, Wichita, 48485010400",48485010400,"33.9211714,-98.4759061",0.426445847237202,0.452473561488435,0.677999340120641,0.91173893999124,0,0.193467095802232,0.322996146020666
66715,"TX, Wichita, 48485010600",48485010600,"33.8908955,-98.4973506",0.513773784946517,0.45537359806941,0.6550783139772,0.836577420061323,0,0.421584605902897,0.714028771668274
66716,"TX, Wichita, 48485010700",48485010700,"33.8954766,-98.5107848",0.51669673135536,0.430517661065477,0.649629816661655,0.874288217257994,0,0.404101896870506,0.741642796276527
66717,"TX, Wichita, 48485010800",48485010800,"33.8947558,-98.5201818",0.501825319874587,0.418385723192497,0.655513917188975,0.926878011388524,0,0.361268232554955,0.648906034922572
66718,"TX, Wichita, 48485010900",48485010900,"33.9035146,-98.5255606",0.37997356326392,0.420037822271635,0.645273784543896,0.369798510731494,0,0.221769499417928,0.622961762618566
66719,"TX, Wichita, 48485011000",48485011000,"33.9111676,-98.5148874",0.473622534526287,0.433258160181729,0.744536002135223,0.876122426631625,0,0.286831472985003,0.500987145224143
66720,"TX, Wichita, 48485011100",48485011100,"33.9302213,-98.5047001",0.476188833785138,0.458596254856827,0.662573454954422,0.870989378011389,0,0.404519619256317,0.460454295631872
66721,"TX, Wichita, 48485011200",48485011200,"33.9900666,-98.4655136",0.366584918056256,0.428658163282199,0.653024755978828,0.567523543583005,0,0.137505991919469,0.412797053574039
66722,"TX, Wichita, 48485011300",48485011300,"33.9134831,-98.4397851",0.421989763364941,0.407946655084085,0.680813475155447,0.841943166885677,0,0.0891392179689105,0.512096065095525
66723,"TX, Wichita, 48485011400",48485011400,"33.8942159,-98.4646726",0.431723087687806,0.420055548656604,0.653785333015262,0.843544678055191,0,0.24238170238992,0.430571264009862
66724,"TX, Wichita, 48485011500",48485011500,"33.8561524,-98.4548602",0.382408785705186,0.378386135509303,0.649346328857166,0.456020039421813,0,0.330254057385469,0.480446153057365
66725,"TX, Wichita, 48485011600",48485011600,"33.8616293,-98.4937934",0.48041827022849,0.427520129367171,0.665601934426768,0.791803547963206,0,0.316510306101486,0.68107370351231
66726,"TX, Wichita, 48485011700",48485011700,"33.8699053,-98.5003445",0.363649167720146,0.384953761140423,0.673498106932291,0.276938239159001,0,0.225844004656577,0.620660894432584
66727,"TX, Wichita, 48485011800",48485011800,"33.8614164,-98.5055312",0.357914917035173,0.378375499678321,0.66218625209951,0.314977551467368,0,0.261418886530165,0.530531312435674
66728,"TX, Wichita, 48485011900",48485011900,"33.8772664,-98.5116034",0.359232040414935,0.422904178721168,0.661169844605366,0.41080814717477,0,0.199233034308019,0.461277037680289
66729,"TX, Wichita, 48485012000",48485012000,"33.8663954,-98.5268181",0.412175368726898,0.424696316241563,0.678262084915046,0.513332238282961,0,0.271820858727659,0.584940714194158
66730,"TX, Wichita, 48485012100",48485012100,"33.8645751,-98.5420174",0.476565850274153,0.398810476270914,0.686759804713021,0.718394108628997,0,0.324625077038965,0.730805634993022
66731,"TX, Wichita, 48485012200",48485012200,"33.8531148,-98.5547615",0.34367969863846,0.435264786960252,0.665767878507444,0.348746167323697,0,0.25552283777306,0.356776521266305
66732,"TX, Wichita, 48485012300",48485012300,"33.846314,-98.5824823",0.380380713842073,0.536259092684264,0.655071399640505,0.378161957950066,0,0.11089502157091,0.601896811206691
66733,"TX, Wichita, 48485012400",48485012400,"33.857844,-98.6126566",0.403662058054262,0.550780547251104,0.629661212286916,0.397037888742882,0,0.317154009450113,0.527338690594559
66734,"TX, Wichita, 48485012600",48485012600,"33.879424,-98.5464763",0.472206286304724,0.426601902625762,0.664820614380249,0.647516973280771,0,0.354310758063412,0.739987469478148
66735,"TX, Wichita, 48485012700",48485012700,"33.8896798,-98.5347301",0.474285004662288,0.422980402176536,0.661225159298925,0.871208388085852,0,0.320714921591454,0.569581156820964
66736,"TX, Wichita, 48485012800",48485012800,"33.8790525,-98.6404729",0.363217418960707,0.557645976149708,0.624364830378657,0.559885567236093,0,0.122906252139971,0.314501887859812
66737,"TX, Wichita, 48485012900",48485012900,"33.919813,-98.6104915",0.335610487048058,0.530767458620779,0.645792359796011,0.369196233026719,0,0.124029309046086,0.343877561798755
66738,"TX, Wichita, 48485013000",48485013000,"33.934653,-98.5344079",0.472034816795599,0.435980932913011,0.663458490051363,0.785698642137538,0,0.26091214134082,0.68615869433086
66739,"TX, Wichita, 48485013100",48485013100,"33.9817452,-98.5811817",0.421942494253074,0.681611904155419,0.648191634629125,0.569330376697328,0,0.23311648291447,0.399404567122103
66740,"TX, Wichita, 48485013200",48485013200,"33.9988561,-98.5313957",0.430169496686333,0.604869065707887,0.683710582230591,0.661150350416119,0,0.238848181880436,0.392438799882963
66741,"TX, Wichita, 48485013300",48485013300,"33.9768763,-98.5237212",0.459676170315814,0.483849262884072,0.690694062292393,0.732314936487079,0,0.157282750119838,0.693916010111499
66742,"TX, Wichita, 48485013401",48485013401,"33.9728782,-98.507598",0.421940520338955,0.480888956594201,0.679769410314524,0.569330376697328,0,0.090337601862631,0.711316776565047
66743,"TX, Wichita, 48485013501",48485013501,"34.0925008,-98.5765672",0.408658380377883,0.480809187861839,0.699558241935197,0.724485326325011,0,0.141470930630692,0.405626595514562
66744,"TX, Wichita, 48485013502",48485013502,"34.0609676,-98.5563478",0.38861600274245,0.499368712924682,0.674258683968725,0.460030661410425,0,0.164890775867972,0.533147182282894
66745,"TX, Wichita, 48485013600",48485013600,"33.9455613,-98.691091",0.369466038628008,0.535470268553131,0.637474412752101,0.49385402978537,0,0.182126960213655,0.367870560463794
66746,"TX, Wichita, 48485013700",48485013700,"34.0300012,-98.9197831",0.269987503909199,0.218875260363179,0.642203819051381,0.277212001752081,0,0.0588646168595494,0.422769325429002
66747,"TX, Wichita, 48485013800",48485013800,"34.0140713,-98.782429",0.352261210353169,0.562839806945709,0.623127164110279,0.325202584318879,0,0.112079709648702,0.490317997095448
66748,"TX, Wichita, 48485980000",48485980000,"33.989767,-98.4961491",0.330581330008021,0.161594219973427,0.633678441906626,0.569330376697328,0,0,0.618884941470747
66749,"TX, Wilbarger, 48487950300",48487950300,"34.082338,-99.2342141",0.260424450534491,0.217921580851831,0.608046995778802,0.169609614542269,0,0.0776210367732658,0.489347475260777
66750,"TX, Wilbarger, 48487950500",48487950500,"34.1605045,-99.3431397",0.414521157767252,0.316490917112045,0.608489513327272,0.825435282522996,0,0.252865849482983,0.483845384158218
66751,"TX, Wilbarger, 48487950600",48487950600,"34.1271077,-99.3141622",0.339121813259265,0.306115663989522,0.623203221813922,0.559406482698204,0,0.10337601862631,0.442629492427635
66752,"TX, Wilbarger, 48487950700",48487950700,"34.1379109,-99.2549782",0.399863026617425,0.308271192401787,0.626964620975923,0.892000657030223,0,0.166438403067863,0.405503286228757
